v,v_eff,m,t
"[[4.70045859e-06]
 [3.69497042e-05]
 [1.23956261e-04]
 [1.45114755e-05]
 [1.56841568e-06]]","[[4.70045859e-06]
 [3.69497042e-05]
 [1.23956261e-04]
 [1.45114755e-05]
 [1.56841568e-06]]","[[ 0.00650416]
 [ 0.01823588]
 [-0.03340069]
 [-0.01142818]
 [ 0.00375709]]",1
"[[4.84127601e-06]
 [3.83514519e-05]
 [1.27878195e-04]
 [1.52311742e-05]
 [1.69480274e-06]]","[[4.84127601e-06]
 [3.83514519e-05]
 [1.27878195e-04]
 [1.52311742e-05]
 [1.69480274e-06]]","[[ 0.00660087]
 [ 0.01857856]
 [-0.03392497]
 [-0.01170814]
 [ 0.00390554]]",1
"[[4.80167408e-06]
 [3.69574893e-05]
 [1.22363033e-04]
 [1.40719603e-05]
 [1.56901661e-06]]","[[4.80167408e-06]
 [3.69574893e-05]
 [1.22363033e-04]
 [1.40719603e-05]
 [1.56901661e-06]]","[[ 0.00657382]
 [ 0.0182378 ]
 [-0.03318535]
 [-0.01125378]
 [ 0.00375781]]",1
"[[4.94896333e-06]
 [3.83799196e-05]
 [1.26318634e-04]
 [1.47797886e-05]
 [1.69618124e-06]]","[[4.94896333e-06]
 [3.83799196e-05]
 [1.26318634e-04]
 [1.47797886e-05]
 [1.69618124e-06]]","[[ 0.00667388]
 [ 0.01858546]
 [-0.03371747]
 [-0.01153335]
 [ 0.00390713]]",1
"[[4.92139416e-06]
 [3.72614101e-05]
 [1.21800867e-04]
 [1.38398006e-05]
 [1.59572265e-06]]","[[4.92139416e-06]
 [3.72614101e-05]
 [1.21800867e-04]
 [1.38398006e-05]
 [1.59572265e-06]]","[[ 0.00665526]
 [ 0.01831264]
 [-0.03310903]
 [-0.01116056]
 [ 0.00378966]]",1
"[[4.92007145e-06]
 [3.66167060e-05]
 [1.18899511e-04]
 [1.32403529e-05]
 [1.54003320e-06]]","[[4.92007145e-06]
 [3.66167060e-05]
 [1.18899511e-04]
 [1.32403529e-05]
 [1.54003320e-06]]","[[ 0.00665437]
 [ 0.01815352]
 [-0.03271232]
 [-0.01091619]
 [ 0.00372294]]",1
"[[4.85984998e-06]
 [3.53326936e-05]
 [1.13934860e-04]
 [1.23002163e-05]
 [1.43333068e-06]]","[[4.85984998e-06]
 [3.53326936e-05]
 [1.13934860e-04]
 [1.23002163e-05]
 [1.43333068e-06]]","[[ 0.00661352]
 [ 0.01783239]
 [-0.03202208]
 [-0.0105215 ]
 [ 0.00359165]]",1
"[[5.10403137e-06]
 [3.77777250e-05]
 [1.21194054e-04]
 [1.35437213e-05]
 [1.64105847e-06]]","[[5.10403137e-06]
 [3.77777250e-05]
 [1.21194054e-04]
 [1.35437213e-05]
 [1.64105847e-06]]","[[ 0.00677763]
 [ 0.01843908]
 [-0.03302645]
 [-0.01104054]
 [ 0.00384311]]",1
"[[5.29303310e-06]
 [3.96383127e-05]
 [1.26453598e-04]
 [1.44749556e-05]
 [1.80866589e-06]]","[[5.29303310e-06]
 [3.96383127e-05]
 [1.26453598e-04]
 [1.44749556e-05]
 [1.80866589e-06]]","[[ 0.00690198]
 [ 0.01888769]
 [-0.03373548]
 [-0.01141379]
 [ 0.0040346 ]]",1
"[[5.27432168e-06]
 [3.87406474e-05]
 [1.22798194e-04]
 [1.37198088e-05]
 [1.72626503e-06]]","[[5.27432168e-06]
 [3.87406474e-05]
 [1.22798194e-04]
 [1.37198088e-05]
 [1.72626503e-06]]","[[ 0.00688977]
 [ 0.0186726 ]
 [-0.0332443 ]
 [-0.01111208]
 [ 0.00394162]]",1
"[3.50122966e-13 8.03915549e-10 1.02512624e-11 ... 3.67894577e-07
 1.36238155e-07 8.32038364e-07]","[3.50122966e-13 8.03915549e-10 1.02512624e-11 ... 3.67894577e-07
 1.36238155e-07 8.32038364e-07]","[-1.77513568e-06 -8.50602136e-05 -9.60527781e-06 ...  1.81962941e-03
  1.10731359e-03  2.73648411e-03]",1
"[[5.20819870e-06]
 [3.73774761e-05]
 [1.17696381e-04]
 [1.27401189e-05]
 [1.60670898e-06]]","[[5.20819870e-06]
 [3.73774761e-05]
 [1.17696381e-04]
 [1.27401189e-05]
 [1.60670898e-06]]","[[ 0.00684644]
 [ 0.01834114]
 [-0.03254639]
 [-0.01070799]
 [ 0.00380268]]",1
"[[5.44501211e-06]
 [3.96878147e-05]
 [1.24317631e-04]
 [1.38794791e-05]
 [1.81114218e-06]]","[[5.44501211e-06]
 [3.96878147e-05]
 [1.24317631e-04]
 [1.38794791e-05]
 [1.81114218e-06]]","[[ 0.00700036]
 [ 0.01889948]
 [-0.03344934]
 [-0.01117655]
 [ 0.00403736]]",1
"[[5.60413494e-06]
 [4.11013180e-05]
 [1.28020625e-04]
 [1.45153764e-05]
 [1.94185309e-06]]","[[5.60413494e-06]
 [4.11013180e-05]
 [1.28020625e-04]
 [1.45153764e-05]
 [1.94185309e-06]]","[[ 0.00710192]
 [ 0.01923309]
 [-0.03394386]
 [-0.01142972]
 [ 0.00418051]]",1
"[[5.54506939e-06]
 [3.97510264e-05]
 [1.23039849e-04]
 [1.35230359e-05]
 [1.81577396e-06]]","[[5.54506939e-06]
 [3.97510264e-05]
 [1.23039849e-04]
 [1.35230359e-05]
 [1.81577396e-06]]","[[ 0.00706439]
 [ 0.01891452]
 [-0.033277  ]
 [-0.0110321 ]
 [ 0.00404252]]",1
"[[5.50767357e-06]
 [3.87900100e-05]
 [1.19323397e-04]
 [1.28030266e-05]
 [1.72967635e-06]]","[[5.50767357e-06]
 [3.87900100e-05]
 [1.19323397e-04]
 [1.28030266e-05]
 [1.72967635e-06]]","[[ 0.00704053]
 [ 0.01868449]
 [-0.03277057]
 [-0.0107344 ]
 [ 0.00394551]]",1
"[[5.71521395e-06]
 [4.06629109e-05]
 [1.24423935e-04]
 [1.36549125e-05]
 [1.89791070e-06]]","[[5.71521395e-06]
 [4.06629109e-05]
 [1.24423935e-04]
 [1.36549125e-05]
 [1.89791070e-06]]","[[ 0.00717195]
 [ 0.01913024]
 [-0.03346364]
 [-0.01108577]
 [ 0.00413294]]",1
"[[5.64464225e-06]
 [3.93395471e-05]
 [1.19634629e-04]
 [1.27461812e-05]
 [1.77784081e-06]]","[[5.64464225e-06]
 [3.93395471e-05]
 [1.19634629e-04]
 [1.27461812e-05]
 [1.77784081e-06]]","[[ 0.00712754]
 [ 0.01881637]
 [-0.03281328]
 [-0.01071054]
 [ 0.00400007]]",1
"[[5.88073049e-06]
 [4.15040243e-05]
 [1.25565044e-04]
 [1.37416192e-05]
 [1.97423741e-06]]","[[5.88073049e-06]
 [4.15040243e-05]
 [1.25565044e-04]
 [1.37416192e-05]
 [1.97423741e-06]]","[[ 0.00727507]
 [ 0.01932709]
 [-0.03361674]
 [-0.01112091]
 [ 0.00421523]]",1
"[[5.81657083e-06]
 [4.02643772e-05]
 [1.21086595e-04]
 [1.28867713e-05]
 [1.85970557e-06]]","[[5.81657083e-06]
 [4.02643772e-05]
 [1.21086595e-04]
 [1.28867713e-05]
 [1.85970557e-06]]","[[ 0.00723527]
 [ 0.01903627]
 [-0.03301181]
 [-0.01076944]
 [ 0.00409113]]",1
"[[5.69583945e-06]
 [3.85589067e-05]
 [1.15242823e-04]
 [1.18474383e-05]
 [1.71002576e-06]]","[[5.69583945e-06]
 [3.85589067e-05]
 [1.15242823e-04]
 [1.18474383e-05]
 [1.71002576e-06]]","[[ 0.00715979]
 [ 0.01862875]
 [-0.03220536]
 [-0.01032603]
 [ 0.00392304]]",1
"[9.91848234e-12 2.11603136e-08 2.24981379e-10 ... 8.21203909e-06
 2.98074191e-06 1.85938208e-05]","[9.91848234e-12 2.11603136e-08 2.24981379e-10 ... 8.21203909e-06
 2.98074191e-06 1.85938208e-05]","[-9.44808664e-06 -4.36397551e-04 -4.49981378e-05 ...  8.59699667e-03
  5.17944758e-03  1.29361659e-02]",1
"[[5.96831123e-06]
 [4.09572313e-05]
 [1.21813995e-04]
 [1.29007937e-05]
 [1.92127161e-06]]","[[5.96831123e-06]
 [4.09572313e-05]
 [1.21813995e-04]
 [1.29007937e-05]
 [1.92127161e-06]]","[[ 0.00732904]
 [ 0.01919935]
 [-0.03311081]
 [-0.0107753 ]
 [ 0.0041583 ]]",1
"[[6.21370612e-06]
 [4.31676982e-05]
 [1.27731998e-04]
 [1.38912596e-05]
 [2.12680094e-06]]","[[6.21370612e-06]
 [4.31676982e-05]
 [1.27731998e-04]
 [1.38912596e-05]
 [2.12680094e-06]]","[[ 0.00747819]
 [ 0.01971064]
 [-0.03390557]
 [-0.01118129]
 [ 0.00437507]]",1
"[[6.09305335e-06]
 [4.13583667e-05]
 [1.21665408e-04]
 [1.27639252e-05]
 [1.95641961e-06]]","[[6.09305335e-06]
 [4.13583667e-05]
 [1.21665408e-04]
 [1.27639252e-05]
 [1.95641961e-06]]","[[ 0.00740523]
 [ 0.01929314]
 [-0.03309061]
 [-0.01071799]
 [ 0.00419616]]",1
"[[6.29006872e-06]
 [4.29853853e-05]
 [1.25802673e-04]
 [1.34254850e-05]
 [2.10655142e-06]]","[[6.29006872e-06]
 [4.29853853e-05]
 [1.25802673e-04]
 [1.34254850e-05]
 [2.10655142e-06]]","[[ 0.007524  ]
 [ 0.01966897]
 [-0.03364854]
 [-0.01099224]
 [ 0.00435419]]",1
"[[6.14303751e-06]
 [4.10099188e-05]
 [1.19325326e-04]
 [1.22624716e-05]
 [1.92373729e-06]]","[[6.14303751e-06]
 [4.10099188e-05]
 [1.19325326e-04]
 [1.22624716e-05]
 [1.92373729e-06]]","[[ 0.00743555]
 [ 0.0192117 ]
 [-0.03277084]
 [-0.01050534]
 [ 0.00416097]]",1
"[[6.01092723e-06]
 [3.93571240e-05]
 [1.13850050e-04]
 [1.13297514e-05]
 [1.77914740e-06]]","[[6.01092723e-06]
 [3.93571240e-05]
 [1.13850050e-04]
 [1.13297514e-05]
 [1.77914740e-06]]","[[ 0.00735516]
 [ 0.01882058]
 [-0.03201016]
 [-0.01009791]
 [ 0.00400154]]",1
"[[6.33618223e-06]
 [4.21101877e-05]
 [1.21252917e-04]
 [1.24764947e-05]
 [2.02191011e-06]]","[[6.33618223e-06]
 [4.21101877e-05]
 [1.21252917e-04]
 [1.24764947e-05]
 [2.02191011e-06]]","[[ 0.00755153]
 [ 0.01946771]
 [-0.03303447]
 [-0.01059662]
 [ 0.00426582]]",1
"[[6.62916097e-06]
 [4.46708179e-05]
 [1.27998017e-04]
 [1.35758023e-05]
 [2.26173042e-06]]","[[6.62916097e-06]
 [4.46708179e-05]
 [1.27998017e-04]
 [1.35758023e-05]
 [2.26173042e-06]]","[[ 0.00772415]
 [ 0.02005087]
 [-0.03394086]
 [-0.01105361]
 [ 0.00451172]]",1
"[[6.47905054e-06]
 [4.27021547e-05]
 [1.21684635e-04]
 [1.24411305e-05]
 [2.07435242e-06]]","[[6.47905054e-06]
 [4.27021547e-05]
 [1.21684635e-04]
 [1.24411305e-05]
 [2.07435242e-06]]","[[ 0.00763619]
 [ 0.01960407]
 [-0.03309323]
 [-0.0105816 ]
 [ 0.00432078]]",1
"[[6.36964138e-06]
 [4.12833593e-05]
 [1.16997458e-04]
 [1.16316970e-05]
 [1.94576786e-06]]","[[6.36964138e-06]
 [4.12833593e-05]
 [1.16997458e-04]
 [1.16316970e-05]
 [1.94576786e-06]]","[[ 0.00757144]
 [ 0.01927564]
 [-0.03244961]
 [-0.01023158]
 [ 0.00418472]]",1
"[1.21741291e-12 2.66911504e-09 2.75612315e-11 ... 1.01156324e-06
 3.62555952e-07 2.29305970e-06]","[1.21741291e-12 2.66911504e-09 2.75612315e-11 ... 1.01156324e-06
 3.62555952e-07 2.29305970e-06]","[-3.31009308e-06 -1.54990436e-04 -1.57496376e-05 ...  3.01729501e-03
  1.80637858e-03  4.54285563e-03]",1
