v,v_eff,m,t
"[[3.23378593e-06]
 [6.96055419e-06]
 [1.38936059e-04]
 [6.43292668e-06]
 [2.64016345e-05]
 [1.27065598e-06]
 [2.16374200e-05]
 [1.68077469e-08]
 [2.58576893e-05]
 [6.67257578e-09]
 [1.30984756e-07]]","[[3.23378593e-06]
 [6.96055419e-06]
 [1.38936059e-04]
 [6.43292668e-06]
 [2.64016345e-05]
 [1.27065598e-06]
 [2.16374200e-05]
 [1.68077469e-08]
 [2.58576893e-05]
 [6.67257578e-09]
 [1.30984756e-07]]","[[ 0.00539482]
 [-0.00791486]
 [ 0.03536134]
 [ 0.00760896]
 [ 0.01541476]
 [ 0.0033817 ]
 [ 0.01395481]
 [-0.00038893]
 [ 0.01525514]
 [ 0.00024506]
 [-0.00108575]]",1
"[[1.84262962e-06]
 [4.09432311e-06]
 [8.17066945e-05]
 [3.69634914e-06]
 [1.56036443e-05]
 [7.13655502e-07]
 [1.28318859e-05]
 [1.10200690e-08]
 [1.52296708e-05]
 [7.52504752e-09]
 [9.45501343e-08]]","[[1.84262962e-06]
 [4.09432311e-06]
 [8.17066945e-05]
 [3.69634914e-06]
 [1.56036443e-05]
 [7.13655502e-07]
 [1.28318859e-05]
 [1.10200690e-08]
 [1.52296708e-05]
 [7.52504752e-09]
 [9.45501343e-08]]","[[ 0.0040723 ]
 [-0.00607033]
 [ 0.02711753]
 [ 0.00576777]
 [ 0.01185043]
 [ 0.00253434]
 [ 0.01074649]
 [-0.00031493]
 [ 0.01170756]
 [ 0.00026024]
 [-0.00092247]]",1
"[[3.23020268e-06]
 [7.14061543e-06]
 [1.42321517e-04]
 [6.44069376e-06]
 [2.71294984e-05]
 [1.25335262e-06]
 [2.23000369e-05]
 [2.03659918e-08]
 [2.65232852e-05]
 [1.12733244e-08]
 [1.64130251e-07]]","[[3.23020268e-06]
 [7.14061543e-06]
 [1.42321517e-04]
 [6.44069376e-06]
 [2.71294984e-05]
 [1.25335262e-06]
 [2.23000369e-05]
 [2.03659918e-08]
 [2.65232852e-05]
 [1.12733244e-08]
 [1.64130251e-07]]","[[ 0.00539183]
 [-0.00801658]
 [ 0.03578957]
 [ 0.00761356]
 [ 0.0156258 ]
 [ 0.0033586 ]
 [ 0.01416687]
 [-0.00042813]
 [ 0.01545023]
 [ 0.00031853]
 [-0.00121539]]",1
"[2.06840652e-05 6.27118737e-07 7.54478871e-07 ... 4.25736907e-07
 1.15712238e-05 5.21111640e-06]","[2.06840652e-05 6.27118737e-07 7.54478871e-07 ... 4.25736907e-07
 1.15712238e-05 5.21111640e-06]","[-0.01364392  0.00237572 -0.00260582 ...  0.00195746  0.01020495
 -0.00684836]",1
"[[2.05694519e-06]
 [4.67988671e-06]
 [9.32432057e-05]
 [4.13062026e-06]
 [1.78509527e-05]
 [7.87524865e-07]
 [1.47178201e-05]
 [1.47358739e-08]
 [1.74007969e-05]
 [1.18105626e-08]
 [1.27355056e-07]]","[[2.05694519e-06]
 [4.67988671e-06]
 [9.32432057e-05]
 [4.13062026e-06]
 [1.78509527e-05]
 [7.87524865e-07]
 [1.47178201e-05]
 [1.47358739e-08]
 [1.74007969e-05]
 [1.18105626e-08]
 [1.27355056e-07]]","[[ 0.00430262]
 [-0.00648991]
 [ 0.02896876]
 [ 0.00609718]
 [ 0.01267512]
 [ 0.00266228]
 [ 0.01150914]
 [-0.00036417]
 [ 0.01251428]
 [ 0.00032603]
 [-0.00107061]]",1
"[[3.10104483e-06]
 [7.05249998e-06]
 [1.40378805e-04]
 [6.20101792e-06]
 [2.68470168e-05]
 [1.18672038e-06]
 [2.21357500e-05]
 [2.35493413e-08]
 [2.61966135e-05]
 [1.69654037e-08]
 [1.95661865e-07]]","[[3.10104483e-06]
 [7.05249998e-06]
 [1.40378805e-04]
 [6.20101792e-06]
 [2.68470168e-05]
 [1.18672038e-06]
 [2.21357500e-05]
 [2.35493413e-08]
 [2.61966135e-05]
 [1.69654037e-08]
 [1.95661865e-07]]","[[ 0.00528294]
 [-0.00796696]
 [ 0.03554447]
 [ 0.00747055]
 [ 0.01554423]
 [ 0.0032681 ]
 [ 0.01411459]
 [-0.00046037]
 [ 0.01535479]
 [ 0.00039075]
 [-0.00132701]]",1
"[[1.88760766e-06]
 [4.42678721e-06]
 [8.80906446e-05]
 [3.80404218e-06]
 [1.69226677e-05]
 [7.11907923e-07]
 [1.39969246e-05]
 [1.62707227e-08]
 [1.64615333e-05]
 [1.59945601e-08]
 [1.44171942e-07]]","[[1.88760766e-06]
 [4.42678721e-06]
 [8.80906446e-05]
 [3.80404218e-06]
 [1.69226677e-05]
 [7.11907923e-07]
 [1.39969246e-05]
 [1.62707227e-08]
 [1.64615333e-05]
 [1.59945601e-08]
 [1.44171942e-07]]","[[ 0.00412171]
 [-0.00631198]
 [ 0.02815698]
 [ 0.00585119]
 [ 0.01234115]
 [ 0.00253124]
 [ 0.01122374]
 [-0.00038267]
 [ 0.01217184]
 [ 0.00037941]
 [-0.0011391 ]]",1
"[1.66987247e-06 4.66768801e-08 5.87457563e-08 ... 1.99354889e-08
 8.71448343e-07 4.05144111e-07]","[1.66987247e-06 4.66768801e-08 5.87457563e-08 ... 1.99354889e-08
 8.71448343e-07 4.05144111e-07]","[ 0.00387671 -0.00064814  0.00072713 ... -0.00042358 -0.00280054
  0.00190953]",1
"[[3.18895986e-06]
 [7.44562574e-06]
 [1.48023387e-04]
 [6.38939646e-06]
 [2.83854298e-05]
 [1.20414028e-06]
 [2.34695528e-05]
 [2.87435985e-08]
 [2.76547395e-05]
 [2.45108662e-08]
 [2.42607855e-07]]","[[3.18895986e-06]
 [7.44562574e-06]
 [1.48023387e-04]
 [6.38939646e-06]
 [2.83854298e-05]
 [1.20414028e-06]
 [2.34695528e-05]
 [2.87435985e-08]
 [2.76547395e-05]
 [2.45108662e-08]
 [2.42607855e-07]]","[[ 0.0053573 ]
 [-0.008186  ]
 [ 0.03649946]
 [ 0.00758318]
 [ 0.01598339]
 [ 0.003292  ]
 [ 0.01453362]
 [-0.00050862]
 [ 0.01577633]
 [ 0.00046968]
 [-0.00147766]]",1
"[[1.87333324e-06]
 [4.51867570e-06]
 [8.98110195e-05]
 [3.78507723e-06]
 [1.73031398e-05]
 [6.96313210e-07]
 [1.43529692e-05]
 [1.91565521e-08]
 [1.68029954e-05]
 [2.14847113e-08]
 [1.71669941e-07]]","[[1.87333324e-06]
 [4.51867570e-06]
 [8.98110195e-05]
 [3.78507723e-06]
 [1.73031398e-05]
 [6.96313210e-07]
 [1.43529692e-05]
 [1.91565521e-08]
 [1.68029954e-05]
 [2.14847113e-08]
 [1.71669941e-07]]","[[ 0.00410609]
 [-0.00637715]
 [ 0.0284306 ]
 [ 0.00583658]
 [ 0.01247911]
 [ 0.00250336]
 [ 0.01136559]
 [-0.00041522]
 [ 0.01229744]
 [ 0.00043973]
 [-0.00124299]]",1
"[[2.88966638e-06]
 [6.96120025e-06]
 [1.38245129e-04]
 [5.81160947e-06]
 [2.66015316e-05]
 [1.07365925e-06]
 [2.20650636e-05]
 [3.10002237e-08]
 [2.58620711e-05]
 [3.16905033e-08]
 [2.67989650e-07]]","[[2.88966638e-06]
 [6.96120025e-06]
 [1.38245129e-04]
 [5.81160947e-06]
 [2.66015316e-05]
 [1.07365925e-06]
 [2.20650636e-05]
 [3.10002237e-08]
 [2.58620711e-05]
 [3.16905033e-08]
 [2.67989650e-07]]","[[ 0.00509971]
 [-0.00791523]
 [ 0.03527331]
 [ 0.00723218]
 [ 0.015473  ]
 [ 0.00310853]
 [ 0.01409204]
 [-0.00052821]
 [ 0.01525643]
 [ 0.00053405]
 [-0.00155303]]",1
"[7.31894442e-07 2.18298896e-08 2.65944006e-08 ... 1.31614461e-08
 3.96986153e-07 1.82427054e-07]","[7.31894442e-07 2.18298896e-08 2.65944006e-08 ... 1.31614461e-08
 3.96986153e-07 1.82427054e-07]","[-0.00256652  0.00044325 -0.00048923 ...  0.00034417  0.00189021
 -0.00128134]",1
"[[1.64772978e-06]
 [4.10629072e-06]
 [8.15364623e-05]
 [3.34329039e-06]
 [1.57628255e-05]
 [6.01999119e-07]
 [1.31176035e-05]
 [2.00213170e-08]
 [1.52739562e-05]
 [2.58415626e-08]
 [1.82598845e-07]]","[[1.64772978e-06]
 [4.10629072e-06]
 [8.15364623e-05]
 [3.34329039e-06]
 [1.57628255e-05]
 [6.01999119e-07]
 [1.31176035e-05]
 [2.00213170e-08]
 [1.52739562e-05]
 [2.58415626e-08]
 [1.82598845e-07]]","[[ 0.00385092]
 [-0.0060792 ]
 [ 0.02708926]
 [ 0.0054854 ]
 [ 0.01191073]
 [ 0.00232766]
 [ 0.01086547]
 [-0.00042449]
 [ 0.01172457]
 [ 0.00048226]
 [-0.00128195]]",1
"[[2.71384736e-06]
 [6.73961561e-06]
 [1.33718077e-04]
 [5.47621102e-06]
 [2.58094509e-05]
 [9.91987547e-07]
 [2.14730431e-05]
 [3.43123033e-08]
 [2.50444668e-05]
 [4.00070324e-08]
 [3.01080507e-07]]","[[2.71384736e-06]
 [6.73961561e-06]
 [1.33718077e-04]
 [5.47621102e-06]
 [2.58094509e-05]
 [9.91987547e-07]
 [2.14730431e-05]
 [3.43123033e-08]
 [2.50444668e-05]
 [4.00070324e-08]
 [3.01080507e-07]]","[[ 0.00494213]
 [-0.00778823]
 [ 0.03469096]
 [ 0.00702039]
 [ 0.0152409 ]
 [ 0.00298796]
 [ 0.0139017 ]
 [-0.00055571]
 [ 0.01501333]
 [ 0.00060005]
 [-0.00164612]]",1
"[[3.81876621e-06]
 [9.49346365e-06]
 [1.88293865e-04]
 [7.67708415e-06]
 [3.63024555e-05]
 [1.39322150e-06]
 [3.02089577e-05]
 [5.06265771e-08]
 [3.52565827e-05]
 [5.55738369e-08]
 [4.33174489e-07]]","[[3.81876621e-06]
 [9.49346365e-06]
 [1.88293865e-04]
 [7.67708415e-06]
 [3.63024555e-05]
 [1.39322150e-06]
 [3.02089577e-05]
 [5.06265771e-08]
 [3.52565827e-05]
 [5.55738369e-08]
 [4.33174489e-07]]","[[ 0.0058625 ]
 [-0.00924344]
 [ 0.04116606]
 [ 0.00831227]
 [ 0.01807546]
 [ 0.00354104]
 [ 0.0164888 ]
 [-0.00067501]
 [ 0.01781318]
 [ 0.00070722]
 [-0.00197448]]",1
"[3.21392271e-07 9.07773330e-09 1.13324648e-08 ... 4.17923556e-09
 1.69492424e-07 7.83937689e-08]","[3.21392271e-07 9.07773330e-09 1.13324648e-08 ... 4.17923556e-09
 1.69492424e-07 7.83937689e-08]","[-0.00170074  0.00028583 -0.00031936 ...  0.00019394  0.00123508
 -0.00083997]",1
"[[2.27879231e-06]
 [5.86123573e-06]
 [1.16198979e-04]
 [4.62127318e-06]
 [2.25098262e-05]
 [8.17155416e-07]
 [1.87909484e-05]
 [3.40652297e-08]
 [2.17910770e-05]
 [4.55334940e-08]
 [3.04732352e-07]]","[[2.27879231e-06]
 [5.86123573e-06]
 [1.16198979e-04]
 [4.62127318e-06]
 [2.25098262e-05]
 [8.17155416e-07]
 [1.87909484e-05]
 [3.40652297e-08]
 [2.17910770e-05]
 [4.55334940e-08]
 [3.04732352e-07]]","[[ 0.0045287 ]
 [-0.007263  ]
 [ 0.03233869]
 [ 0.00644914]
 [ 0.01423336]
 [ 0.0027119 ]
 [ 0.01300456]
 [-0.0005537 ]
 [ 0.01400427]
 [ 0.00064016]
 [-0.00165608]]",1
"[[1.40008865e-06]
 [3.71802674e-06]
 [7.37064924e-05]
 [2.86192151e-06]
 [1.43342364e-05]
 [4.93650661e-07]
 [1.20009497e-05]
 [2.34140763e-08]
 [1.38369130e-05]
 [3.63009078e-08]
 [2.16769013e-07]]","[[1.40008865e-06]
 [3.71802674e-06]
 [7.37064924e-05]
 [2.86192151e-06]
 [1.43342364e-05]
 [4.93650661e-07]
 [1.20009497e-05]
 [2.34140763e-08]
 [1.38369130e-05]
 [3.63009078e-08]
 [2.16769013e-07]]","[[ 0.00354976]
 [-0.00578466]
 [ 0.02575575]
 [ 0.00507516]
 [ 0.01135817]
 [ 0.00210781]
 [ 0.01039272]
 [-0.00045905]
 [ 0.0111594 ]
 [ 0.00057158]
 [-0.00139675]]",1
"[[2.41194547e-06]
 [6.37280214e-06]
 [1.26250148e-04]
 [4.89989443e-06]
 [2.45076060e-05]
 [8.51217385e-07]
 [2.05109315e-05]
 [4.15975458e-08]
 [2.36951706e-05]
 [5.87840773e-08]
 [3.71533593e-07]]","[[2.41194547e-06]
 [6.37280214e-06]
 [1.26250148e-04]
 [4.89989443e-06]
 [2.45076060e-05]
 [8.51217385e-07]
 [2.05109315e-05]
 [4.15975458e-08]
 [2.36951706e-05]
 [5.87840773e-08]
 [3.71533593e-07]]","[[ 0.00465913]
 [-0.00757332]
 [ 0.03370833]
 [ 0.00664071]
 [ 0.01485155]
 [ 0.00276784]
 [ 0.0135867 ]
 [-0.00061186]
 [ 0.01460331]
 [ 0.00072736]
 [-0.00182861]]",1
"[5.45518426e-06 1.68077577e-07 1.99743105e-07 ... 1.25134746e-07
 3.09481348e-06 1.38551773e-06]","[5.45518426e-06 1.68077577e-07 1.99743105e-07 ... 1.25134746e-07
 3.09481348e-06 1.38551773e-06]","[-0.0070069   0.00122992 -0.00134078 ...  0.00106123  0.00527762
 -0.00353124]",1
"[[1.35715864e-06]
 [3.71668213e-06]
 [7.36308493e-05]
 [2.78290309e-06]
 [1.43559174e-05]
 [4.69826889e-07]
 [1.20528828e-05]
 [2.63183159e-08]
 [1.38352545e-05]
 [4.32745011e-08]
 [2.43706719e-07]]","[[1.35715864e-06]
 [3.71668213e-06]
 [7.36308493e-05]
 [2.78290309e-06]
 [1.43559174e-05]
 [4.69826889e-07]
 [1.20528828e-05]
 [2.63183159e-08]
 [1.38352545e-05]
 [4.32745011e-08]
 [2.43706719e-07]]","[[ 0.00349491]
 [-0.00578361]
 [ 0.02574253]
 [ 0.00500461]
 [ 0.01136676]
 [ 0.00205632]
 [ 0.01041518]
 [-0.00048669]
 [ 0.01115873]
 [ 0.00062408]
 [-0.001481  ]]",1
"[[2.39439951e-06]
 [6.51717383e-06]
 [1.29038597e-04]
 [4.87743932e-06]
 [2.51076720e-05]
 [8.29982653e-07]
 [2.10705997e-05]
 [4.76613372e-08]
 [2.42386913e-05]
 [7.15908766e-08]
 [4.26233094e-07]]","[[2.39439951e-06]
 [6.51717383e-06]
 [1.29038597e-04]
 [4.87743932e-06]
 [2.51076720e-05]
 [8.29982653e-07]
 [2.10705997e-05]
 [4.76613372e-08]
 [2.42386913e-05]
 [7.15908766e-08]
 [4.26233094e-07]]","[[ 0.00464215]
 [-0.00765863]
 [ 0.03407855]
 [ 0.00662548]
 [ 0.01503227]
 [ 0.0027331 ]
 [ 0.01377082]
 [-0.00065494]
 [ 0.01476984]
 [ 0.00080269]
 [-0.0019586 ]]",1
"[[1.43632768e-06]
 [4.04568629e-06]
 [8.01011053e-05]
 [2.95118819e-06]
 [1.56483359e-05]
 [4.88516790e-07]
 [1.31710053e-05]
 [3.19415824e-08]
 [1.50622335e-05]
 [5.43406231e-08]
 [2.93966485e-07]]","[[1.43632768e-06]
 [4.04568629e-06]
 [8.01011053e-05]
 [2.95118819e-06]
 [1.56483359e-05]
 [4.88516790e-07]
 [1.31710053e-05]
 [3.19415824e-08]
 [1.50622335e-05]
 [5.43406231e-08]
 [2.93966485e-07]]","[[ 0.00359541]
 [-0.00603417]
 [ 0.02684977]
 [ 0.00515371]
 [ 0.01186739]
 [ 0.00209682]
 [ 0.01088756]
 [-0.00053617]
 [ 0.01164303]
 [ 0.00069933]
 [-0.00162656]]",1
"[1.47997172e-06 4.20841542e-08 5.22711278e-08 ... 2.03972545e-08
 7.85196540e-07 3.62202938e-07]","[1.47997172e-06 4.20841542e-08 5.22711278e-08 ... 2.03972545e-08
 7.85196540e-07 3.62202938e-07]","[ 0.00364962 -0.00061543  0.00068589 ... -0.00042846 -0.00265834
  0.0018055 ]",1
"[[2.34636090e-06]
 [6.58527963e-06]
 [1.30333232e-04]
 [4.79371420e-06]
 [2.54180462e-05]
 [7.97896270e-07]
 [2.13895893e-05]
 [5.37313333e-08]
 [2.45008228e-05]
 [8.51982107e-08]
 [4.80676352e-07]]","[[2.34636090e-06]
 [6.58527963e-06]
 [1.30333232e-04]
 [4.79371420e-06]
 [2.54180462e-05]
 [7.97896270e-07]
 [2.13895893e-05]
 [5.37313333e-08]
 [2.45008228e-05]
 [8.51982107e-08]
 [4.80676352e-07]]","[[ 0.00459535]
 [-0.00769854]
 [ 0.03424907]
 [ 0.00656837]
 [ 0.01512489]
 [ 0.00267975]
 [ 0.01387466]
 [-0.0006954 ]
 [ 0.01484949]
 [ 0.00087566]
 [-0.00207992]]",1
