epoch,loss_discriminator,loss_generator,params_generator,rel_entropy
0,0.692,0.6855,[ 2.62822391  4.53393091 -0.00724807  1.90760684  0.91409695],15.1406
1,0.6831,0.6068,"[2.61822824e+00 4.52393320e+00 2.66813761e-03 1.89761574e+00
 9.24092911e-01]",15.0712
2,0.6829,0.5957,[2.60823121 4.5139348  0.01263017 1.88762188 0.93409013],15.0043
3,0.6855,0.6137,[2.59823426 4.50393645 0.0226012  1.87762809 0.94408724],14.94
4,0.6853,0.6022,[2.5882374  4.49393817 0.03257761 1.86763434 0.95408424],14.8786
5,0.6893,0.6291,[2.57824082 4.48394006 0.04255662 1.85764099 0.96408093],14.8202
6,0.6881,0.6263,[2.56824441 4.47394207 0.05253787 1.84764783 0.97407743],14.765
7,0.6898,0.6025,[2.55824824 4.46394423 0.0625204  1.837655   0.98407365],14.7131
8,0.6932,0.6027,[2.5482522  4.45394648 0.07250448 1.82766226 0.99406972],14.6646
9,0.6874,0.6107,[2.53825633 4.44394885 0.08248972 1.81766969 1.00406557],14.6197
10,0.6869,0.6192,[2.52826082 4.43395145 0.09247532 1.80767759 1.01406102],14.5785
11,0.6909,0.6304,[2.51826533 4.42395408 0.10246207 1.7976854  1.0240564 ],14.5411
12,0.6907,0.638,[2.50827034 4.41395703 0.11244871 1.78769388 1.03405123],14.5074
13,0.6927,0.6671,[2.49827725 4.40396113 0.12243225 1.77770522 1.04404401],14.4777
14,0.6909,0.6348,[2.48828603 4.39396637 0.13241299 1.7677193  1.05403476],14.452
15,0.6913,0.6517,[2.47829704 4.383973   0.14239086 1.75773655 1.06402302],14.4303
16,0.6902,0.6512,[2.46830687 4.37397898 0.15237225 1.74775173 1.07401244],14.4127
17,0.6922,0.6547,[2.45831645 4.36398486 0.16235518 1.73776628 1.08400202],14.3992
18,0.6896,0.6301,[2.44833145 4.35399411 0.17233056 1.72778844 1.09398557],14.3898
19,0.6908,0.6481,[2.44033776 4.34599804 0.18032029 1.71979783 1.10197856],14.3853
20,0.6929,0.6736,[2.43232271 4.33798844 0.18834002 1.71177757 1.10999541],14.3835
21,0.6924,0.6675,[2.42434195 4.33000058 0.19631299 1.70380459 1.11797372],14.3842
22,0.693,0.6742,[2.41812559 4.32385077 0.20257595 1.69753265 1.12421235],14.3871
23,0.6928,0.6699,[2.41199055 4.31775765 0.20873722 1.69136339 1.13036225],14.3914
24,0.6932,0.7052,[2.40796959 4.31374232 0.21275879 1.68733938 1.13438551],14.3949
25,0.6931,0.672,[2.40000193 4.30576316 0.22071966 1.6793824  1.14234801],14.4037
26,0.6931,0.7024,[2.39600919 4.30176787 0.22471055 1.67539223 1.14633957],14.4091
27,0.6931,0.6989,[2.39598183 4.30175007 0.22474068 1.67535729 1.14637167],14.4092
28,0.6928,0.6744,[2.39199298 4.29775734 0.22872712 1.67137213 1.15035872],14.4152
29,0.6937,0.6794,[2.38800624 4.29376608 0.23271187 1.66738934 1.15434319],14.4219
30,0.6931,0.6899,[2.38403708 4.28978632 0.23667805 1.66342876 1.15830666],14.4291
31,0.6928,0.6644,[2.38401523 4.28977197 0.23670066 1.66340156 1.15833262],14.4292
32,0.6928,0.7111,[2.38209012 4.28782163 0.23862125 1.66149546 1.16024383],14.4329
33,0.6931,0.679,[2.38003599 4.28578486 0.24067647 1.65942971 1.16230751],14.4371
34,0.6926,0.6807,[2.3839609  4.28973529 0.236755   1.66333592 1.15839673],14.4294
35,0.6931,0.7119,[2.38588891 4.2916877  0.23483025 1.66524611 1.15648221],14.4258
36,0.6932,0.6799,[2.38003802 4.28578664 0.24067165 1.65943304 1.16230587],14.4371
37,0.6932,0.6998,[2.38405456 4.28979778 0.23665318 1.66345398 1.15828662],14.429
38,0.693,0.6995,[2.38205299 4.28779676 0.23865409 1.6614524  1.16028854],14.4329
39,0.6932,0.6963,[2.38602519 4.29177853 0.234683   1.66541765 1.15632164],14.4254
40,0.6928,0.7159,[2.38606887 4.291808   0.23463502 1.66547237 1.15627091],14.4252
41,0.6931,0.6692,[2.38607263 4.29181048 0.23463026 1.66547749 1.1562665 ],14.4252
42,0.6923,0.7085,[2.38209359 4.28782425 0.23860718 1.66150434 1.16024166],14.4328
43,0.6931,0.6777,[2.38792452 4.29371125 0.23278758 1.6672936  1.15444003],14.4221
44,0.6929,0.6771,[2.38991249 4.29570341 0.23079984 1.66927865 1.15245436],14.4187
45,0.6931,0.6793,[2.38792671 4.29371271 0.23278354 1.66729718 1.15443762],14.4221
46,0.6929,0.6796,[2.38716969 4.29311864 0.23357394 1.66644597 1.15525985],14.424
47,0.6931,0.6922,[2.38520946 4.29114503 0.23553061 1.66449628 1.15721304],14.4275
48,0.693,0.6812,[2.38521235 4.29114694 0.23552677 1.6645003  1.15720967],14.4275
49,0.6925,0.7083,[2.38517313 4.29112108 0.23556784 1.66445133 1.15725616],14.4277
50,0.6926,0.7148,[2.38511601 4.29108272 0.23562737 1.66438091 1.15732339],14.4278
51,0.6932,0.6945,[2.38916664 4.29511657 0.23157214 1.6684446  1.15326413],14.4205
52,0.6925,0.6783,[2.38714695 4.29310339 0.2335926  1.6664204  1.15528721],14.424
53,0.6929,0.677,[2.38715378 4.293108   0.23358442 1.66642931 1.15527932],14.424
54,0.6929,0.6792,[2.38905076 4.29504007 0.23169633 1.66829903 1.1534004 ],14.4209
