v,v_eff,m,t
"[[4.89285571e-08]
 [6.34896951e-07]
 [2.74185515e-06]
 [1.13534712e-07]
 [9.14397079e-07]
 [1.83351920e-07]
 [6.69847403e-07]
 [1.49588529e-07]
 [5.99030230e-07]]","[[4.89285571e-08]
 [6.34896951e-07]
 [2.74185515e-06]
 [1.13534712e-07]
 [9.14397079e-07]
 [1.83351920e-07]
 [6.69847403e-07]
 [1.49588529e-07]
 [5.99030230e-07]]","[[ 0.00066359]
 [-0.00239041]
 [-0.00496756]
 [ 0.00101085]
 [ 0.00286872]
 [ 0.00128459]
 [ 0.00245533]
 [-0.0011603 ]
 [ 0.00232191]]",1
"[[4.16552117e-08]
 [5.69732024e-07]
 [2.47123384e-06]
 [9.85635982e-08]
 [8.26892538e-07]
 [1.60101970e-07]
 [6.07471023e-07]
 [1.34827445e-07]
 [5.40136294e-07]]","[[4.16552117e-08]
 [5.69732024e-07]
 [2.47123384e-06]
 [9.85635982e-08]
 [8.26892538e-07]
 [1.60101970e-07]
 [6.07471023e-07]
 [1.34827445e-07]
 [5.40136294e-07]]","[[-0.00061229]
 [ 0.00226442]
 [ 0.00471605]
 [-0.00094185]
 [-0.00272801]
 [-0.00120038]
 [-0.00233821]
 [ 0.00110157]
 [-0.00220482]]",1
"[[4.27548332e-07]
 [6.07795583e-06]
 [2.64048042e-05]
 [1.03320220e-06]
 [8.86263240e-06]
 [1.68483739e-06]
 [6.54002187e-06]
 [1.43752888e-06]
 [5.76104379e-06]]","[[4.27548332e-07]
 [6.07795583e-06]
 [2.64048042e-05]
 [1.03320220e-06]
 [8.86263240e-06]
 [1.68483739e-06]
 [6.54002187e-06]
 [1.43752888e-06]
 [5.76104379e-06]]","[[-0.00196162]
 [ 0.00739605]
 [ 0.01541568]
 [-0.0030494 ]
 [-0.00893105]
 [-0.00389404]
 [-0.00767204]
 [ 0.00359691]
 [-0.00720065]]",1
"[6.95757539e-05 2.02787435e-04 3.10891537e-06 ... 4.84780420e-03
 1.86841889e-06 5.42714874e-05]","[6.95757539e-05 2.02787435e-04 3.10891537e-06 ... 4.84780420e-03
 1.86841889e-06 5.42714874e-05]","[-0.02502362  0.04272104  0.00528963 ...  0.20887852 -0.0041007
  0.02210076]",1
"[[1.26051529e-06]
 [1.85141658e-05]
 [8.05483250e-05]
 [3.10364818e-06]
 [2.71010703e-05]
 [5.07697375e-06]
 [2.00779707e-05]
 [4.37444185e-06]
 [1.75406093e-05]]","[[1.26051529e-06]
 [1.85141658e-05]
 [8.05483250e-05]
 [3.10364818e-06]
 [2.71010703e-05]
 [5.07697375e-06]
 [2.00779707e-05]
 [4.37444185e-06]
 [1.75406093e-05]]","[[-0.00336818]
 [ 0.01290843]
 [ 0.02692462]
 [-0.00528515]
 [-0.01561761]
 [-0.00675964]
 [-0.01344253]
 [ 0.00627455]
 [-0.01256445]]",1
"[[2.57877372e-06]
 [3.89010061e-05]
 [1.69495502e-04]
 [6.45337901e-06]
 [5.71202596e-05]
 [1.05813800e-05]
 [4.24648370e-05]
 [9.17831776e-06]
 [3.68295774e-05]]","[[2.57877372e-06]
 [3.89010061e-05]
 [1.69495502e-04]
 [6.45337901e-06]
 [5.71202596e-05]
 [1.05813800e-05]
 [4.24648370e-05]
 [9.17831776e-06]
 [3.68295774e-05]]","[[-0.00481757]
 [ 0.0187112 ]
 [ 0.03905713]
 [-0.00762105]
 [-0.02267338]
 [-0.00975871]
 [-0.01954951]
 [ 0.00908872]
 [-0.01820621]]",1
"[[1.29840887e-06]
 [1.89058876e-05]
 [8.20365202e-05]
 [3.20902464e-06]
 [2.76169068e-05]
 [5.24206719e-06]
 [2.05050800e-05]
 [4.44520856e-06]
 [1.78277283e-05]]","[[1.29840887e-06]
 [1.89058876e-05]
 [8.20365202e-05]
 [3.20902464e-06]
 [2.76169068e-05]
 [5.24206719e-06]
 [2.05050800e-05]
 [4.44520856e-06]
 [1.78277283e-05]]","[[-0.00341843]
 [ 0.01304427]
 [ 0.0271722 ]
 [-0.00537413]
 [-0.01576554]
 [-0.00686867]
 [-0.01358476]
 [ 0.0063251 ]
 [-0.01266687]]",1
"[5.70066987e-06 1.70195388e-05 2.76397222e-07 ... 3.80662462e-04
 2.37862050e-07 6.22833973e-06]","[5.70066987e-06 1.70195388e-05 2.76397222e-07 ... 3.80662462e-04
 2.37862050e-07 6.22833973e-06]","[ 0.00716282 -0.01237642 -0.0015772  ... -0.05853172  0.00146313
 -0.00748699]",1
"[[2.62224541e-06]
 [3.91929507e-05]
 [1.70306569e-04]
 [6.58549473e-06]
 [5.74270112e-05]
 [1.07820776e-05]
 [4.27852220e-05]
 [9.20129018e-06]
 [3.69311879e-05]]","[[2.62224541e-06]
 [3.91929507e-05]
 [1.70306569e-04]
 [6.58549473e-06]
 [5.74270112e-05]
 [1.07820776e-05]
 [4.27852220e-05]
 [9.20129018e-06]
 [3.69311879e-05]]","[[-0.004858  ]
 [ 0.01878128]
 [ 0.03915047]
 [-0.00769867]
 [-0.02273418]
 [-0.00985082]
 [-0.01962312]
 [ 0.00910009]
 [-0.01823131]]",1
"[[1.31547011e-06]
 [1.89831201e-05]
 [8.21620366e-05]
 [3.26272730e-06]
 [2.76698420e-05]
 [5.32257788e-06]
 [2.05887511e-05]
 [4.44181081e-06]
 [1.78156792e-05]]","[[1.31547011e-06]
 [1.89831201e-05]
 [8.21620366e-05]
 [3.26272730e-06]
 [2.76698420e-05]
 [5.32257788e-06]
 [2.05887511e-05]
 [4.44181081e-06]
 [1.78156792e-05]]","[[-0.00344082]
 [ 0.01307089]
 [ 0.02719298]
 [-0.00541891]
 [-0.01578064]
 [-0.00692121]
 [-0.01361245]
 [ 0.00632268]
 [-0.01266259]]",1
