v,v_eff,m,t
"[[1.01936947e-05]
 [8.73111642e-07]
 [2.78581875e-05]
 [5.50920598e-06]
 [8.79297008e-06]
 [1.06832109e-05]
 [1.63879834e-05]
 [3.05039405e-07]
 [2.69661791e-06]
 [1.90006736e-05]
 [1.76176256e-05]
 [2.16279095e-06]
 [2.80755144e-06]]","[[1.01936947e-05]
 [8.73111642e-07]
 [2.78581875e-05]
 [5.50920598e-06]
 [8.79297008e-06]
 [1.06832109e-05]
 [1.63879834e-05]
 [3.05039405e-07]
 [2.69661791e-06]
 [1.90006736e-05]
 [1.76176256e-05]
 [2.16279095e-06]
 [2.80755144e-06]]","[[-0.00957827]
 [-0.00280321]
 [-0.01583426]
 [-0.00704151]
 [ 0.00889588]
 [-0.00980555]
 [ 0.01214462]
 [-0.00165691]
 [ 0.00492641]
 [ 0.01307693]
 [-0.01259201]
 [ 0.00441193]
 [-0.00502672]]",1
"[[1.32705192e-05]
 [1.14552064e-06]
 [3.52632974e-05]
 [7.05945123e-06]
 [1.13699251e-05]
 [1.37965727e-05]
 [2.12702296e-05]
 [3.92375957e-07]
 [3.44431281e-06]
 [2.46398924e-05]
 [2.27554141e-05]
 [2.80086525e-06]
 [3.59558234e-06]]","[[1.32705192e-05]
 [1.14552064e-06]
 [3.52632974e-05]
 [7.05945123e-06]
 [1.13699251e-05]
 [1.37965727e-05]
 [2.12702296e-05]
 [3.92375957e-07]
 [3.44431281e-06]
 [2.46398924e-05]
 [2.27554141e-05]
 [2.80086525e-06]
 [3.59558234e-06]]","[[-0.01092862]
 [-0.00321087]
 [-0.01781487]
 [-0.00797089]
 [ 0.0101158 ]
 [-0.01114312]
 [ 0.0138359 ]
 [-0.0018792 ]
 [ 0.00556766]
 [ 0.01489158]
 [-0.01431079]
 [ 0.00502074]
 [-0.00568861]]",1
"[[1.67334182e-05]
 [1.45707489e-06]
 [4.32515142e-05]
 [8.76398836e-06]
 [1.42448550e-05]
 [1.72565272e-05]
 [2.67430011e-05]
 [4.89746170e-07]
 [4.26232411e-06]
 [3.09513106e-05]
 [2.84722723e-05]
 [3.51555077e-06]
 [4.46178902e-06]]","[[1.67334182e-05]
 [1.45707489e-06]
 [4.32515142e-05]
 [8.76398836e-06]
 [1.42448550e-05]
 [1.72565272e-05]
 [2.67430011e-05]
 [4.89746170e-07]
 [4.26232411e-06]
 [3.09513106e-05]
 [2.84722723e-05]
 [3.51555077e-06]
 [4.46178902e-06]]","[[-0.01227195]
 [-0.00362128]
 [-0.01972977]
 [-0.00888121]
 [ 0.01132271]
 [-0.01246229]
 [ 0.01551409]
 [-0.00209946]
 [ 0.00619362]
 [ 0.01669017]
 [-0.01600782]
 [ 0.00562494]
 [-0.00633688]]",1
"[[2.04968050e-05]
 [1.80164934e-06]
 [5.15688320e-05]
 [1.05753530e-05]
 [1.73439287e-05]
 [2.09688211e-05]
 [3.26670935e-05]
 [5.94982596e-07]
 [5.12672801e-06]
 [3.77731709e-05]
 [3.46176238e-05]
 [4.28891714e-06]
 [5.38153456e-06]]","[[2.04968050e-05]
 [1.80164934e-06]
 [5.15688320e-05]
 [1.05753530e-05]
 [1.73439287e-05]
 [2.09688211e-05]
 [3.26670935e-05]
 [5.94982596e-07]
 [5.12672801e-06]
 [3.77731709e-05]
 [3.46176238e-05]
 [4.28891714e-06]
 [5.38153456e-06]]","[[-0.01358202]
 [-0.00402677]
 [-0.02154343]
 [-0.00975593]
 [ 0.01249381]
 [-0.01373752]
 [ 0.01714654]
 [-0.00231405]
 [ 0.00679268]
 [ 0.01843796]
 [-0.01765102]
 [ 0.00621291]
 [-0.00695944]]",1
"[[2.46000605e-05]
 [2.18459378e-06]
 [6.02695932e-05]
 [1.25072358e-05]
 [2.06974548e-05]
 [2.49643785e-05]
 [3.91025916e-05]
 [7.09519913e-07]
 [6.04369516e-06]
 [4.51717461e-05]
 [4.12462528e-05]
 [5.13001382e-06]
 [6.36215804e-06]]","[[2.46000605e-05]
 [2.18459378e-06]
 [6.02695932e-05]
 [1.25072358e-05]
 [2.06974548e-05]
 [2.49643785e-05]
 [3.91025916e-05]
 [7.09519913e-07]
 [6.04369516e-06]
 [4.51717461e-05]
 [4.12462528e-05]
 [5.13001382e-06]
 [6.36215804e-06]]","[[-0.01487953]
 [-0.00443411]
 [-0.02329005]
 [-0.01060967]
 [ 0.01364834]
 [-0.01498931]
 [ 0.01875962]
 [-0.00252699]
 [ 0.00737518]
 [ 0.02016298]
 [-0.01926697]
 [ 0.00679486]
 [-0.007567  ]]",1
"[[2.89678733e-05]
 [2.60061206e-06]
 [6.91521979e-05]
 [1.45205114e-05]
 [2.42423493e-05]
 [2.91621347e-05]
 [4.59282803e-05]
 [8.31667026e-07]
 [6.99351734e-06]
 [5.30066899e-05]
 [4.82296916e-05]
 [6.02353212e-06]
 [7.38318343e-06]]","[[2.89678733e-05]
 [2.60061206e-06]
 [6.91521979e-05]
 [1.45205114e-05]
 [2.42423493e-05]
 [2.91621347e-05]
 [4.59282803e-05]
 [8.31667026e-07]
 [6.99351734e-06]
 [5.30066899e-05]
 [4.82296916e-05]
 [6.02353212e-06]
 [7.38318343e-06]]","[[-0.01614654]
 [-0.00483792]
 [-0.02494734]
 [-0.01143174]
 [ 0.01477096]
 [-0.01620059]
 [ 0.02033112]
 [-0.00273587]
 [ 0.00793358]
 [ 0.02184171]
 [-0.02083428]
 [ 0.00736287]
 [-0.0081516 ]]",1
"[[3.37084379e-05]
 [3.06218853e-06]
 [7.84175502e-05]
 [1.66589209e-05]
 [2.80641909e-05]
 [3.36576097e-05]
 [5.33125998e-05]
 [9.64911168e-07]
 [7.99696543e-06]
 [6.14665528e-05]
 [5.57293624e-05]
 [6.99378476e-06]
 [8.46791311e-06]]","[[3.37084379e-05]
 [3.06218853e-06]
 [7.84175502e-05]
 [1.66589209e-05]
 [2.80641909e-05]
 [3.36576097e-05]
 [5.33125998e-05]
 [9.64911168e-07]
 [7.99696543e-06]
 [6.14665528e-05]
 [5.57293624e-05]
 [6.99378476e-06]
 [8.46791311e-06]]","[[-0.01741769]
 [-0.00524973]
 [-0.02656611]
 [-0.0122446 ]
 [ 0.01589269]
 [-0.01740455]
 [ 0.02190464]
 [-0.0029469 ]
 [ 0.00848367]
 [ 0.02352018]
 [-0.02239563]
 [ 0.00793373]
 [-0.0087299 ]]",1
"[[3.87189416e-05]
 [3.56151926e-06]
 [8.78162877e-05]
 [1.88721678e-05]
 [3.20784023e-05]
 [3.83441306e-05]
 [6.10916080e-05]
 [1.10692435e-06]
 [9.02887060e-06]
 [7.03625970e-05]
 [6.35750868e-05]
 [8.01991991e-06]
 [9.58984633e-06]]","[[3.87189416e-05]
 [3.56151926e-06]
 [8.78162877e-05]
 [1.88721678e-05]
 [3.20784023e-05]
 [3.83441306e-05]
 [6.10916080e-05]
 [1.10692435e-06]
 [9.02887060e-06]
 [7.03625970e-05]
 [6.35750868e-05]
 [8.01991991e-06]
 [9.58984633e-06]]","[[-0.01866736]
 [-0.0056616 ]
 [-0.0281131 ]
 [-0.01303263]
 [ 0.01699134]
 [-0.01857679]
 [ 0.02344834]
 [-0.00315631]
 [ 0.00901442]
 [ 0.02516472]
 [-0.0239202 ]
 [ 0.00849584]
 [-0.00929024]]",1
"[[4.39597250e-05]
 [4.09658670e-06]
 [9.72509538e-05]
 [2.11402874e-05]
 [3.62525241e-05]
 [4.31779686e-05]
 [6.92017983e-05]
 [1.25714857e-06]
 [1.00789496e-05]
 [7.96209108e-05]
 [7.16995838e-05]
 [9.09462153e-06]
 [1.07383307e-05]]","[[4.39597250e-05]
 [4.09658670e-06]
 [9.72509538e-05]
 [2.11402874e-05]
 [3.62525241e-05]
 [4.31779686e-05]
 [6.92017983e-05]
 [1.25714857e-06]
 [1.00789496e-05]
 [7.96209108e-05]
 [7.16995838e-05]
 [9.09462153e-06]
 [1.07383307e-05]]","[[-0.01989064]
 [-0.00607201]
 [-0.02958477]
 [-0.01379357]
 [ 0.01806302]
 [-0.01971298]
 [ 0.02495629]
 [-0.00336368]
 [ 0.00952421]
 [ 0.02676917]
 [-0.02540268]
 [ 0.00904719]
 [-0.00983082]]",1
"[[4.87162742e-05]
 [4.59274307e-06]
 [1.05385400e-04]
 [2.31728821e-05]
 [4.00263782e-05]
 [4.75078139e-05]
 [7.65286347e-05]
 [1.39543318e-06]
 [1.10066233e-05]
 [8.79895781e-05]
 [7.90300165e-05]
 [1.00619833e-05]
 [1.17571180e-05]]","[[4.87162742e-05]
 [4.59274307e-06]
 [1.05385400e-04]
 [2.31728821e-05]
 [4.00263782e-05]
 [4.75078139e-05]
 [7.65286347e-05]
 [1.39543318e-06]
 [1.10066233e-05]
 [8.79895781e-05]
 [7.90300165e-05]
 [1.00619833e-05]
 [1.17571180e-05]]","[[-0.02093911]
 [-0.00642921]
 [-0.03079722]
 [-0.01444147]
 [ 0.01897992]
 [-0.02067777]
 [ 0.02624419]
 [-0.00354385]
 [ 0.00995287]
 [ 0.02814083]
 [-0.02666965]
 [ 0.00951619]
 [-0.0102866 ]]",1
