v,v_eff,m,t
"[[4.24402384e-07]
 [5.47001862e-06]
 [5.47595360e-05]
 [1.18694334e-06]
 [1.06703845e-05]
 [1.09777287e-06]
 [8.38124675e-06]]","[[4.24402384e-07]
 [5.47001862e-06]
 [5.47595360e-05]
 [1.18694334e-06]
 [1.06703845e-05]
 [1.09777287e-06]
 [8.38124675e-06]]","[[ 0.00195439]
 [-0.00701642]
 [ 0.02219991]
 [ 0.00326841]
 [ 0.00979967]
 [ 0.00314324]
 [ 0.00868511]]",1
"[[8.33979284e-07]
 [1.07369607e-05]
 [1.07649812e-04]
 [2.31392294e-06]
 [2.08455103e-05]
 [2.16124346e-06]
 [1.63412334e-05]]","[[8.33979284e-07]
 [1.07369607e-05]
 [1.07649812e-04]
 [2.31392294e-06]
 [2.08455103e-05]
 [2.16124346e-06]
 [1.63412334e-05]]","[[ 0.00273967]
 [-0.00983019]
 [ 0.03112633]
 [ 0.00456348]
 [ 0.01369707]
 [ 0.00441035]
 [ 0.01212729]]",1
"[[1.34960770e-06]
 [1.73368913e-05]
 [1.74164654e-04]
 [3.71781768e-06]
 [3.35645670e-05]
 [3.49205299e-06]
 [2.62692965e-05]]","[[1.34960770e-06]
 [1.73368913e-05]
 [1.74164654e-04]
 [3.71781768e-06]
 [3.35645670e-05]
 [3.49205299e-06]
 [2.62692965e-05]]","[[ 0.00348518]
 [-0.01249128]
 [ 0.03959144]
 [ 0.00578449]
 [ 0.01738048]
 [ 0.00560611]
 [ 0.01537607]]",1
"[[9.90303583e-07]
 [1.26022311e-05]
 [1.26719753e-04]
 [2.72204932e-06]
 [2.46340834e-05]
 [2.50204854e-06]
 [1.92947929e-05]]","[[9.90303583e-07]
 [1.26022311e-05]
 [1.26719753e-04]
 [2.72204932e-06]
 [2.46340834e-05]
 [2.50204854e-06]
 [1.92947929e-05]]","[[ 0.00298542]
 [-0.01064989]
 [ 0.03377096]
 [ 0.00494959]
 [ 0.01488982]
 [ 0.00474536]
 [ 0.01317775]]",1
"[[1.52647691e-06]
 [1.93763296e-05]
 [1.95247955e-04]
 [4.16704990e-06]
 [3.77933414e-05]
 [3.84658947e-06]
 [2.95576493e-05]]","[[1.52647691e-06]
 [1.93763296e-05]
 [1.95247955e-04]
 [4.16704990e-06]
 [3.77933414e-05]
 [3.84658947e-06]
 [2.95576493e-05]]","[[ 0.00370652]
 [-0.01320557]
 [ 0.04191935]
 [ 0.00612401]
 [ 0.01844289]
 [ 0.00588382]
 [ 0.01631008]]",1
"[1.52258072e-12 9.99261360e-08 1.17196125e-08 ... 5.14672856e-05
 3.41341990e-07 7.61672635e-07]","[1.52258072e-12 9.99261360e-08 1.17196125e-08 ... 5.14672856e-05
 3.41341990e-07 7.61672635e-07]","[-3.70178693e-06 -9.48332866e-04 -3.24771477e-04 ...  2.15222111e-02
 -1.75273441e-03 -2.61821575e-03]",1
"[[9.55017959e-07]
 [1.19929557e-05]
 [1.20930144e-04]
 [2.60394283e-06]
 [2.36773014e-05]
 [2.33901409e-06]
 [1.85420064e-05]]","[[9.55017959e-07]
 [1.19929557e-05]
 [1.20930144e-04]
 [2.60394283e-06]
 [2.36773014e-05]
 [2.33901409e-06]
 [1.85420064e-05]]","[[ 0.00293175]
 [-0.01038925]
 [ 0.03299047]
 [ 0.00484102]
 [ 0.0145978 ]
 [ 0.00458815]
 [ 0.01291813]]",1
"[[1.55572693e-06]
 [1.94978302e-05]
 [1.97045150e-04]
 [4.21143730e-06]
 [3.83777612e-05]
 [3.80633812e-06]
 [3.00046090e-05]]","[[1.55572693e-06]
 [1.94978302e-05]
 [1.97045150e-04]
 [4.21143730e-06]
 [3.83777612e-05]
 [3.80633812e-06]
 [3.00046090e-05]]","[[ 0.00374186]
 [-0.0132469 ]
 [ 0.04211183]
 [ 0.00615654]
 [ 0.01858494]
 [ 0.00585295]
 [ 0.01643294]]",1
"[[9.54738297e-07]
 [1.18374537e-05]
 [1.19708242e-04]
 [2.58170100e-06]
 [2.35894704e-05]
 [2.26892503e-06]
 [1.84689487e-05]]","[[9.54738297e-07]
 [1.18374537e-05]
 [1.19708242e-04]
 [2.58170100e-06]
 [2.35894704e-05]
 [2.26892503e-06]
 [1.84689487e-05]]","[[ 0.00293132]
 [-0.01032168]
 [ 0.03282338]
 [ 0.0048203 ]
 [ 0.0145707 ]
 [ 0.00451889]
 [ 0.01289265]]",1
"[[1.49627793e-06]
 [1.85091461e-05]
 [1.87586923e-04]
 [4.01821805e-06]
 [3.67971927e-05]
 [3.54827205e-06]
 [2.87662574e-05]]","[[1.49627793e-06]
 [1.85091461e-05]
 [1.87586923e-04]
 [4.01821805e-06]
 [3.67971927e-05]
 [3.54827205e-06]
 [2.87662574e-05]]","[[ 0.00366967]
 [-0.01290668]
 [ 0.04108871]
 [ 0.00601365]
 [ 0.01819821]
 [ 0.00565106]
 [ 0.01609026]]",1
"[[9.38534259e-07]
 [1.14895779e-05]
 [1.16533155e-04]
 [2.51721824e-06]
 [2.31156164e-05]
 [2.16311915e-06]
 [1.80957240e-05]]","[[9.38534259e-07]
 [1.14895779e-05]
 [1.16533155e-04]
 [2.51721824e-06]
 [2.31156164e-05]
 [2.16311915e-06]
 [1.80957240e-05]]","[[ 0.00290634]
 [-0.01016888]
 [ 0.03238516]
 [ 0.00475972]
 [ 0.01442361]
 [ 0.00441226]
 [ 0.01276172]]",1
"[1.59740289e-12 2.64194008e-07 3.22439761e-08 ... 1.40214913e-04
 8.93529597e-07 2.04670939e-06]","[1.59740289e-12 2.64194008e-07 3.22439761e-08 ... 1.40214913e-04
 8.93529597e-07 2.04670939e-06]","[-3.79165214e-06  1.54199419e-03  5.38698232e-04 ... -3.55237135e-02
  2.83580083e-03  4.29189755e-03]",1
"[[1.42054460e-06]
 [1.73454783e-05]
 [1.76302842e-04]
 [3.78474707e-06]
 [3.48347807e-05]
 [3.26365214e-06]
 [2.72324156e-05]]","[[1.42054460e-06]
 [1.73454783e-05]
 [1.76302842e-04]
 [3.78474707e-06]
 [3.48347807e-05]
 [3.26365214e-06]
 [2.72324156e-05]]","[[ 0.0035756 ]
 [-0.01249437]
 [ 0.03983372]
 [ 0.00583633]
 [ 0.0177063 ]
 [ 0.00541967]
 [ 0.01565541]]",1
"[[8.86481790e-07]
 [1.07137855e-05]
 [1.08988610e-04]
 [2.35880860e-06]
 [2.17730289e-05]
 [1.97921428e-06]
 [1.70456421e-05]]","[[8.86481790e-07]
 [1.07137855e-05]
 [1.08988610e-04]
 [2.35880860e-06]
 [2.17730289e-05]
 [1.97921428e-06]
 [1.70456421e-05]]","[[ 0.00282459]
 [-0.00981958]
 [ 0.03131928]
 [ 0.00460752]
 [ 0.01399847]
 [ 0.00422054]
 [ 0.01238591]]",1
"[[1.42850581e-06]
 [1.72297858e-05]
 [1.75668311e-04]
 [3.77459133e-06]
 [3.49207357e-05]
 [3.18486631e-06]
 [2.72963367e-05]]","[[1.42850581e-06]
 [1.72297858e-05]
 [1.75668311e-04]
 [3.77459133e-06]
 [3.49207357e-05]
 [3.18486631e-06]
 [2.72963367e-05]]","[[ 0.0035856 ]
 [-0.01245263]
 [ 0.03976198]
 [ 0.00582849]
 [ 0.01772813]
 [ 0.00535386]
 [ 0.01567377]]",1
"[[9.37541607e-07]
 [1.11988303e-05]
 [1.14283229e-04]
 [2.47333777e-06]
 [2.29496321e-05]
 [2.03396905e-06]
 [1.79625989e-05]]","[[9.37541607e-07]
 [1.11988303e-05]
 [1.14283229e-04]
 [2.47333777e-06]
 [2.29496321e-05]
 [2.03396905e-06]
 [1.79625989e-05]]","[[ 0.0029048 ]
 [-0.0100394 ]
 [ 0.032071  ]
 [ 0.00471805]
 [ 0.01437173]
 [ 0.00427852]
 [ 0.01271469]]",1
"[[1.39595851e-06]
 [1.66305470e-05]
 [1.70084708e-04]
 [3.65885263e-06]
 [3.40300097e-05]
 [3.01749279e-06]
 [2.66009003e-05]]","[[1.39595851e-06]
 [1.66305470e-05]
 [1.70084708e-04]
 [3.65885263e-06]
 [3.40300097e-05]
 [3.01749279e-06]
 [2.66009003e-05]]","[[ 0.00354452]
 [-0.01223417]
 [ 0.03912496]
 [ 0.00573844]
 [ 0.01750057]
 [ 0.00521128]
 [ 0.01547282]]",1
