epoch,loss_discriminator,loss_generator,params_generator,rel_entropy
0,0.6903,0.7113,"[2.62321667e+00 4.52293918e+00 3.71709256e-03 1.90260470e+00
 9.25090949e-01 5.83164871e-01 1.17330354e+00 2.16848074e+00
 2.49596001e+00 3.38942676e+00 2.63093736e+00]",11.7107
1,0.6749,0.8668,"[ 2.61822244e+00  4.52793496e+00 -1.28196221e-03  1.89760880e+00
  9.20093116e-01  5.78173848e-01  1.16830595e+00  2.17327608e+00
  2.49096219e+00  3.39409699e+00  2.63586225e+00]",11.5989
2,0.6778,0.8976,"[ 2.61322511  4.53293304 -0.00628153  1.8926107   0.91509411  0.57317801
  1.16330705  2.17821611  2.48596319  3.39537977  2.64083721]",11.4967
3,0.683,0.8782,"[ 2.60822785  4.53793113 -0.01128111  1.88761264  0.91009509  0.56818234
  1.15830814  2.1831713   2.48096418  3.39050232  2.64582051]",11.4097
4,0.6811,0.8543,"[ 2.60323096  4.54292904 -0.01628064  1.88261485  0.90509615  0.56318735
  1.15330932  2.18813247  2.47596526  3.38555244  2.65080702]",11.3252
5,0.6782,0.8819,"[ 2.59823411  4.54792701 -0.02128018  1.87761706  0.9000972   0.5581925
  1.14831046  2.1931009   2.47096631  3.38058408  2.65579632]",11.2432
6,0.6808,0.8804,"[ 2.59323727  4.55292503 -0.02627974  1.87261928  0.89509821  0.55319778
  1.14331157  2.19807494  2.46596734  3.37560693  2.66078761]",11.1638
7,0.6818,0.8492,"[ 2.58824092  4.55792284 -0.03127924  1.86762184  0.89009932  0.54820402
  1.13831278  2.20305013  2.46096847  3.37062646  2.66577937]",11.087
8,0.6811,0.868,"[ 2.5832446   4.56292072 -0.03627877  1.8626244   0.8851004   0.54321047
  1.13331395  2.20802904  2.45596957  3.36564229  2.67077233]",11.0129
9,0.6849,0.8413,"[ 2.57824858  4.56791852 -0.04127827  1.85762716  0.88010151  0.53821767
  1.12831516  2.21300963  2.45097071  3.36065625  2.67576583]",10.9415
10,0.6842,0.8403,"[ 2.57325325  4.57291606 -0.04627772  1.85263038  0.87510275  0.53322646
  1.1233165   2.21799029  2.44597198  3.35566966  2.68075932]",10.8729
11,0.6835,0.8529,"[ 2.56825782  4.57791376 -0.0512772   1.84763351  0.87010391  0.52823537
  1.11831775  2.22297386  2.44097317  3.35068096  2.68575372]",10.8071
12,0.6831,0.8357,"[ 2.56326303  4.58291126 -0.05627664  1.84263706  0.86510516  0.52324608
  1.11331909  2.22795772  2.43597446  3.34569186  2.69074817]",10.7443
13,0.686,0.8152,"[ 2.55826847  4.58790879 -0.06127609  1.83764075  0.8601064   0.51825793
  1.10832041  2.23294318  2.43097573  3.34070165  2.6957431 ]",10.6845
14,0.6843,0.8328,"[ 2.55327447  4.59290621 -0.06627551  1.83264478  0.85510769  0.51327201
  1.10332178  2.23792921  2.42597706  3.335711    2.70073817]",10.6277
15,0.6868,0.8088,"[ 2.54828095  4.5979036  -0.07127493  1.8276491   0.85010899  0.50828861
  1.09832317  2.24291614  2.4209784   3.33071973  2.7057335 ]",10.574
16,0.6832,0.8347,"[ 2.54328859  4.60290071 -0.07627429  1.82265414  0.84511042  0.50331066
  1.09332469  2.24790278  2.41597988  3.32572864  2.71072866]",10.5234
17,0.6878,0.7898,"[ 2.53829735  4.60789763 -0.08127361  1.81765984  0.84011194  0.4983407
  1.08832629  2.25288966  2.41098145  3.32073739  2.71572384]",10.4759
18,0.6872,0.805,"[ 2.53330717  4.61289443 -0.0862729   1.81266617  0.83511352  0.49338244
  1.08332795  2.25787686  2.40598308  3.31574596  2.72071908]",10.4318
19,0.6882,0.7843,"[ 2.52831782  4.61789126 -0.09127221  1.80767291  0.83011507  0.48845163
  1.07832959  2.26286506  2.4009847   3.31075391  2.72571462]",10.3909
20,0.6861,0.8001,"[ 2.52333013  4.62288792 -0.09627148  1.80268056  0.8251167   0.48366099
  1.0733313   2.26785342  2.39598639  3.30576178  2.73071017]",10.3536
