v,v_eff,m,t
"[[6.76714637e-06]
 [1.08258747e-04]
 [4.76205976e-04]
 [1.72679611e-05]
 [1.60344774e-04]
 [2.84881347e-05]
 [1.19387666e-04]
 [2.57108689e-05]
 [1.03264484e-04]]","[[6.76714637e-06]
 [1.08258747e-04]
 [4.76205976e-04]
 [1.72679611e-05]
 [1.60344774e-04]
 [2.84881347e-05]
 [1.19387666e-04]
 [2.57108689e-05]
 [1.03264484e-04]]","[[-0.00780412]
 [ 0.03121424]
 [ 0.06546643]
 [-0.01246642]
 [-0.0379882 ]
 [-0.01601228]
 [-0.0327794 ]
 [ 0.01521177]
 [-0.03048574]]",1
"[[4.34200641e-06]
 [6.75528456e-05]
 [2.95654717e-04]
 [1.09797137e-05]
 [9.96422023e-05]
 [1.80617518e-05]
 [7.41430180e-05]
 [1.59916312e-05]
 [6.41988955e-05]]","[[4.34200641e-06]
 [6.75528456e-05]
 [2.95654717e-04]
 [1.09797137e-05]
 [9.96422023e-05]
 [1.80617518e-05]
 [7.41430180e-05]
 [1.59916312e-05]
 [6.41988955e-05]]","[[-0.00625124]
 [ 0.02465716]
 [ 0.05158384]
 [-0.0099407 ]
 [-0.02994628]
 [-0.01274974]
 [-0.0258319 ]
 [ 0.01199686]
 [-0.02403726]]",1
"[[2.56270177e-06]
 [3.86469807e-05]
 [1.68383214e-04]
 [6.41227920e-06]
 [5.67449228e-05]
 [1.05137390e-05]
 [4.21849602e-05]
 [9.11825821e-06]
 [3.65883385e-05]]","[[2.56270177e-06]
 [3.86469807e-05]
 [1.68383214e-04]
 [6.41227920e-06]
 [5.67449228e-05]
 [1.05137390e-05]
 [4.21849602e-05]
 [9.11825821e-06]
 [3.65883385e-05]]","[[-0.00480253]
 [ 0.01865001]
 [ 0.03892877]
 [-0.00759674]
 [-0.02259877]
 [-0.00972747]
 [-0.01948499]
 [ 0.00905894]
 [-0.01814649]]",1
"[[1.78623949e-06]
 [2.63630324e-05]
 [1.14523520e-04]
 [4.44235410e-06]
 [3.85798751e-05]
 [7.26647238e-06]
 [2.86747549e-05]
 [6.20125463e-06]
 [2.48772650e-05]]","[[1.78623949e-06]
 [2.63630324e-05]
 [1.14523520e-04]
 [4.44235410e-06]
 [3.85798751e-05]
 [7.26647238e-06]
 [2.86747549e-05]
 [6.20125463e-06]
 [2.48772650e-05]]","[[-0.00400951]
 [ 0.01540348]
 [ 0.0321047 ]
 [-0.00632307]
 [-0.01863381]
 [-0.00808692]
 [-0.01606464]
 [ 0.0074707 ]
 [-0.01496313]]",1
"[[3.05205505e-06]
 [4.59484401e-05]
 [1.99810974e-04]
 [7.69095052e-06]
 [6.73913483e-05]
 [1.26005766e-05]
 [5.02368971e-05]
 [1.07894079e-05]
 [4.33140376e-05]]","[[3.05205505e-06]
 [4.59484401e-05]
 [1.99810974e-04]
 [7.69095052e-06]
 [6.73913483e-05]
 [1.26005766e-05]
 [5.02368971e-05]
 [1.07894079e-05]
 [4.33140376e-05]]","[[-0.00524104]
 [ 0.02033558]
 [ 0.04240635]
 [-0.00831977]
 [-0.02462767]
 [-0.01064919]
 [-0.0212634 ]
 [ 0.00985417]
 [-0.01974402]]",1
"[4.17869603e-09 4.48460302e-08 1.15190994e-06 ... 5.92913509e-07
 4.89519398e-08 8.20398899e-05]","[4.17869603e-09 4.48460302e-08 1.15190994e-06 ... 5.92913509e-07
 4.89519398e-08 8.20398899e-05]","[ 0.00019393 -0.00063531  0.00321981 ... -0.00231003  0.00066375
  0.02717276]",1
"[[1.66159649e-06]
 [2.42120997e-05]
 [1.04874758e-04]
 [4.13985639e-06]
 [3.53382610e-05]
 [6.75985338e-06]
 [2.63145964e-05]
 [5.66692449e-06]
 [2.27348114e-05]]","[[1.66159649e-06]
 [2.42120997e-05]
 [1.04874758e-04]
 [4.13985639e-06]
 [3.53382610e-05]
 [6.75985338e-06]
 [2.63145964e-05]
 [5.66692449e-06]
 [2.27348114e-05]]","[[-0.00386709]
 [ 0.01476174]
 [ 0.03072251]
 [-0.00610399]
 [-0.0178338 ]
 [-0.00779992]
 [-0.01538933]
 [ 0.00714159]
 [-0.01430431]]",1
"[[3.06181739e-06]
 [4.56571988e-05]
 [1.98017582e-04]
 [7.74125378e-06]
 [6.68175025e-05]
 [1.26645943e-05]
 [4.99150948e-05]
 [1.06681102e-05]
 [4.28345881e-05]]","[[3.06181739e-06]
 [4.56571988e-05]
 [1.98017582e-04]
 [7.74125378e-06]
 [6.68175025e-05]
 [1.26645943e-05]
 [4.99150948e-05]
 [1.06681102e-05]
 [4.28345881e-05]]","[[-0.00524941]
 [ 0.02027103]
 [ 0.04221562]
 [-0.00834693]
 [-0.02452259]
 [-0.0106762 ]
 [-0.02119518]
 [ 0.00979862]
 [-0.01963444]]",1
"[[2.20966846e-06]
 [3.23030223e-05]
 [1.39718692e-04]
 [5.55627832e-06]
 [4.71235567e-05]
 [9.07116962e-06]
 [3.51993142e-05]
 [7.52666094e-06]
 [3.02076733e-05]]","[[2.20966846e-06]
 [3.23030223e-05]
 [1.39718692e-04]
 [5.55627832e-06]
 [4.71235567e-05]
 [9.07116962e-06]
 [3.51993142e-05]
 [7.52666094e-06]
 [3.02076733e-05]]","[[-0.00445949]
 [ 0.01705072]
 [ 0.0354608 ]
 [-0.00707153]
 [-0.02059398]
 [-0.00903551]
 [-0.0177987 ]
 [ 0.00823043]
 [-0.01648845]]",1
"[[1.09656160e-06]
 [1.55015039e-05]
 [6.68172925e-05]
 [2.72470911e-06]
 [2.24977712e-05]
 [4.43344095e-06]
 [1.67847350e-05]
 [3.60066000e-06]
 [1.44381238e-05]]","[[1.09656160e-06]
 [1.55015039e-05]
 [6.68172925e-05]
 [2.72470911e-06]
 [2.24977712e-05]
 [4.43344095e-06]
 [1.67847350e-05]
 [3.60066000e-06]
 [1.44381238e-05]]","[[-0.00314151]
 [ 0.01181158]
 [ 0.02452255]
 [-0.00495201]
 [-0.01422954]
 [-0.00631672]
 [-0.01229075]
 [ 0.00569262]
 [-0.01139926]]",1
