epoch,loss_discriminator,loss_generator,params_generator,rel_entropy
0,0.6783,0.9294,"[ 2.62522372e+00  4.52093299e+00 -4.28101662e-03  1.90460981e+00
  9.27093862e-01  5.85179119e-01  1.17530673e+00  2.16622357e+00
  2.49796282e+00]",13.8536
1,0.6801,0.8901,"[ 2.63022008  4.51593395 -0.00928056  1.90960751  0.93209307  0.59017732
  1.18030582  2.16122555  2.50296183]",13.7815
2,0.6804,0.8382,"[ 2.63521641  4.51093493 -0.01428009  1.91460519  0.93709226  0.5951755
  1.18530488  2.15622758  2.50796082]",13.7117
3,0.6824,0.8932,"[ 2.64021288  4.50593587 -0.01927963  1.91960299  0.94209147  0.60017377
  1.19030398  2.15122956  2.51295983]",13.6445
4,0.6763,0.9408,"[ 2.64520933  4.50093683 -0.02427916  1.92460077  0.94709067  0.60517203
  1.19530306  2.14623158  2.51795882]",13.5798
5,0.6822,0.8643,"[ 2.65020555  4.49593786 -0.02927866  1.92959843  0.95208981  0.61017019
  1.20030207  2.14123377  2.52295772]",13.5178
6,0.6842,0.8071,"[ 2.65520147  4.49093899 -0.03427812  1.93459591  0.95708886  0.61516821
  1.20530099  2.13623616  2.52795653]",13.4584
7,0.6825,0.8757,"[ 2.66019746  4.4859401  -0.03927758  1.93959344  0.96208793  0.62016627
  1.21029992  2.13123854  2.53295533]",13.4018
8,0.6852,0.8136,"[ 2.66519334  4.48094125 -0.04427702  1.94459092  0.96708696  0.62516428
  1.21529882  2.126241    2.53795409]",13.348
9,0.6875,0.8143,"[ 2.67018965  4.47594227 -0.04927652  1.94958869  0.97208609  0.63016253
  1.22029784  2.12124322  2.54295298]",13.297
10,0.6864,0.791,"[ 2.67518504  4.47094357 -0.05427589  1.9545859   0.97708499  0.63516034
  1.2252966   2.11624603  2.54795155]",13.2489
11,0.6878,0.8281,"[ 2.68018061  4.46594481 -0.05927529  1.95958324  0.98208392  0.64015825
  1.2302954   2.11124874  2.55295018]",13.2037
12,0.6868,0.7852,"[ 2.6851759   4.46094615 -0.06427464  1.96458043  0.98708279  0.64515605
  1.23529413  2.10625165  2.5579487 ]",13.1615
13,0.6878,0.7995,"[ 2.69017132  4.45594744 -0.06927402  1.96957772  0.99208168  0.65015392
  1.24029289  2.10125448  2.56294725]",13.1222
14,0.6865,0.8397,"[ 2.69516613  4.45094891 -0.07427331  1.97457466  0.99708042  0.65515153
  1.24529148  2.09625771  2.5679456 ]",13.0861
15,0.6888,0.7714,"[ 2.70016058  4.44595048 -0.07927255  1.97957141  1.00207906  0.660149
  1.25028998  2.09126118  2.57294381]",13.0529
16,0.6887,0.8078,"[ 2.70515497  4.44095206 -0.08427179  1.98456815  1.00707769  0.66514646
  1.25528846  2.08626469  2.57794199]",13.0229
17,0.6898,0.7507,"[ 2.71014825  4.43595396 -0.08927088  1.98956427  1.01207604  0.67014345
  1.26028664  2.08126891  2.5829398 ]",12.9959
18,0.6894,0.793,"[ 2.71514145  4.43095588 -0.09426997  1.99456038  1.01707437  0.67514044
  1.2652848   2.07627318  2.58793757]",12.972
19,0.6901,0.7817,"[ 2.72013284  4.42595831 -0.09926882  1.99955547  1.02207224  0.68013665
  1.27028247  2.0712786   2.59293471]",12.9513
20,0.6898,0.7479,"[ 2.72512491  4.42096053 -0.10426777  2.004551    1.0270703   0.68513322
  1.27528035  2.06628357  2.59793208]",12.9337
21,0.6906,0.7861,"[ 2.7301155   4.41596316 -0.10926654  2.00954574  1.03206799  0.69012918
  1.28027783  2.06128946  2.60292894]",12.9192
22,0.692,0.7328,"[ 2.73510581  4.41096585 -0.11426529  2.01454037  1.03706561  0.69512509
  1.28527526  2.05629549  2.6079257 ]",12.9078
23,0.692,0.7546,"[ 2.74009423  4.40596904 -0.11926381  2.01953401  1.04206278  0.70012025
  1.29027221  2.05130268  2.61292181]",12.8996
24,0.6916,0.7541,"[ 2.74508008  4.40097293 -0.12426203  2.0245263   1.04705933  0.70511442
  1.29526849  2.04631143  2.61791704]",12.8945
25,0.6918,0.7265,"[ 2.74809374  4.39796898 -0.12726383  2.02753396  1.05006288  0.70812023
  1.2982723   2.04330271  2.62092193]",12.8929
26,0.6917,0.7471,"[ 2.75307894  4.39297297 -0.13226202  2.03252605  1.05505931  0.71311429
  1.30326849  2.03831173  2.62591695]",12.8927
27,0.6923,0.7133,"[ 2.75805551  4.38797926 -0.13725919  2.03751361  1.06005366  0.71810501
  1.30826248  2.03332594  2.630909  ]",12.8956
28,0.6918,0.7475,"[ 2.7610559   4.38497906 -0.14025928  2.04051394  1.06305386  0.72110526
  1.31126269  2.03032556  2.63390925]",12.8988
29,0.6929,0.7165,"[ 2.7640511   4.38198027 -0.14325873  2.0435115   1.06605278  0.72410346
  1.31426155  2.02732834  2.63690773]",12.903
30,0.6924,0.7426,"[ 2.76704232  4.37898252 -0.14625773  2.04650701  1.06905075  0.72710015
  1.31725941  2.02433348  2.63990483]",12.9084
31,0.6933,0.681,"[ 2.76803179  4.37798524 -0.14725653  2.04750161  1.0700483   0.72809617
  1.31825683  2.02333965  2.64090132]",12.9104
32,0.6931,0.7141,"[ 2.77101968  4.37498833 -0.15025516  2.05049545  1.0730455   0.73109165
  1.32125389  2.0203467   2.6438973 ]",12.9172
33,0.6932,0.6887,"[ 2.77019643  4.37593824 -0.14927741  2.04959148  1.0720913   0.73016299
  1.32030185  2.02123778  2.64296233]",12.9152
34,0.6933,0.7238,"[ 2.77317403  4.37294404 -0.15227487  2.05258001  1.07508603  0.7331546
  1.32329633  2.01825089  2.64595475]",12.9227
35,0.6931,0.6903,"[ 2.77429355  4.37191003 -0.15328989  2.05364495  1.07611726  0.73420267
  1.32432888  2.01717743  2.64699933]",12.9257
36,0.6932,0.7257,"[ 2.77725292  4.36892043 -0.15628537  2.05662435  1.07910777  0.7371877
  1.32731898  2.01420097  2.64998558]",12.9345
37,0.6931,0.6935,"[ 2.77993773  4.36601245 -0.15924456  2.0594507   1.08202302  0.74005867
  1.33023095  2.01139649  2.65286482]",12.9437
