v,v_eff,m,t
"[[3.70297583e-06]
 [1.18430148e-05]
 [2.35150618e-04]
 [9.25212265e-06]
 [5.03669119e-05]
 [1.15941996e-06]
 [4.28628125e-05]
 [1.11293699e-08]
 [4.64019131e-05]
 [4.68469237e-07]
 [8.77543421e-07]]","[[3.70297583e-06]
 [1.18430148e-05]
 [2.35150618e-04]
 [9.25212265e-06]
 [5.03669119e-05]
 [1.15941996e-06]
 [4.28628125e-05]
 [1.11293699e-08]
 [4.64019131e-05]
 [4.68469237e-07]
 [8.77543421e-07]]","[[-0.00577294]
 [ 0.0103241 ]
 [-0.04600386]
 [-0.00912519]
 [-0.02129089]
 [-0.00323029]
 [-0.01964091]
 [ 0.00031649]
 [-0.02043568]
 [-0.00205334]
 [ 0.00281032]]",1
"[[3.59804609e-06]
 [1.06462400e-05]
 [2.13692967e-04]
 [8.72289563e-06]
 [4.48392703e-05]
 [1.17368200e-06]
 [3.79228440e-05]
 [7.46221942e-09]
 [4.16368878e-05]
 [3.22415180e-07]
 [6.35556269e-07]]","[[3.59804609e-06]
 [1.06462400e-05]
 [2.13692967e-04]
 [8.72289563e-06]
 [4.48392703e-05]
 [1.17368200e-06]
 [3.79228440e-05]
 [7.46221942e-09]
 [4.16368878e-05]
 [3.22415180e-07]
 [6.35556269e-07]]","[[-0.00569055]
 [ 0.00978857]
 [-0.04385472]
 [-0.00886036]
 [-0.02008864]
 [-0.0032501 ]
 [-0.01847446]
 [ 0.00025915]
 [-0.019358  ]
 [-0.00170345]
 [ 0.00239165]]",1
"[[3.40276805e-06]
 [9.35205445e-06]
 [1.89269340e-04]
 [8.02011280e-06]
 [3.89920585e-05]
 [1.15278855e-06]
 [3.27706085e-05]
 [4.79307415e-09]
 [3.64922913e-05]
 [2.08367375e-07]
 [4.38479169e-07]]","[[3.40276805e-06]
 [9.35205445e-06]
 [1.89269340e-04]
 [8.02011280e-06]
 [3.89920585e-05]
 [1.15278855e-06]
 [3.27706085e-05]
 [4.79307415e-09]
 [3.64922913e-05]
 [2.08367375e-07]
 [4.38479169e-07]]","[[-0.00553398]
 [ 0.00917434]
 [-0.04127256]
 [-0.00849594]
 [-0.01873309]
 [-0.00322104]
 [-0.01717369]
 [ 0.0002077 ]
 [-0.01812265]
 [-0.00136942]
 [ 0.00198653]]",1
"[[3.10956906e-06]
 [7.96952868e-06]
 [1.62227657e-04]
 [7.13866974e-06]
 [3.28821887e-05]
 [1.09098503e-06]
 [2.74602690e-05]
 [2.92226884e-09]
 [3.10136539e-05]
 [1.23977990e-07]
 [2.84465903e-07]]","[[3.10956906e-06]
 [7.96952868e-06]
 [1.62227657e-04]
 [7.13866974e-06]
 [3.28821887e-05]
 [1.09098503e-06]
 [2.74602690e-05]
 [2.92226884e-09]
 [3.10136539e-05]
 [1.23977990e-07]
 [2.84465903e-07]]","[[-0.00529019]
 [ 0.00846911]
 [-0.03821059]
 [-0.00801549]
 [-0.0172029 ]
 [-0.00313351]
 [-0.01572076]
 [ 0.00016217]
 [-0.01670697]
 [-0.00105632]
 [ 0.00160006]]",1
"[[2.71740460e-06]
 [6.52038590e-06]
 [1.33205503e-04]
 [6.08748160e-06]
 [2.66164624e-05]
 [9.84749107e-07]
 [2.20859198e-05]
 [1.66944514e-09]
 [2.52960777e-05]
 [6.59228681e-08]
 [1.70445176e-07]]","[[2.71740460e-06]
 [6.52038590e-06]
 [1.33205503e-04]
 [6.08748160e-06]
 [2.66164624e-05]
 [9.84749107e-07]
 [2.20859198e-05]
 [1.66944514e-09]
 [2.52960777e-05]
 [6.59228681e-08]
 [1.70445176e-07]]","[[-0.00494537]
 [ 0.00766051]
 [-0.03462441]
 [-0.00740185]
 [-0.01547734]
 [-0.00297704]
 [-0.0140987 ]
 [ 0.00012258]
 [-0.01508856]
 [-0.00077026]
 [ 0.00123855]]",1
"[4.41551395e-05 5.88620684e-06 1.35743931e-03 ... 7.50355600e-03
 1.07898900e-01 4.60795345e-04]","[4.41551395e-05 5.88620684e-06 1.35743931e-03 ... 7.50355600e-03
 1.07898900e-01 4.60795345e-04]","[-0.0199348   0.00727845 -0.11053033 ...  0.25986921  0.98543904
 -0.06439843]",1
"[[2.23513180e-06]
 [5.04138247e-06]
 [1.03161778e-04]
 [4.89480775e-06]
 [2.03569266e-05]
 [8.34526891e-07]
 [1.67842431e-05]
 [8.76020682e-10]
 [1.94917108e-05]
 [2.98080857e-08]
 [9.18100446e-08]]","[[2.23513180e-06]
 [5.04138247e-06]
 [1.03161778e-04]
 [4.89480775e-06]
 [2.03569266e-05]
 [8.34526891e-07]
 [1.67842431e-05]
 [8.76020682e-10]
 [1.94917108e-05]
 [2.98080857e-08]
 [9.18100446e-08]]","[[-4.48510715e-03]
 [ 6.73590693e-03]
 [-3.04705759e-02]
 [-6.63726372e-03]
 [-1.35355953e-02]
 [-2.74057330e-03]
 [-1.22905731e-02]
 [ 8.87929397e-05]
 [-1.32448253e-02]
 [-5.17950549e-04]
 [ 9.09005171e-04]]",1
"[[1.68558768e-06]
 [3.58814584e-06]
 [7.34296622e-05]
 [3.61495168e-06]
 [1.43320628e-05]
 [6.46864208e-07]
 [1.17420974e-05]
 [4.08431998e-10]
 [1.38225006e-05]
 [1.04304358e-08]
 [4.25586407e-08]]","[[1.68558768e-06]
 [3.58814584e-06]
 [7.34296622e-05]
 [3.61495168e-06]
 [1.43320628e-05]
 [6.46864208e-07]
 [1.17420974e-05]
 [4.08431998e-10]
 [1.38225006e-05]
 [1.04304358e-08]
 [4.25586407e-08]]","[[-3.89490553e-03]
 [ 5.68272053e-03]
 [-2.57073328e-02]
 [-5.70390788e-03]
 [-1.13573133e-02]
 [-2.41283606e-03]
 [-1.02800232e-02]
 [ 6.06291017e-05]
 [-1.11535871e-02]
 [-3.06388515e-04]
 [ 6.18892371e-04]]",1
"[[1.10966342e-06]
 [2.23825628e-06]
 [4.57527716e-05]
 [2.33460012e-06]
 [8.84446701e-06]
 [4.36692711e-07]
 [7.20109878e-06]
 [1.59102601e-10]
 [8.58970586e-06]
 [2.25761327e-09]
 [1.56868365e-08]]","[[1.10966342e-06]
 [2.23825628e-06]
 [4.57527716e-05]
 [2.33460012e-06]
 [8.84446701e-06]
 [4.36692711e-07]
 [7.20109878e-06]
 [1.59102601e-10]
 [8.58970586e-06]
 [2.25761327e-09]
 [1.56868365e-08]]","[[-3.16021689e-03]
 [ 4.48824091e-03]
 [-2.02922385e-02]
 [-4.58381949e-03]
 [-8.92189459e-03]
 [-1.98248188e-03]
 [-8.05045893e-03]
 [ 3.78407639e-05]
 [-8.79245999e-03]
 [-1.42543044e-04]
 [ 3.75741305e-04]]",1
"[[5.72849407e-07]
 [1.09928699e-06]
 [2.24269252e-05]
 [1.18436935e-06]
 [4.29850051e-06]
 [2.30650253e-07]
 [3.47859141e-06]
 [4.54600472e-11]
 [4.20259064e-06]
 [1.23846930e-10]
 [3.90437182e-09]]","[[5.72849407e-07]
 [1.09928699e-06]
 [2.24269252e-05]
 [1.18436935e-06]
 [4.29850051e-06]
 [2.30650253e-07]
 [3.47859141e-06]
 [4.54600472e-11]
 [4.20259064e-06]
 [1.23846930e-10]
 [3.90437182e-09]]","[[-2.27060447e-03]
 [ 3.14540664e-03]
 [-1.42071224e-02]
 [-3.26486205e-03]
 [-6.21984764e-03]
 [-1.44078183e-03]
 [-5.59529469e-03]
 [ 2.02272199e-05]
 [-6.15006632e-03]
 [-3.33859607e-05]
 [ 1.87454918e-04]]",1
