epoch,loss_discriminator,loss_generator,params_generator,rel_entropy
0,0.7733,0.4689,"[2.62522377 4.52093394 0.00571827 1.90460978 0.92709364 0.58517576
 1.17530653 2.16629921 2.49796272 3.39047327 2.62888493]",11.761
1,0.7026,0.6487,"[2.6302176  4.51593836 0.01071729 1.9096055  0.93209141 0.59016599
 1.18030405 2.16186462 2.50296046 3.39351692 2.6239641 ]",11.8593
2,0.6795,0.8938,"[2.62540838 4.52078761 0.00575502 1.90474784 0.92717425 0.58543425
 1.17539581 2.16530194 2.49804368 3.39757967 2.62506556]",11.7422
3,0.6837,0.8482,"[2.62041133e+00 4.52578537e+00 7.55510361e-04 1.89974995e+00
 9.22175393e-01 5.80438836e-01 1.17039709e+00 2.17007915e+00
 2.49304483e+00 3.40251220e+00 2.62996593e+00]",11.629
4,0.6826,0.8807,"[ 2.61541399e+00  4.53078342e+00 -4.24405734e-03  1.89475185e+00
  9.17176397e-01  5.75443010e-01  1.16539821e+00  2.17498650e+00
  2.48804584e+00  3.40733818e+00  2.63493276e+00]",11.5186
5,0.6797,0.8508,"[ 2.61041699  4.53578129 -0.00924359  1.88975399  0.91217748  0.57044779
  1.16039941  2.17992171  2.48304693  3.40441953  2.6399117 ]",11.4265
6,0.682,0.8847,"[ 2.60542006  4.54077919 -0.01424312  1.88475616  0.90717856  0.56545275
  1.1554006   2.18487327  2.47804802  3.3994836   2.64489654]",11.3409
7,0.6831,0.833,"[ 2.60042367  4.54577682 -0.0192426   1.8797587   0.90217976  0.56045868
  1.15040192  2.18982989  2.47304924  3.39452274  2.64988332]",11.2576
8,0.682,0.8731,"[ 2.59542723  4.55077455 -0.0242421   1.8747612   0.89718091  0.55546467
  1.14540318  2.19479563  2.4680504   3.38955013  2.65487283]",11.1769
9,0.6857,0.8243,"[ 2.59043124  4.55577211 -0.02924155  1.86976401  0.89218215  0.55047157
  1.14040453  2.19976435  2.46305167  3.38457278  2.65986322]",11.0987
10,0.6844,0.8492,"[ 2.58543523  4.56076977 -0.03424103  1.86476678  0.88718333  0.54547861
  1.13540582  2.20473863  2.45805287  3.3795907   2.66485521]",11.0232
11,0.6843,0.812,"[ 2.58044009  4.56576705 -0.03924043  1.85977014  0.8821847   0.54048747
  1.1304073   2.20971245  2.45305427  3.37460802  2.66984701]",10.9503
12,0.6831,0.8495,"[ 2.5754451   4.57076436 -0.04423983  1.85477359  0.87718605  0.53549692
  1.12540876  2.21468953  2.44805565  3.36962294  2.67483971]",10.8802
13,0.6871,0.8358,"[ 2.57045067  4.57576151 -0.0492392   1.8497774   0.87218748  0.53050789
  1.12041029  2.21966781  2.44305711  3.36463687  2.6798327 ]",10.8129
14,0.6846,0.812,"[ 2.56545673  4.58075857 -0.05423855  1.84478152  0.86718895  0.52552041
  1.11541187  2.22464756  2.43805862  3.35964977  2.68482605]",10.7485
