v,v_eff,m,t
"[[1.39544649e-05]
 [1.85560650e-04]
 [1.89933828e-03]
 [3.82238183e-05]
 [3.43498096e-04]
 [3.95904176e-05]
 [2.67142428e-04]]","[[1.39544649e-05]
 [1.85560650e-04]
 [1.89933828e-03]
 [3.82238183e-05]
 [3.43498096e-04]
 [3.95904176e-05]
 [2.67142428e-04]]","[[ 0.0112067 ]
 [-0.04086619]
 [ 0.13074419]
 [ 0.01854762]
 [ 0.0556011 ]
 [ 0.01887628]
 [ 0.04903348]]",1
"[[1.16741124e-05]
 [1.53999862e-04]
 [1.57293063e-03]
 [3.18693329e-05]
 [2.86995130e-04]
 [3.25230689e-05]
 [2.23224933e-04]]","[[1.16741124e-05]
 [1.53999862e-04]
 [1.57293063e-03]
 [3.18693329e-05]
 [2.86995130e-04]
 [3.25230689e-05]
 [2.23224933e-04]]","[[ 0.01025022]
 [-0.037229  ]
 [ 0.11898057]
 [ 0.01693588]
 [ 0.05082279]
 [ 0.0171087 ]
 [ 0.04482214]]",1
"[[9.65118361e-06]
 [1.26281037e-04]
 [1.28734512e-03]
 [2.62618541e-05]
 [2.37008106e-04]
 [2.63844049e-05]
 [1.84383476e-04]]","[[9.65118361e-06]
 [1.26281037e-04]
 [1.28734512e-03]
 [2.62618541e-05]
 [2.37008106e-04]
 [2.63844049e-05]
 [1.84383476e-04]]","[[ 0.00931991]
 [-0.03371245]
 [ 0.10763878]
 [ 0.0153739 ]
 [ 0.0461852 ]
 [ 0.01540973]
 [ 0.04073636]]",1
"[[7.86456758e-06]
 [1.02051322e-04]
 [1.03860690e-03]
 [2.13349393e-05]
 [1.92971189e-04]
 [2.10815723e-05]
 [1.50171665e-04]]","[[7.86456758e-06]
 [1.02051322e-04]
 [1.03860690e-03]
 [2.13349393e-05]
 [1.92971189e-04]
 [2.10815723e-05]
 [1.50171665e-04]]","[[ 0.00841315]
 [-0.03030614]
 [ 0.09668227]
 [ 0.01385693]
 [ 0.04167422]
 [ 0.0137744 ]
 [ 0.03676336]]",1
"[[6.30254986e-06]
 [8.10888891e-05]
 [8.24131056e-04]
 [1.70485686e-05]
 [1.54554427e-04]
 [1.65510874e-05]
 [1.20327337e-04]]","[[6.30254986e-06]
 [8.10888891e-05]
 [8.24131056e-04]
 [1.70485686e-05]
 [1.54554427e-04]
 [1.65510874e-05]
 [1.20327337e-04]]","[[ 0.00753146]
 [-0.02701481]
 [ 0.08612305]
 [ 0.01238697]
 [ 0.03729598]
 [ 0.01220491]
 [ 0.03290815]]",1
"[[4.95965710e-06]
 [6.32570704e-05]
 [6.42236713e-04]
 [1.33802648e-05]
 [1.21585603e-04]
 [1.27479314e-05]
 [9.47121037e-05]]","[[4.95965710e-06]
 [6.32570704e-05]
 [6.42236713e-04]
 [1.33802648e-05]
 [1.21585603e-04]
 [1.27479314e-05]
 [9.47121037e-05]]","[[ 0.00668109]
 [-0.02386029]
 [ 0.07602717]
 [ 0.01097371]
 [ 0.03307976]
 [ 0.01071127]
 [ 0.02919604]]",1
"[[3.82457768e-06]
 [4.83463167e-05]
 [4.90528791e-04]
 [1.02926011e-05]
 [9.37562040e-05]
 [9.61232542e-06]
 [7.30833413e-05]]","[[3.82457768e-06]
 [4.83463167e-05]
 [4.90528791e-04]
 [1.02926011e-05]
 [9.37562040e-05]
 [9.61232542e-06]
 [7.30833413e-05]]","[[ 0.00586696]
 [-0.02085945]
 [ 0.06644365]
 [ 0.00962463]
 [ 0.02904834]
 [ 0.00930113]
 [ 0.02564664]]",1
"[[2.88573710e-06]
 [3.61473774e-05]
 [3.66663412e-04]
 [7.74833696e-06]
 [7.07580253e-05]
 [7.08513457e-06]
 [5.52003621e-05]]","[[2.88573710e-06]
 [3.61473774e-05]
 [3.66663412e-04]
 [7.74833696e-06]
 [7.07580253e-05]
 [7.08513457e-06]
 [5.52003621e-05]]","[[ 0.00509624]
 [-0.01803681]
 [ 0.05744537]
 [ 0.00835075]
 [ 0.02523534]
 [ 0.00798537]
 [ 0.02228908]]",1
"[[2.09658436e-06]
 [2.60163200e-05]
 [2.63924457e-04]
 [5.61804699e-06]
 [5.14379693e-05]
 [5.02209875e-06]
 [4.01667738e-05]]","[[2.09658436e-06]
 [2.60163200e-05]
 [2.63924457e-04]
 [5.61804699e-06]
 [5.14379693e-05]
 [5.02209875e-06]
 [4.01667738e-05]]","[[ 0.00434388]
 [-0.01530186]
 [ 0.04873726]
 [ 0.00711073]
 [ 0.02151608]
 [ 0.00672301]
 [ 0.01901318]]",1
"[[1.59136022e-06]
 [1.95726039e-05]
 [1.98690763e-04]
 [4.25426596e-06]
 [3.90545724e-05]
 [3.72396212e-06]
 [3.05220299e-05]]","[[1.59136022e-06]
 [1.95726039e-05]
 [1.98690763e-04]
 [4.25426596e-06]
 [3.90545724e-05]
 [3.72396212e-06]
 [3.05220299e-05]]","[[ 0.00378447]
 [-0.01327228]
 [ 0.04228731]
 [ 0.00618776]
 [ 0.0187481 ]
 [ 0.00578927]
 [ 0.01657402]]",1
