epoch,loss_discriminator,loss_generator,params_generator,rel_entropy
0,0.679,0.7867,"[2.62424734 4.52192648 0.0047205  1.90362402 0.92609871 0.58419274
 1.17431222]",11.6826
1,0.677,0.9072,"[ 2.61425707  4.53192377 -0.00527865  1.89362985  0.91610066  0.57419873
  1.16431442]",11.5583
2,0.6803,0.8944,"[ 2.60426621  4.54192115 -0.01527783  1.88363546  0.90610251  0.5642048
  1.15431651]",11.4404
3,0.6715,0.8912,"[ 2.59427563  4.55191836 -0.02527696  1.87364135  0.89610442  0.55421156
  1.14431867]",11.329
4,0.6822,0.842,"[ 2.58428558  4.56191534 -0.03527603  1.86364771  0.88610646  0.54421927
  1.13432097]",11.224
5,0.6834,0.8299,"[ 2.5742956   4.57191221 -0.04527507  1.85365424  0.87610851  0.53422771
  1.12432329]",11.125
6,0.6862,0.8358,"[ 2.56430593  4.58190891 -0.05527408  1.84366112  0.86611064  0.52423713
  1.11432568]",11.0326
7,0.6837,0.858,"[ 2.55431609  4.59190559 -0.06527308  1.83366803  0.85611273  0.51424724
  1.10432802]",10.947
8,0.6819,0.8552,"[ 2.54432737  4.60190183 -0.07527198  1.82367588  0.84611505  0.50425956
  1.09433062]",10.8683
9,0.683,0.8613,"[ 2.53433942  4.61189773 -0.08527078  1.81368444  0.83611752  0.49427404
  1.08433337]",10.7968
10,0.6932,0.8039,"[ 2.52435084  4.62189378 -0.09526965  1.80369275  0.82611985  0.48428932
  1.07433596]",10.7325
11,0.6862,0.8294,"[ 2.51436255  4.63188967 -0.1052685   1.79370149  0.81612223  0.47430698
  1.06433859]",10.6753
12,0.688,0.8095,"[ 2.50437565  4.641885   -0.1152672   1.78371151  0.80612488  0.46432963
  1.0543415 ]",10.6253
13,0.6873,0.7906,"[ 2.49439206  4.65187907 -0.12526559  1.77372442  0.79612816  0.45436302
  1.04434508]",10.5825
14,0.6898,0.7818,"[ 2.48440777  4.66187332 -0.13526406  1.76373713  0.78613127  0.44440137
  1.03434845]",10.5468
15,0.6904,0.7863,"[ 2.47442439  4.67186719 -0.14526246  1.75375098  0.77613453  0.43445198
  1.02435196]",10.5181
16,0.691,0.7503,"[ 2.46444447  4.68185971 -0.15526055  1.74376829  0.76613841  0.42453658
  1.01435611]",10.4963
17,0.6891,0.7931,"[ 2.45446581  4.69185171 -0.16525856  1.73378734  0.75614247  0.41468074
  1.00436041]",10.4813
18,0.6915,0.7402,"[ 2.44448859  4.70184311 -0.17525648  1.72380855  0.74614674  0.40531289
  0.99436489]",10.4736
19,0.692,0.7469,"[ 2.43451937  4.71183131 -0.18525368  1.71383851  0.73615247  0.41231987
  0.98437086]",10.4957
20,0.6919,0.7392,"[ 2.4245504   4.72181903 -0.19525081  1.70387019  0.72615835  0.42188784
  0.97437694]",10.5275
21,0.6931,0.7115,"[ 2.41459047  4.73180264 -0.20524705  1.69391324  0.71616607  0.43155978
  0.96438488]",10.5655
22,0.6923,0.7383,"[ 2.40463309  4.74178468 -0.21524301  1.68396133  0.70617441  0.44129989
  0.95439339]",10.6095
23,0.6924,0.7387,"[ 2.39469193  4.75175905 -0.22523735  1.67403154  0.69618613  0.45102296
  0.94440525]",10.6592
24,0.6923,0.7364,"[ 2.3847881   4.76171582 -0.23522793  1.66415114  0.6862057   0.46065333
  0.93442491]",10.7145
25,0.6916,0.7327,"[ 2.37695162  4.76963906 -0.24321136  1.6563638   0.67824018  0.46814251
  0.92645926]",10.7625
26,0.6932,0.6896,"[ 2.37164272  4.77511093 -0.24901882  1.65110925  0.67257307  0.47330773
  0.92078942]",10.7989
27,0.6931,0.693,"[ 2.37098207  4.7755197  -0.24912851  1.65030183  0.6723607   0.47442148
  0.92058   ]",10.801
28,0.6929,0.7112,"[ 2.36499264  4.78151693 -0.25512812  1.64431762  0.66636164  0.48034889
  0.91458101]",10.8416
29,0.6924,0.7092,"[ 2.36453896  4.78176591 -0.25518426  1.64370667  0.6662463   0.48125073
  0.91446804]",10.8431
30,0.6931,0.6993,"[ 2.35863118  4.78772035 -0.2611751   1.63784558  0.66026584  0.48701025
  0.9084871 ]",10.8854
31,0.6929,0.6652,"[ 2.35859516  4.78773851 -0.2611787   1.63778855  0.66025816  0.4870919
  0.90847968]",10.8855
32,0.6923,0.7051,"[ 2.35870873  4.78767975 -0.26116653  1.63795442  0.66028389  0.48683354
  0.90850475]",10.8851
