epoch,loss_discriminator,loss_generator,params_generator,rel_entropy
0,0.5623,0.6428,"[2.61022781 4.51593493 0.01069945 1.88963525 0.93209127 0.57018256
 1.18030623 2.16123021 2.4829776  3.39548414 2.62387896 4.31535886
 1.29435906]",19.2289
1,0.5446,0.6155,"[2.60022859 4.50593646 0.02068849 1.87964248 0.9420892  0.56018395
 1.19030548 2.15123375 2.47298372 3.40548336 2.61388025 4.3253576
 1.30433244]",18.8897
2,0.5498,0.5998,"[2.59022921 4.49593765 0.03068026 1.86964654 0.95208743 0.55018516
 1.20030488 2.14123609 2.46298761 3.41548272 2.60388126 4.33535665
 1.31431903]",18.5404
3,0.5687,0.5942,"[2.5802298  4.48593891 0.0406734  1.85964991 0.96208537 0.54018632
 1.21030429 2.13123861 2.4529906  3.4254821  2.59388221 4.34535568
 1.32431241]",18.1836
4,0.5737,0.5896,"[2.57023038 4.47594031 0.05066744 1.84965294 0.97208286 0.53018744
 1.22030371 2.12124153 2.4429931  3.43548149 2.58388313 4.35535467
 1.334308  ]",17.8218
5,0.5921,0.5855,"[2.56023097 4.4659419  0.06066213 1.83965576 0.98207964 0.52018855
 1.23030312 2.11124501 2.43299527 3.44548086 2.57388402 4.36535361
 1.34430458]",17.4574
6,0.5975,0.5815,"[2.55023155 4.45594371 0.07065729 1.82965844 0.9920753  0.51018965
 1.24030252 2.10124927 2.42299723 3.45548023 2.56388491 4.37535249
 1.35430174]",17.0927
7,0.5993,0.5753,"[2.54023215 4.44594581 0.08065281 1.81966106 1.00206879 0.50019075
 1.25030192 2.0912548  2.41299904 3.46547959 2.5538858  4.38535131
 1.36429925]",16.73
8,0.62,0.5719,"[2.53023275 4.43594833 0.09064859 1.80966366 1.01205642 0.49019187
 1.26030129 2.08126258 2.40300076 3.47547892 2.54388671 4.39535003
 1.37429699]",16.3713
9,0.628,0.5722,"[2.52023338 4.4259514  0.10064458 1.79966627 1.01993342 0.48019302
 1.27030065 2.07127529 2.3930024  3.48547824 2.53388763 4.40534867
 1.3842949 ]",16.0297
10,0.6426,0.5717,"[2.51023402 4.41595526 0.11064073 1.78966883 1.00996043 0.47019419
 1.28029998 2.06130159 2.38300397 3.49547752 2.52388857 4.41534721
 1.39429296]",15.7895
11,0.649,0.569,"[2.50023468 4.40596028 0.12063703 1.77967128 0.99996945 0.46019538
 1.2902993  2.05358094 2.37300547 3.50547678 2.51388952 4.42534565
 1.40429116]",15.5796
12,0.6468,0.5718,"[2.49023539 4.39596783 0.13063334 1.76967381 0.98997555 0.45019662
 1.30029856 2.06354454 2.36300699 3.51547598 2.50389051 4.43534389
 1.4142894 ]",15.5558
13,0.657,0.5759,"[2.48023613 4.38597976 0.14062972 1.75967641 0.97998045 0.44019788
 1.31029779 2.07352815 2.35300851 3.52547515 2.49389153 4.44534196
 1.42428768]",15.5464
14,0.654,0.5659,"[2.47023692 4.37600575 0.15062608 1.74967916 0.96998474 0.4301992
 1.32029697 2.08351674 2.34301007 3.53547425 2.48389259 4.45533978
 1.43428595]",15.5525
15,0.6714,0.5871,"[2.46023776 4.37209592 0.16062243 1.73968207 0.95998866 0.42020057
 1.33029611 2.09350739 2.33301168 3.54547329 2.4738937  4.46533736
 1.4442842 ]",15.6279
16,0.6661,0.5805,"[2.45023869 4.38205347 0.17061865 1.72968518 0.94999251 0.41020205
 1.34029515 2.10349896 2.32301342 3.55547224 2.4638949  4.47533455
 1.45428236]",15.8367
17,0.6774,0.5877,"[2.4402397  4.39203227 0.18061477 1.71968843 0.93999634 0.40020362
 1.3502941  2.11349087 2.31301527 3.56547109 2.45389617 4.48533134
 1.46428043]",16.055
18,0.6829,0.6007,"[2.43024084 4.40201616 0.19061065 1.70969196 0.93000035 0.39020535
 1.36029293 2.12348266 2.30301733 3.57546979 2.44389757 4.49532756
 1.47427833]",16.2825
19,0.6753,0.5845,"[2.42024217 4.41200169 0.20060618 1.69969594 0.92000473 0.38020731
 1.37029156 2.1334739  2.29301969 3.58546829 2.43389917 4.505323
 1.48427596]",16.5188
20,0.6838,0.6035,"[2.41024364 4.42198809 0.21060146 1.68970025 0.91000937 0.37020946
 1.38029004 2.14346465 2.2830223  3.59546661 2.42390092 4.51531774
 1.49427338]",16.7633
21,0.6903,0.6329,"[2.40024539 4.43197396 0.22059621 1.67970524 0.90001467 0.36021197
 1.39028824 2.15345419 2.27302539 3.60546461 2.41390297 4.5253113
 1.50427038]",17.0154
22,0.6911,0.6525,"[2.39024775 4.44195704 0.23058967 1.66971181 0.89002152 0.35021528
 1.40028581 2.16344074 2.26302952 3.61546192 2.40390569 4.53530239
 1.51426643]",17.2742
23,0.6921,0.6585,"[2.38025054 4.45193841 0.24058234 1.65971945 0.88002944 0.34021915
 1.41028293 2.17342511 2.25303443 3.62545873 2.39390887 4.54529161
 1.52426181]",17.5387
24,0.6912,0.6369,"[2.37025529 4.46190894 0.25057084 1.64973224 0.87004257 0.33022562
 1.42027806 2.18339925 2.24304278 3.6354533  2.38391422 4.555273
 1.53425407]",17.8077
25,0.694,0.6699,"[2.3602637  4.47185975 0.26055197 1.63975446 0.86006535 0.3202369
 1.43026943 2.19335411 2.23305762 3.64544369 2.37392359 4.56523979
 1.54424055]",18.0798
26,0.6928,0.6736,"[2.35423442 4.47800531 0.26661037 1.633681   0.85399047 0.31419855
 1.43629939 2.19949367 2.2270066  3.65147709 2.36789135 4.57134774
 1.5502864 ]",18.2468
27,0.6929,0.6823,"[2.35023982 4.4819748  0.27059898 1.62969488 0.85000489 0.31020569
 1.44029386 2.20346421 2.22301623 3.65547092 2.36389728 4.57532642
 1.5542778 ]",18.3565
28,0.6931,0.6885,"[2.34824001 4.48397285 0.27259811 1.62769532 0.84800551 0.30820598
 1.44229365 2.20546232 2.22101659 3.6574707  2.36189749 4.57732559
 1.55627744]",18.4115
29,0.6929,0.6688,"[2.34622526 4.48604921 0.27462632 1.6256579  0.84596716 0.30618678
 1.44430873 2.20753736 2.21899039 3.65948758 2.35988135 4.5793821
 1.5583006 ]",18.4678
30,0.6929,0.7052,"[2.34622731 4.48603739 0.27462177 1.62566309 0.84597265 0.30618951
 1.44430662 2.20752583 2.21899406 3.65948523 2.35988359 4.57937405
 1.55829731]",18.4676
31,0.6932,0.6949,"[2.34820516 4.48415564 0.2726648  1.62760637 0.8479144  0.30816057
 1.44232929 2.20564173 2.22095454 3.6575106  2.36185932 4.5774604
 1.55633226]",18.4142
32,0.693,0.7173,"[2.3462117  4.48612417 0.27465154 1.62562228 0.84593087 0.30616913
 1.44432258 2.20761125 2.21896588 3.65950315 2.35986649 4.57943711
 1.55832205]",18.4688
33,0.6931,0.6871,"[2.34818229 4.48427807 0.27270815 1.62754765 0.8478541  0.3081308
 1.44235268 2.20576283 2.2209135  3.65753681 2.36183431 4.57755024
 1.55636832]",18.416
