epoch,loss_discriminator,loss_generator,params_generator,rel_entropy
0,0.7029,0.6105,"[2.63022266 4.53592535 0.01067692 1.88962362 0.91209969 0.59017579
 1.1603106  2.1811128  2.48297816 3.37548856 2.64386681 4.29536737
 1.2945991  5.50738226 0.18207647 4.20267681 2.63199957]",14.5622
1,0.6913,0.7302,"[2.63224224 4.53796197 0.01278704 1.88753232 0.91006902 0.59220101
 1.15829378 2.18328992 2.48086224 3.37347167 2.64590655 4.29333456
 1.29668935 5.50534419 0.18410613 4.2006502  2.63402145]",14.7442
2,0.693,0.7454,"[2.62225037e+00 4.52797644e+00 2.85508782e-03 1.89750245e+00
 9.20057526e-01 5.82211294e-01 1.16828701e+00 2.17340831e+00
 2.49082593e+00 3.38346488e+00 2.63592610e+00 4.30332149e+00
 1.28671853e+00 5.51532859e+00 1.74117074e-01 4.21063939e+00
 2.62402987e+00]",13.8445
3,0.6893,0.7403,"[ 2.61225946  4.51799145 -0.00702958  1.90747816  0.93004617  0.57222238
  1.17827966  2.16357944  2.5007978   3.39345754  2.6259528   4.3133078
  1.27674233  5.52531168  0.1641277   4.22062771  2.61403845]",12.9357
4,0.6934,0.7366,"[ 2.60227294  4.50801241 -0.01672159  1.91744917  0.94003087  0.56223826
  1.18826902  2.15391436  2.510765    3.40344695  2.61600241  4.32328855
  1.26677089  5.53528704  0.15414187  4.2306109   2.60405027]",12.0288
5,0.6945,0.729,"[ 2.59228508  4.49803003 -0.02230984  1.92742793  0.95001845  0.552252
  1.19825969  2.14435258  2.52074139  3.41343771  2.60606752  4.33327233
  1.2567919   5.54526521  0.1441533   4.24059635  2.59406007]",11.1327
6,0.6931,0.7002,"[ 2.5823209   4.48807836 -0.02261477  1.93737674  0.95998553  0.54229047
  1.208233    2.13640695  2.53068516  3.42341145  2.59646844  4.34322778
  1.24684304  5.55520121  0.13418345  4.25055533  2.58408647]",10.2647
7,0.6926,0.7112,"[ 2.57656563  4.48237723 -0.02254975  1.94308029  0.9657683   0.53654264
  1.21404363  2.13346072  2.53636822  3.42922549  2.59193837  4.34894705
  1.24114077  5.5608225   0.12838544  4.25628917  2.57826842]",9.7851
8,0.6931,0.6948,"[ 2.57652256  4.48232439 -0.02251465  1.94313003  0.96580335  0.53649925
  1.21407474  2.13222631  2.53642208  3.4292558   2.58964241  4.34899615
  1.24109067  5.5608985   0.12835318  4.25633559  2.57823973]",9.7651
9,0.693,0.6968,"[ 2.57851081  4.48431001 -0.02226408  1.94114283  0.96381262  0.5384877
  1.21208311  2.1309793   2.53443601  3.42726392  2.5892456   4.34700939
  1.2430776   5.55891993  0.13034469  4.25434816  2.58023217]",9.9124
10,0.6932,0.6995,"[ 2.57641819  4.48219287 -0.02261144  1.94325769  0.96589341  0.5363923
  1.21415241  2.13009855  2.53656062  3.42933177  2.5866285   4.34911754
  1.24096168  5.56107617  0.12827045  4.25644999  2.578166  ]",9.7339
11,0.693,0.6778,"[ 2.57461867  4.48043955 -0.02211117  1.94502285  0.96772359  0.53459507
  1.21600297  2.12963602  2.53830676  3.43118585  2.58514504  4.35088924
  1.23919932  5.56274201  0.12642692  4.25823343  2.57630608]",9.5867
12,0.6928,0.681,"[ 2.5765408   4.48234735 -0.02190633  1.9431075   0.96578733  0.53651804
  1.21406094  2.12863005  2.53639753  3.42924228  2.58303298  4.34897521
  1.24111344  5.56086866  0.12836791  4.25631575  2.57825291]",9.7185
13,0.6931,0.6925,"[ 2.57695833  4.48277008 -0.02240738  1.94268255  0.96537666  0.53693747
  1.21366607  2.12903832  2.53597426  3.42884981  2.58109201  4.34855224
  1.24153812  5.56046855  0.12877064  4.25589402  2.57864336]",9.7392
14,0.6931,0.6847,"[ 2.57289406  4.47869769 -0.02250314  1.94674694  0.96942752  0.53287536
  1.21771406  2.13218382  2.54004239  3.4328964   2.58211043  4.35262077
  1.23747278  5.56456819  0.12472317  4.25996031  2.5746003 ]",9.4432
15,0.6931,0.6946,"[ 2.57291012  4.47871859 -0.02248319  1.94672719  0.96941369  0.53289166
  1.21770227  2.13181844  2.5400206   3.43288491  2.5799787   4.35260194
  1.23749302  5.56453925  0.12473574  4.2599426   2.57461145]",9.4309
16,0.6931,0.6941,"[ 2.57504775  4.48088845 -0.02102066  1.94456813  0.96729676  0.53502949
  1.21559924  2.12917768  2.53784799  3.43078452  2.57709756  4.3504459
  1.23965535  5.56231089  0.12684318  4.25779425  2.57670781]",9.5701
17,0.6922,0.6759,"[ 2.57122425  4.47710824 -0.02207467  1.94836624  0.97115002  0.5312049
  1.21946978  2.13084579  2.5416275   3.43465872  2.57777567  4.35424551
  1.23586218  5.5660026   0.12297738  4.26160404  2.57282765]",9.2883
18,0.6931,0.6839,"[ 2.58108742  4.48692932 -0.01648675  1.93853629  0.96126959  0.54106575
  1.20957109  2.12374908  2.53181517  3.42475748  2.57784726  4.34440618
  1.24568756  5.55624655  0.13286886  4.25175524  2.58273117]",10.0259
19,0.6931,0.6931,"[ 2.58436613  4.49012727 -0.01444033  1.93534517  0.9579735   0.54432908
  1.20621673  2.1221683   2.52864935  3.42139816  2.58017966  4.34117989
  1.24887453  5.55311312  0.1361913   4.24851016  2.58608722]",10.2909
20,0.6932,0.6961,"[ 2.57837172  4.48413558 -0.0197419   1.94133608  0.96396803  0.53833526
  1.21221259  2.12654122  2.53463904  3.42739409  2.57434941  4.34717264
  1.24288373  5.55910217  0.1301962   4.25450356  2.58009146]",9.8023
21,0.693,0.6783,"[ 2.57640693  4.48218293 -0.02057241  1.94329048  0.96593669  0.53637144
  1.21418658  2.12753893  2.5365883   3.42936871  2.57137968  4.34913053
  1.24093065  5.5610378   0.12822451  4.25646415  2.5781165 ]",9.6363
22,0.6931,0.6889,"[ 2.58048731  4.48628747 -0.01727874  1.93918704  0.96186244  0.54045461
  1.21012457  2.12372918  2.53247532  3.42530793  2.57509069  4.34503587
  1.24503639  5.55690683  0.13229231  4.25237491  2.58217722]",9.9635
23,0.6932,0.6939,"[ 2.57454759  4.48036733 -0.02164402  1.94511158  0.96780927  0.53451581
  1.21607985  2.12855031  2.53839158  3.43126438  2.57015809  4.35096477
  1.23911436  5.56279857  0.12634039  4.25830806  2.57621995]",9.4895
24,0.6931,0.6904,"[ 2.57652994  4.48234383 -0.02078517  1.94313318  0.96582453  0.53649813
  1.21409277  2.12688576  2.53641569  3.42927691  2.56896693  4.34898554
  1.24109186  5.56083151  0.12832665  4.25632759  2.57820775]",9.6302
25,0.6927,0.7045,"[ 2.57655681  4.48238071 -0.02053632  1.94309661  0.96579972  0.53652617
  1.21407263  2.12633866  2.53637489  3.4292572   2.5690909   4.34895292
  1.24112947  5.56078309  0.12834902  4.25629717  2.57822753]",9.6318
26,0.6929,0.7009,"[ 2.57644399  4.48223101 -0.02212411  1.94323592  0.96589894  0.5364125
  1.21415629  2.12761163  2.53652982  3.42933856  2.56709212  4.34908561
  1.24098472  5.56098673  0.1282595   4.2564221   2.57814788]",9.6141
27,0.6932,0.6954,"[ 2.57438069  4.48014853 -0.02259189  1.94531411  0.9679559   0.53434834
  1.21620441  2.12972461  2.53861586  3.4313855   2.56494606  4.35115956
  1.23890385  5.56309353  0.12620778  4.25849198  2.57610157]",9.4484
28,0.6931,0.6931,"[ 2.57161283  4.47740099 -0.02260935  1.94806506  0.97072278  0.5315827
  1.21897267  2.13129385  2.54135711  3.43415255  2.56422945  4.35391733
  1.23615593  5.5658036   0.12344105  4.26125385  2.57333723]",9.2382
29,0.6932,0.6968,"[ 2.57561991  4.48141126 -0.02139319  1.94405345  0.96671519  0.53559068
  1.21496697  2.12731423  2.53734418  3.43014688  2.56405223  4.34990822
  1.24016772  5.56179251  0.1274479   4.25724546  2.57734329]",9.5331
30,0.6931,0.6895,"[ 2.5738099   4.47965265 -0.0221142   1.94582968  0.96854614  0.53378024
  1.21682105  2.12834155  2.539099    3.43200486  2.56066822  4.35169109
  1.23840012  5.56348254  0.12560194  4.25903878  2.57548219]",9.3774
31,0.6932,0.6795,"[ 2.57776145  4.4835874  -0.02050657  1.9418891   0.96458875  0.53773189
  1.21285684  2.1249674   2.53516563  3.42803957  2.5629762   4.34774817
  1.24233771  5.55957221  0.12956373  4.25509252  2.57944821]",9.6858
32,0.6931,0.7008,"[ 2.58173986  4.48755727 -0.01798517  1.93791722  0.9606082   0.54170996
  1.20887274  2.12150919  2.53119746  3.42405503  2.56647331  4.34377429
  1.24630818  5.55561343  0.1335464   4.25111692  2.58343287]",10.0058
33,0.6929,0.7027,"[ 2.57785827  4.48372127 -0.02026351  1.94175439  0.96449624  0.53783336
  1.2127827   2.12407782  2.53501533  3.42796692  2.56344335  4.34763026
  1.24247681  5.55940359  0.12964706  4.25498247  2.57952217]",9.6942
34,0.6931,0.6846,"[ 2.57408533  4.48001131 -0.02243756  1.945477    0.96828666  0.5340635
  1.21660447  2.12702668  2.53871266  3.43179272  2.55968163  4.35136858
  1.23876367  5.56304626  0.12583848  4.25873362  2.57569531]",9.39
35,0.6931,0.6959,"[ 2.57636476  4.48236899 -0.02082096  1.94314225  0.96603346  0.53634379
  1.2143878   2.12370238  2.53634571  3.42958155  2.56114687  4.34904776
  1.2411116   5.56059405  0.12806903  4.25642834  2.57790352]",9.5655
36,0.6931,0.6846,"[ 2.57636179  4.48236537 -0.02112511  1.9431446   0.96603557  0.53634121
  1.21438986  2.12367466  2.53634832  3.42958349  2.5607776   4.34905091
  1.24110896  5.56059998  0.12806715  4.2564314   2.57790181]",9.5631
37,0.6934,0.6986,"[ 2.57440622  4.48042731 -0.02191684  1.94508473  0.96799444  0.53438702
  1.21635661  2.12491374  2.53828089  3.43155105  2.55940014  4.35099703
  1.23917136  5.56251817  0.12610394  4.25838107  2.57593439]",9.4084
38,0.6932,0.6956,"[ 2.57433383  4.48033025 -0.02208518  1.94517862  0.96806164  0.53431275
  1.21641201  2.12523374  2.53838492  3.43160518  2.55882886  4.35108297
  1.239074    5.56264175  0.12604327  4.25846198  2.57588016]",9.4001
39,0.693,0.6807,"[ 2.57238935  4.4784063  -0.02238824  1.94710828  0.97001189  0.53236872
  1.21837085  2.12643794  2.54030572  3.43356519  2.55580698  4.35301691
  1.23714788  5.56453854  0.12408775  4.26039992  2.57391966]",9.2374
40,0.6932,0.6892,"[ 2.5743099   4.48029892 -0.02236755  1.94520495  0.96808205  0.53428989
  1.21642975  2.12522843  2.53841441  3.43162225  2.55442676  4.35111013
  1.23904573  5.56268531  0.12602502  4.2584879   2.57586375]",9.3725
41,0.6932,0.6886,"[ 2.5759405   4.48184706 -0.0222576   1.94362948  0.96642382  0.53592148
  1.21472914  2.12424222  2.53687175  3.42991476  2.55482216  4.34952255
  1.24060572  5.56122364  0.12770994  4.25688469  2.57757444]",9.4972
42,0.6929,0.6876,"[ 2.57198766  4.47791384 -0.02259616  1.94756702  0.97038028  0.53196947
  1.218694    2.12751269  2.54080073  3.43388058  2.55102562  4.35346533
  1.23667175  5.56513448  0.12374862  4.2608312   2.5736087 ]",9.1812
43,0.6931,0.6934,"[ 2.57805426  4.48400192 -0.02105746  1.94147736  0.96431428  0.53803915
  1.2126404   2.1217215   2.53470271  3.42782789  2.55540085  4.34738624
  1.24276416  5.55903446  0.12980864  4.25475651  2.57966283]",9.6576
44,0.6931,0.7008,"[ 2.58016322  4.48615268 -0.01938008  1.93932645  0.9622081   0.54015295
  1.21055562  2.11916659  2.53253442  3.42574481  2.55778453  4.34525413
  1.24492102  5.55684966  0.13190411  4.25263279  2.58174801]",9.8287
45,0.6931,0.7004,"[ 2.57815877  4.48414763 -0.0214677   1.94132873  0.96421093  0.53814937
  1.2125587   2.1210786   2.53453687  3.42774767  2.55560164  4.34725853
  1.24291822  5.55885828  0.12990158  4.2546372   2.57974565]",9.6657
46,0.6932,0.6949,"[ 2.57420177  4.48020864 -0.02256239  1.94527124  0.96817098  0.53419323
  1.21652656  2.12440127  2.53847146  3.43171641  2.55228054  4.35120631
  1.23897897  5.56277731  0.12593705  4.25858838  2.57577707]",9.3506
47,0.6932,0.7019,"[ 2.57616124  4.48215247 -0.02255921  1.9433226   0.96620779  0.53615254
  1.21455683  2.12280384  2.53652952  3.42974578  2.55348787  4.34925467
  1.24092455  5.5608526   0.12790428  4.25663385  2.5777479 ]",9.5038
48,0.6931,0.6845,"[ 2.582028    4.48796852 -0.02015365  1.93749394  0.9603306   0.54201799
  1.20865743  2.11811006  2.53072273  3.42384358  2.5581096   4.3434137
  1.2467436   5.55509339  0.13379468  4.25078335  2.58365021]",9.9725
