epoch,loss_discriminator,loss_generator,params_generator,rel_entropy
0,0.6765,0.9185,"[ 2.61722933e+00  4.52893149e+00 -2.28111546e-03  1.89661326e+00
  9.19095018e-01  5.77182235e-01  1.16730806e+00]",11.6201
1,0.6774,0.8848,"[ 2.61423221  4.53193069 -0.00528086  1.893615    0.9160956   0.57418406
  1.16430871]",11.5834
2,0.676,0.9202,"[ 2.61123492  4.53492991 -0.00828062  1.89061665  0.91309614  0.57118581
  1.16130933]",11.5474
3,0.6794,0.8761,"[ 2.60823782  4.53792908 -0.01128036  1.88761843  0.91009673  0.56818773
  1.15830999]",11.5119
4,0.6773,0.8966,"[ 2.60524042  4.54092833 -0.01428012  1.88462003  0.90709725  0.56518949
  1.15531059]",11.477
5,0.6795,0.8709,"[ 2.60224342  4.54392746 -0.01727985  1.88162189  0.90409786  0.56219157
  1.15231127]",11.4427
6,0.6802,0.8712,"[ 2.59924617  4.54692664 -0.0202796   1.87862361  0.90109842  0.55919352
  1.14931191]",11.4089
7,0.6799,0.8994,"[ 2.59624893  4.54992583 -0.02327934  1.87562534  0.89809898  0.55619552
  1.14631254]",11.3758
8,0.6811,0.8701,"[ 2.59325177  4.55292498 -0.02627908  1.87262713  0.89509956  0.55319763
  1.14331319]",11.3432
9,0.6797,0.9017,"[ 2.59025483  4.55592405 -0.02927879  1.86962908  0.89210019  0.55019996
  1.1403139 ]",11.3112
10,0.677,0.8869,"[ 2.58725782  4.55892314 -0.03227851  1.86663099  0.8891008   0.54720229
  1.13731459]",11.2798
11,0.6809,0.8906,"[ 2.58426059  4.56192229 -0.03527825  1.86363277  0.88610137  0.5442045
  1.13431523]",11.2489
12,0.6818,0.8602,"[ 2.58126351  4.56492139 -0.03827797  1.86063466  0.88310196  0.54120688
  1.13131591]",11.2185
13,0.6787,0.8902,"[ 2.57826632  4.56792051 -0.04127771  1.8576365   0.88010254  0.53820923
  1.12831656]",11.1887
14,0.68,0.8573,"[ 2.57526902  4.57091966 -0.04427745  1.85463826  0.8771031   0.53521153
  1.12531718]",11.1594
15,0.6812,0.8806,"[ 2.57227218  4.57391867 -0.04727714  1.85164035  0.87410374  0.53221431
  1.12231791]",11.1308
16,0.6808,0.8682,"[ 2.5692754   4.57691764 -0.05027683  1.84864248  0.87110441  0.52921721
  1.11931866]",11.1027
17,0.6812,0.8564,"[ 2.56627885  4.57991653 -0.0532765   1.84564479  0.86810512  0.52622042
  1.11631946]",11.0752
18,0.6818,0.8565,"[ 2.56328215  4.58291547 -0.05627618  1.842647    0.86510579  0.52322354
  1.11332022]",11.0483
19,0.6825,0.8438,"[ 2.56028523  4.58591447 -0.05927588  1.83964909  0.86210643  0.52022654
  1.11032093]",11.0221
20,0.6836,0.8575,"[ 2.55728825  4.58891348 -0.06227559  1.83665114  0.85910705  0.51722955
  1.10732163]",10.9964
21,0.6812,0.8846,"[ 2.55429123  4.5919125  -0.06527529  1.83365319  0.85610766  0.51423261
  1.10432232]",10.9714
22,0.6839,0.8442,"[ 2.55129423  4.5949115  -0.068275    1.83065526  0.85310828  0.51123576
  1.10132301]",10.947
23,0.6841,0.8237,"[ 2.54829774  4.59791033 -0.07127466  1.8276577   0.850109    0.50823958
  1.09832382]",10.9233
24,0.6828,0.8619,"[ 2.54530138  4.60090911 -0.0742743   1.82466024  0.84710975  0.50524366
  1.09532465]",10.9001
25,0.6845,0.8347,"[ 2.54230511  4.60390785 -0.07727393  1.82166287  0.84411052  0.50224797
  1.09232551]",10.8776
26,0.6835,0.8583,"[ 2.53930816  4.60690682 -0.08027363  1.81866503  0.84111114  0.49925157
  1.08932621]",10.8558
27,0.6863,0.8242,"[ 2.53631151  4.60990568 -0.0832733   1.81566742  0.83811183  0.49625566
  1.08632697]",10.8346
28,0.6853,0.8429,"[ 2.53331486  4.61290453 -0.08627296  1.81266983  0.83511252  0.49325988
  1.08332773]",10.814
29,0.6864,0.8105,"[ 2.53031857  4.61590326 -0.0892726   1.80967251  0.83211327  0.49026472
  1.08032858]",10.7941
30,0.6857,0.8366,"[ 2.52732205  4.61890205 -0.09227225  1.80667504  0.82911398  0.4872694
  1.07732937]",10.7748
31,0.6865,0.8108,"[ 2.52432573  4.62190077 -0.09527189  1.80367775  0.82611474  0.48427454
  1.0743302 ]",10.7562
32,0.6872,0.79,"[ 2.52132973  4.62489937 -0.09827149  1.80068071  0.82311555  0.48128035
  1.0713311 ]",10.7382
33,0.6869,0.8201,"[ 2.51833371  4.62789797 -0.1012711   1.79768367  0.82011636  0.47828632
  1.06833199]",10.7209
34,0.6846,0.8476,"[ 2.51533742  4.63089666 -0.10427073  1.79468646  0.81711711  0.47529209
  1.06533282]",10.7042
35,0.6866,0.802,"[ 2.5123412   4.63389533 -0.10727036  1.79168931  0.81411788  0.47229819
  1.06233366]",10.6881
36,0.687,0.7915,"[ 2.50934585  4.63689367 -0.1102699   1.78869285  0.81111882  0.46930609
  1.0593347 ]",10.6727
