v,v_eff,m,t
"[[1.26291977e-06]
 [1.64298895e-05]
 [1.64583790e-04]
 [3.50951255e-06]
 [3.15419209e-05]
 [3.36095034e-06]
 [2.47008908e-05]]","[[1.26291977e-06]
 [1.64298895e-05]
 [1.64583790e-04]
 [3.50951255e-06]
 [3.15419209e-05]
 [3.36095034e-06]
 [2.47008908e-05]]","[[ 0.00337139]
 [-0.01216014]
 [ 0.03848706]
 [ 0.00562011]
 [ 0.01684866]
 [ 0.00549987]
 [ 0.01491   ]]",1
"[[9.17118643e-07]
 [1.18172201e-05]
 [1.18489796e-04]
 [2.54312494e-06]
 [2.29097308e-05]
 [2.38281936e-06]
 [1.79544888e-05]]","[[9.17118643e-07]
 [1.18172201e-05]
 [1.18489796e-04]
 [2.54312494e-06]
 [2.29097308e-05]
 [2.38281936e-06]
 [1.79544888e-05]]","[[ 0.00287299]
 [-0.01031286]
 [ 0.03265591]
 [ 0.00478415]
 [ 0.01435923]
 [ 0.00463092]
 [ 0.01271182]]",1
"[[1.32182656e-06]
 [1.69766410e-05]
 [1.70539160e-04]
 [3.64177138e-06]
 [3.28782193e-05]
 [3.41809199e-06]
 [2.57337757e-05]]","[[1.32182656e-06]
 [1.69766410e-05]
 [1.70539160e-04]
 [3.64177138e-06]
 [3.28782193e-05]
 [3.41809199e-06]
 [2.57337757e-05]]","[[ 0.00344912]
 [-0.01236082]
 [ 0.03917719]
 [ 0.00572503]
 [ 0.01720186]
 [ 0.00554642]
 [ 0.01521854]]",1
"[2.54719127e-08 1.19965838e-08 1.80083196e-07 ... 4.41821487e-06
 3.29798107e-07 1.00483604e-04]","[2.54719127e-08 1.19965838e-08 1.80083196e-07 ... 4.41821487e-06
 3.29798107e-07 1.00483604e-04]","[-0.0004788   0.00032859 -0.00127309 ...  0.00630587 -0.00172284
  0.03007245]",1
"[[9.92508763e-07]
 [1.26305074e-05]
 [1.27004445e-04]
 [2.72806968e-06]
 [2.46885396e-05]
 [2.50775878e-06]
 [1.93373071e-05]]","[[9.92508763e-07]
 [1.26305074e-05]
 [1.27004445e-04]
 [2.72806968e-06]
 [2.46885396e-05]
 [2.50775878e-06]
 [1.93373071e-05]]","[[ 0.00298874]
 [-0.01066183]
 [ 0.03380887]
 [ 0.00495506]
 [ 0.01490627]
 [ 0.00475077]
 [ 0.01319226]]",1
"[[1.35943783e-06]
 [1.72372067e-05]
 [1.73650926e-04]
 [3.71382730e-06]
 [3.36843239e-05]
 [3.41405447e-06]
 [2.63537113e-05]]","[[1.35943783e-06]
 [1.72372067e-05]
 [1.73650926e-04]
 [3.71382730e-06]
 [3.36843239e-05]
 [3.41405447e-06]
 [2.63537113e-05]]","[[ 0.00349785]
 [-0.01245531]
 [ 0.039533  ]
 [ 0.00578139]
 [ 0.01741146]
 [ 0.00554315]
 [ 0.01540076]]",1
"[[9.70357312e-07]
 [1.21872550e-05]
 [1.22891435e-04]
 [2.64550839e-06]
 [2.40550811e-05]
 [2.37761936e-06]
 [1.88369419e-05]]","[[9.70357312e-07]
 [1.21872550e-05]
 [1.22891435e-04]
 [2.64550839e-06]
 [2.40550811e-05]
 [2.37761936e-06]
 [1.88369419e-05]]","[[ 0.0029552 ]
 [-0.01047307]
 [ 0.03325692]
 [ 0.00487951]
 [ 0.01471379]
 [ 0.00462586]
 [ 0.01302046]]",1
"[1.35307626e-08 5.96179507e-09 1.00629780e-07 ... 2.44920917e-06
 1.76072358e-07 5.41453523e-05]","[1.35307626e-08 5.96179507e-09 1.00629780e-07 ... 2.44920917e-06
 1.76072358e-07 5.41453523e-05]","[ 0.00034897 -0.00023164  0.00095167 ... -0.00469498  0.00125883
 -0.02207506]",1
"[[1.35189115e-06]
 [1.69210615e-05]
 [1.70953571e-04]
 [3.66292288e-06]
 [3.33815045e-05]
 [3.29398648e-06]
 [2.61101604e-05]]","[[1.35189115e-06]
 [1.69210615e-05]
 [1.70953571e-04]
 [3.66292288e-06]
 [3.33815045e-05]
 [3.29398648e-06]
 [2.61101604e-05]]","[[ 0.00348813]
 [-0.01234057]
 [ 0.03922476]
 [ 0.00574163]
 [ 0.01733302]
 [ 0.0054448 ]
 [ 0.01532943]]",1
"[[9.76784549e-07]
 [1.21131600e-05]
 [1.22499397e-04]
 [2.64095127e-06]
 [2.41305666e-05]
 [2.32278031e-06]
 [1.88912777e-05]]","[[9.76784549e-07]
 [1.21131600e-05]
 [1.22499397e-04]
 [2.64095127e-06]
 [2.41305666e-05]
 [2.32278031e-06]
 [1.88912777e-05]]","[[ 0.00296497]
 [-0.01044119]
 [ 0.03320383]
 [ 0.0048753 ]
 [ 0.01473686]
 [ 0.0045722 ]
 [ 0.01303923]]",1
