epoch,loss_discriminator,loss_generator,params_generator,rel_entropy
0,0.6812,0.6153,"[2.61023791 4.51593787 0.010716   1.90960859 0.93209184 0.59017531
 1.18030483 2.18120925 2.50295793 3.39547544 2.64385795]",17.8791
1,0.6839,0.6241,"[2.60024634 4.50594216 0.02071387 1.91960628 0.94208979 0.60017128
 1.19030279 2.19119884 2.51295339 3.40546737 2.653843  ]",17.8608
2,0.6838,0.6206,"[2.59025564 4.49594675 0.0307116  1.92960383 0.95208757 0.61016697
 1.20030055 2.2011873  2.52294841 3.4154579  2.6638279 ]",17.8472
3,0.6848,0.6173,"[2.58026557 4.48595154 0.04070922 1.93960127 0.96208523 0.62016249
 1.21029815 2.21117472 2.53294308 3.42544702 2.67381272]",17.8383
4,0.688,0.6375,"[2.57027753 4.4759571  0.05070649 1.94959832 0.97208249 0.63015731
 1.22029528 2.2211594  2.54293676 3.43543277 2.68379605]",17.8338
5,0.6889,0.6313,"[2.56029011 4.46596286 0.06070364 1.95959527 0.98207961 0.64015193
 1.23029223 2.23114262 2.55293003 3.4454164  2.69377919]",17.8334
6,0.689,0.642,"[2.55030445 4.45596928 0.07070049 1.96959188 0.99207637 0.65014594
 1.24028874 2.24112274 2.56292235 3.45539579 2.70376099]",17.8371
7,0.6908,0.6523,"[2.54032151 4.44597672 0.08069686 1.97958794 1.00207257 0.66013899
 1.25028458 2.25109796 2.57291323 3.46536817 2.71374049]",17.8445
8,0.6912,0.6431,"[2.53034295 4.43598584 0.09069245 1.98958314 1.01206787 0.67013047
 1.26027934 2.26106519 2.5829018  3.4753287  2.7237161 ]",17.8554
9,0.6914,0.6413,"[2.52037389 4.42599862 0.10068634 1.9995764  1.0220612  0.68011854
 1.27027179 2.271015   2.59288543 3.48526191 2.73368289]",17.8696
10,0.6922,0.6507,"[2.51047145 4.41603794 0.11066786 2.00955562 1.03204036 0.69008192
 1.28024776 2.28085192 2.60283455 3.49501911 2.74358649]",17.8877
11,0.6925,0.6737,"[2.50249722 4.40804856 0.11866275 2.01755    1.04003472 0.6980719
 1.28824123 2.28880136 2.61082015 3.50294341 2.75155869]",17.9034
12,0.6932,0.6983,"[2.49652121 4.40205852 0.12465795 2.02354472 1.04602939 0.70406248
 1.29423503 2.29475182 2.61680644 3.50887298 2.7575327 ]",17.9163
13,0.6931,0.6804,"[2.48852535 4.39406049 0.13265688 2.0315437  1.0540284  0.71206054
 1.30223395 2.30273875 2.62480342 3.5168633  2.7655255 ]",17.9343
14,0.693,0.6862,"[2.48419891 4.38989554 0.13674161 2.03563967 1.0581268  0.71621728
 1.30634976 2.30722293 2.62901773 3.52143192 2.76983724]",17.9415
15,0.6931,0.6958,"[2.48215035 4.38787715 0.13874995 2.03764947 1.06013698 0.71823454
 1.30836223 2.30934772 2.63104379 3.52385304 2.77187983]",17.9435
16,0.6931,0.6938,"[2.48084635 4.38664786 0.14003731 2.03891947 1.06140334 0.71946478
 1.30961046 2.31096144 2.63228084 3.52624666 2.77317117]",17.9386
17,0.6932,0.698,"[2.47888647 4.38466427 0.1420295  2.04091067 1.0633943  0.72144918
 1.3115996  2.3128591  2.63425713 3.52812777 2.77512998]",17.9441
18,0.6928,0.7049,"[2.47688825 4.38266566 0.14402865 2.04290989 1.06539354 0.72344774
 1.31359877 2.31485346 2.6362548  3.53062547 2.77712502]",17.9454
19,0.6931,0.7104,"[2.47298504 4.37870384 0.14801083 2.04688945 1.06937234 0.72741147
 1.31757288 2.31855743 2.64019845 3.53408864 2.78103043]",17.9589
20,0.6928,0.7177,"[2.47480547 4.38062723 0.1460474  2.04493181 1.06741642 0.72548427
 1.31562664 2.316979   2.63830779 3.53536136 2.7791985 ]",17.9307
21,0.693,0.7222,"[2.47485213 4.38064655 0.14603819 2.04492136 1.0674056  0.72546583
 1.3156135  2.31684909 2.63827929 3.53789054 2.77915104]",17.9117
22,0.6929,0.6611,"[2.47678137 4.38261975 0.1440504  2.04293568 1.06542055 0.72349114
 1.31363188 2.31506702 2.63631854 3.53703575 2.77721496]",17.8986
23,0.6931,0.7187,"[2.47478402 4.38062141 0.14604943 2.04493477 1.06741965 0.72548945
 1.31563091 2.31706022 2.63831584 3.5395466  2.77920919]",17.8998
24,0.6932,0.6959,"[2.47683098 4.38264267 0.14403901 2.04292293 1.06540738 0.72346907
 1.31361611 2.31496292 2.63628504 3.53817322 2.77716099]",17.8898
25,0.693,0.6794,"[2.47680859 4.38263459 0.14404256 2.04292723 1.06541191 0.72347662
 1.31362173 2.31502948 2.63629663 3.53881729 2.77717905]",17.8851
26,0.6931,0.6906,"[2.47288709 4.37866588 0.14802786 2.04691037 1.06939439 0.72744676
 1.31760039 2.31877944 2.64024981 3.54216384 2.78110122]",17.8997
27,0.693,0.7203,"[2.47490286 4.38067328 0.14602414 2.04490626 1.06739015 0.72543958
 1.3155953  2.31674308 2.63823862 3.54479732 2.77908293]",17.86
28,0.6933,0.6824,"[2.4728921  4.37866978 0.14802557 2.0469081  1.06939212 0.72744279
 1.3175978  2.31877689 2.6402435  3.54743776 2.78108993]",17.8605
29,0.6933,0.687,"[2.47089887 4.37667309 0.15002384 2.04890628 1.07139025 0.72943951
 1.31959561 2.32075039 2.64223812 3.54994818 2.78308022]",17.8618
30,0.6932,0.6919,"[2.46900005 4.37471433 0.15200433 2.05088374 1.07336672 0.73139998
 1.32156685 2.3224121  2.64417539 3.55382513 2.78498029]",17.8525
31,0.6931,0.6937,"[2.47084745 4.37665026 0.15003479 2.04891938 1.07140407 0.72946129
 1.31961256 2.32085681 2.64227078 3.5582458  2.78312377]",17.8002
32,0.6931,0.6923,"[2.4691417  4.37477145 0.15197731 2.0508525  1.07333406 0.73134491
 1.32152713 2.32189954 2.64408604 3.56309526 2.78483759]",17.7822
33,0.6932,0.6853,"[2.46916401 4.37478085 0.15197275 2.05084734 1.07332869 0.73133576
 1.32152063 2.32180535 2.64407098 3.56971062 2.78481298]",17.7323
34,0.6931,0.6966,"[2.46785703 4.37321552 0.15371673 2.05255831 1.07502865 0.7329113
 1.32317308 2.32282803 2.64551015 3.57470055 2.78612819]",17.7105
