v,v_eff,m,t
"[[4.08009409e-06]
 [3.66217139e-05]
 [2.05246944e-04]
 [1.38808188e-05]
 [1.24476650e-04]
 [2.80553216e-06]
 [1.06773271e-04]]","[[4.08009409e-06]
 [3.66217139e-05]
 [2.05246944e-04]
 [1.38808188e-05]
 [1.24476650e-04]
 [2.80553216e-06]
 [1.06773271e-04]]","[[-0.00605977]
 [ 0.01815476]
 [-0.04297933]
 [-0.01117709]
 [-0.03347073]
 [-0.00502492]
 [-0.03099935]]",1
"[[3.99907503e-06]
 [3.63978551e-05]
 [2.09762047e-04]
 [1.36193485e-05]
 [1.21748509e-04]
 [2.92181371e-06]
 [1.04219156e-04]]","[[3.99907503e-06]
 [3.63978551e-05]
 [2.09762047e-04]
 [1.36193485e-05]
 [1.21748509e-04]
 [2.92181371e-06]
 [1.04219156e-04]]","[[-0.00599931]
 [ 0.01809919]
 [-0.04344949]
 [-0.01107132]
 [-0.03310191]
 [-0.00512799]
 [-0.03062634]]",1
"[[3.91777815e-06]
 [3.61643891e-05]
 [2.14296811e-04]
 [1.33556440e-05]
 [1.19026540e-04]
 [3.03839147e-06]
 [1.01681330e-04]]","[[3.91777815e-06]
 [3.61643891e-05]
 [2.14296811e-04]
 [1.33556440e-05]
 [1.19026540e-04]
 [3.03839147e-06]
 [1.01681330e-04]]","[[-0.00593801]
 [ 0.01804105]
 [-0.04391664]
 [-0.01096361]
 [-0.03272979]
 [-0.00522929]
 [-0.03025115]]",1
"[[3.83619095e-06]
 [3.59202867e-05]
 [2.18826340e-04]
 [1.30897114e-05]
 [1.16310079e-04]
 [3.15491566e-06]
 [9.91592600e-05]]","[[3.83619095e-06]
 [3.59202867e-05]
 [2.18826340e-04]
 [1.30897114e-05]
 [1.16310079e-04]
 [3.15491566e-06]
 [9.91592600e-05]]","[[-0.00587586]
 [ 0.01798006]
 [-0.04437834]
 [-0.01085391]
 [-0.03235415]
 [-0.00532862]
 [-0.02987362]]",1
"[[3.75428855e-06]
 [3.56643876e-05]
 [2.23321977e-04]
 [1.28215153e-05]
 [1.13598122e-04]
 [3.27100223e-06]
 [9.66521139e-05]]","[[3.75428855e-06]
 [3.56643876e-05]
 [2.23321977e-04]
 [1.28215153e-05]
 [1.13598122e-04]
 [3.27100223e-06]
 [9.66521139e-05]]","[[-0.0058128 ]
 [ 0.0179159 ]
 [-0.04483188]
 [-0.01074214]
 [-0.03197473]
 [-0.00542577]
 [-0.02949354]]",1
"[3.65188597e-05 2.36722169e-05 3.78911077e-05 ... 3.38276273e-02
 1.03284429e-03 1.08458365e-03]","[3.65188597e-05 2.36722169e-05 3.78911077e-05 ... 3.38276273e-02
 1.03284429e-03 1.08458365e-03]","[ 0.01812925 -0.01459623  0.01846673 ...  0.55176865 -0.09641368
 -0.09879905]",1
"[[3.67202648e-06]
 [3.53953649e-05]
 [2.27751558e-04]
 [1.25509512e-05]
 [1.10889085e-04]
 [3.38623763e-06]
 [9.41585413e-05]]","[[3.67202648e-06]
 [3.53953649e-05]
 [2.27751558e-04]
 [1.25509512e-05]
 [1.10889085e-04]
 [3.38623763e-06]
 [9.41585413e-05]]","[[-0.00574876]
 [ 0.0178482 ]
 [-0.04527432]
 [-0.0106282 ]
 [-0.03159117]
 [-0.00552052]
 [-0.0291106 ]]",1
"[[3.58934772e-06]
 [3.51117278e-05]
 [2.32078468e-04]
 [1.22778730e-05]
 [1.08181052e-04]
 [3.50016347e-06]
 [9.16769113e-05]]","[[3.58934772e-06]
 [3.51117278e-05]
 [2.32078468e-04]
 [1.22778730e-05]
 [1.08181052e-04]
 [3.50016347e-06]
 [9.16769113e-05]]","[[-0.00568367]
 [ 0.01777654]
 [-0.04570237]
 [-0.01051194]
 [-0.03120304]
 [-0.00561262]
 [-0.02872442]]",1
"[[3.50616862e-06]
 [3.48117524e-05]
 [2.36262565e-04]
 [1.20020339e-05]
 [1.05471264e-04]
 [3.61228882e-06]
 [8.92048458e-05]]","[[3.50616862e-06]
 [3.48117524e-05]
 [2.36262565e-04]
 [1.20020339e-05]
 [1.05471264e-04]
 [3.61228882e-06]
 [8.92048458e-05]]","[[-0.00561743]
 [ 0.01770045]
 [-0.0461125 ]
 [-0.01039319]
 [-0.03080976]
 [-0.00570181]
 [-0.0283345 ]]",1
"[[3.42220567e-06]
 [3.44926974e-05]
 [2.40273062e-04]
 [1.17223491e-05]
 [1.02749837e-04]
 [3.72228717e-06]
 [8.67334813e-05]]","[[3.42220567e-06]
 [3.44926974e-05]
 [2.40273062e-04]
 [1.17223491e-05]
 [1.02749837e-04]
 [3.72228717e-06]
 [8.67334813e-05]]","[[-0.00554976]
 [ 0.01761915]
 [-0.04650223]
 [-0.01027137]
 [-0.03040968]
 [-0.00578797]
 [-0.02793924]]",1
"[[3.33715564e-06]
 [3.41513266e-05]
 [2.44070056e-04]
 [1.14376780e-05]
 [1.00006490e-04]
 [3.82971403e-06]
 [8.42537508e-05]]","[[3.33715564e-06]
 [3.41513266e-05]
 [2.44070056e-04]
 [1.14376780e-05]
 [1.00006490e-04]
 [3.82971403e-06]
 [8.42537508e-05]]","[[-0.00548037]
 [ 0.01753174]
 [-0.04686822]
 [-0.01014589]
 [-0.03000097]
 [-0.0058709 ]
 [-0.02753695]]",1
"[3.58782681e-05 2.25133152e-05 3.83336362e-05 ... 3.72612790e-02
 7.86457555e-04 8.49698131e-04]","[3.58782681e-05 2.25133152e-05 3.83336362e-05 ... 3.72612790e-02
 7.86457555e-04 8.49698131e-04]","[ 0.01796954 -0.01423446  0.01857425 ...  0.57909542 -0.08413155
 -0.08744875]",1
"[[3.25114602e-06]
 [3.37861122e-05]
 [2.47573892e-04]
 [1.11487324e-05]
 [9.72467427e-05]
 [3.93351850e-06]
 [8.17710684e-05]]","[[3.25114602e-06]
 [3.37861122e-05]
 [2.47573892e-04]
 [1.11487324e-05]
 [9.72467427e-05]
 [3.93351850e-06]
 [8.17710684e-05]]","[[-0.00540928]
 [ 0.01743775]
 [-0.04720344]
 [-0.01001692]
 [-0.02958413]
 [-0.00594993]
 [-0.02712821]]",1
"[[3.16400105e-06]
 [3.33940455e-05]
 [2.50722444e-04]
 [1.08549405e-05]
 [9.44651761e-05]
 [4.03291877e-06]
 [7.92808537e-05]]","[[3.16400105e-06]
 [3.33940455e-05]
 [2.50722444e-04]
 [1.08549405e-05]
 [9.44651761e-05]
 [4.03291877e-06]
 [7.92808537e-05]]","[[-0.00533629]
 [ 0.01733627]
 [-0.04750265]
 [-0.00988405]
 [-0.02915796]
 [-0.00602464]
 [-0.02671194]]",1
"[[3.07550852e-06]
 [3.29716592e-05]
 [2.53448659e-04]
 [1.05555925e-05]
 [9.16552260e-05]
 [4.12704550e-06]
 [7.67775556e-05]]","[[3.07550852e-06]
 [3.29716592e-05]
 [2.53448659e-04]
 [1.05555925e-05]
 [9.16552260e-05]
 [4.12704550e-06]
 [7.67775556e-05]]","[[-0.00526114]
 [ 0.01722629]
 [-0.04776021]
 [-0.00974681]
 [-0.02872102]
 [-0.00609454]
 [-0.02628684]]",1
"[[2.98544267e-06]
 [3.25151089e-05]
 [2.55679137e-04]
 [1.02499387e-05]
 [8.88100098e-05]
 [4.21490337e-06]
 [7.42554057e-05]]","[[2.98544267e-06]
 [3.25151089e-05]
 [2.55679137e-04]
 [1.02499387e-05]
 [8.88100098e-05]
 [4.21490337e-06]
 [7.42554057e-05]]","[[-0.00518353]
 [ 0.01710661]
 [-0.04796991]
 [-0.00960466]
 [-0.02827172]
 [-0.00615907]
 [-0.02585147]]",1
"[[2.89356948e-06]
 [3.20201906e-05]
 [2.57334588e-04]
 [9.93720929e-06]
 [8.59224991e-05]
 [4.29535875e-06]
 [7.17085674e-05]]","[[2.89356948e-06]
 [3.20201906e-05]
 [2.57334588e-04]
 [9.93720929e-06]
 [8.59224991e-05]
 [4.29535875e-06]
 [7.17085674e-05]]","[[-0.00510315]
 [ 0.01697592]
 [-0.04812495]
 [-0.009457  ]
 [-0.02780832]
 [-0.00621757]
 [-0.02540427]]",1
"[3.08995564e-05 1.73941332e-05 3.39429760e-05 ... 3.85491179e-02
 5.57911378e-04 6.22249920e-04]","[3.08995564e-05 1.73941332e-05 3.39429760e-05 ... 3.85491179e-02
 5.57911378e-04 6.22249920e-04]","[ 0.01667621 -0.01251188  0.01747818 ...  0.58901788 -0.07086044
 -0.07483481]",1
"[[2.79962283e-06]
 [3.14821769e-05]
 [2.58331336e-04]
 [9.61651715e-06]
 [8.29846935e-05]
 [4.36714222e-06]
 [6.91304015e-05]]","[[2.79962283e-06]
 [3.14821769e-05]
 [2.58331336e-04]
 [9.61651715e-06]
 [8.29846935e-05]
 [4.36714222e-06]
 [6.91304015e-05]]","[[-0.00501962]
 [ 0.01683269]
 [-0.04821807]
 [-0.00930315]
 [-0.02732878]
 [-0.00626931]
 [-0.02494341]]",1
"[[2.70331604e-06]
 [3.08958362e-05]
 [2.58581284e-04]
 [9.28690416e-06]
 [7.99880057e-05]
 [4.42882255e-06]
 [6.65138118e-05]]","[[2.70331604e-06]
 [3.08958362e-05]
 [2.58581284e-04]
 [9.28690416e-06]
 [7.99880057e-05]
 [4.42882255e-06]
 [6.65138118e-05]]","[[-0.00493253]
 [ 0.01667521]
 [-0.04824139]
 [-0.00914233]
 [-0.0268308 ]
 [-0.00631343]
 [-0.0244668 ]]",1
"[[2.60431564e-06]
 [3.02552007e-05]
 [2.57992328e-04]
 [8.94723815e-06]
 [7.69223993e-05]
 [4.47879010e-06]
 [6.38504974e-05]]","[[2.60431564e-06]
 [3.02552007e-05]
 [2.57992328e-04]
 [8.94723815e-06]
 [7.69223993e-05]
 [4.47879010e-06]
 [6.38504974e-05]]","[[-0.00484137]
 [ 0.01650142]
 [-0.04818642]
 [-0.00897358]
 [-0.02631162]
 [-0.00634895]
 [-0.02397195]]",1
"[[2.50046421e-06]
 [2.95387940e-05]
 [2.56435132e-04]
 [8.58920506e-06]
 [7.37173560e-05]
 [4.51501848e-06]
 [6.10796842e-05]]","[[2.50046421e-06]
 [2.95387940e-05]
 [2.56435132e-04]
 [8.58920506e-06]
 [7.37173560e-05]
 [4.51501848e-06]
 [6.10796842e-05]]","[[-0.00474386]
 [ 0.01630488]
 [-0.04804078]
 [-0.0087922 ]
 [-0.02575764]
 [-0.00637457]
 [-0.02344605]]",1
"[[2.39204420e-06]
 [2.87426475e-05]
 [2.53764743e-04]
 [8.21431972e-06]
 [7.03852385e-05]
 [4.53463903e-06]
 [5.82134105e-05]]","[[2.39204420e-06]
 [2.87426475e-05]
 [2.53764743e-04]
 [8.21431972e-06]
 [7.03852385e-05]
 [4.53463903e-06]
 [5.82134105e-05]]","[[-0.00463987]
 [ 0.01608365]
 [-0.04778999]
 [-0.00859819]
 [-0.02516877]
 [-0.00638841]
 [-0.02288931]]",1
"[3.37007905e-05 1.15963408e-05 2.97550978e-05 ... 3.78090264e-02
 3.67359764e-04 4.22075271e-04]","[3.37007905e-05 1.15963408e-05 2.97550978e-05 ... 3.78090264e-02
 3.67359764e-04 4.22075271e-04]","[ 0.01741571 -0.01021602  0.01636447 ...  0.5833363  -0.05749989
 -0.06163341]",1
"[[2.27946909e-06]
 [2.78646402e-05]
 [2.49871646e-04]
 [7.82452435e-06]
 [6.69419384e-05]
 [4.53501102e-06]
 [5.52663652e-05]]","[[2.27946909e-06]
 [2.78646402e-05]
 [2.49871646e-04]
 [7.82452435e-06]
 [6.69419384e-05]
 [4.53501102e-06]
 [5.52663652e-05]]","[[-0.00452937]
 [ 0.01583609]
 [-0.04742199]
 [-0.00839171]
 [-0.02454542]
 [-0.00638867]
 [-0.02230241]]",1
"[[2.16237307e-06]
 [2.68960698e-05]
 [2.44642937e-04]
 [7.41866932e-06]
 [6.33772881e-05]
 [4.51327273e-06]
 [5.22305095e-05]]","[[2.16237307e-06]
 [2.68960698e-05]
 [2.44642937e-04]
 [7.41866932e-06]
 [6.33772881e-05]
 [4.51327273e-06]
 [5.22305095e-05]]","[[-0.0044115 ]
 [ 0.01555843]
 [-0.0469232 ]
 [-0.00817117]
 [-0.02388296]
 [-0.00637334]
 [-0.0216812 ]]",1
"[[2.04048521e-06]
 [2.58286907e-05]
 [2.37974901e-04]
 [6.99597853e-06]
 [5.96842657e-05]
 [4.46636218e-06]
 [4.91005097e-05]]","[[2.04048521e-06]
 [2.58286907e-05]
 [2.37974901e-04]
 [6.99597853e-06]
 [5.96842657e-05]
 [4.46636218e-06]
 [4.91005097e-05]]","[[-0.00428537]
 [ 0.01524658]
 [-0.04627931]
 [-0.00793497]
 [-0.02317668]
 [-0.00634013]
 [-0.02102153]]",1
"[[1.91355660e-06]
 [2.46541477e-05]
 [2.29773508e-04]
 [6.55576006e-06]
 [5.58565511e-05]
 [4.39101796e-06]
 [4.58716015e-05]]","[[1.91355660e-06]
 [2.46541477e-05]
 [2.29773508e-04]
 [6.55576006e-06]
 [5.58565511e-05]
 [4.39101796e-06]
 [4.58716015e-05]]","[[-0.00414994]
 [ 0.01489588]
 [-0.04547485]
 [-0.00768127]
 [-0.02242117]
 [-0.00628643]
 [-0.02031857]]",1
