epoch,loss_discriminator,loss_generator,params_generator,rel_entropy
0,0.674,0.9377,"[ 2.61522925e+00  4.53093152e+00 -4.28112346e-03  1.89461322e+00
  9.17095004e-01  5.75182178e-01  1.16530804e+00]",11.6008
1,0.6761,0.8859,"[ 2.61023383  4.53593022 -0.00928071  1.88961601  0.91209593  0.57018514
  1.16030909]",11.5408
2,0.6765,0.9435,"[ 2.60523807  4.540929   -0.01428033  1.88461862  0.90709678  0.56518798
  1.15531006]",11.4825
3,0.6773,0.883,"[ 2.60024248  4.5459277  -0.01927993  1.87962136  0.90209768  0.56019106
  1.15031107]",11.4258
4,0.6798,0.8504,"[ 2.59524741  4.55092624 -0.02427947  1.87462445  0.89709868  0.55519464
  1.1453122 ]",11.3708
5,0.678,0.9102,"[ 2.59025181  4.55592492 -0.02927906  1.86962724  0.89209958  0.55019795
  1.14031322]",11.3173
6,0.6794,0.854,"[ 2.58525625  4.56092356 -0.03427865  1.86463009  0.88710049  0.54520143
  1.13531424]",11.2654
7,0.6808,0.9042,"[ 2.58026078  4.56592216 -0.03927822  1.85963303  0.88210142  0.54020512
  1.13031529]",11.2149
8,0.6798,0.9114,"[ 2.57526504  4.57092083 -0.04427781  1.85463581  0.87710229  0.53520872
  1.12531628]",11.166
9,0.6804,0.8683,"[ 2.57027011  4.57591922 -0.04927732  1.84963917  0.87210334  0.53021321
  1.12031746]",11.1187
10,0.6844,0.8731,"[ 2.56527437  4.58091786 -0.05427691  1.84464201  0.86710421  0.52521712
  1.11531844]",11.073
11,0.6826,0.8287,"[ 2.56027946  4.5859162  -0.05927642  1.83964545  0.86210526  0.52022204
  1.11031962]",11.0291
12,0.6827,0.8747,"[ 2.55528409  4.59091469 -0.06427597  1.83464862  0.85710622  0.5152267
  1.10532069]",10.9868
13,0.6762,0.9202,"[ 2.55028902  4.59591305 -0.06927548  1.82965202  0.85210723  0.51023188
  1.10032183]",10.9463
14,0.6815,0.8845,"[ 2.54529477  4.60091113 -0.07427492  1.82465603  0.84710841  0.50523825
  1.09532315]",10.9076
15,0.6812,0.8618,"[ 2.54030065  4.60590915 -0.07927434  1.81966017  0.84210962  0.50024509
  1.09032449]",10.8706
16,0.6827,0.8249,"[ 2.53530619  4.61090726 -0.08427379  1.81466412  0.83711075  0.49525185
  1.08532576]",10.8354
17,0.6783,0.8665,"[ 2.53031142  4.61590546 -0.08927327  1.8096679   0.83211183  0.49025857
  1.08032695]",10.802
18,0.685,0.817,"[ 2.52531695  4.62090354 -0.09427273  1.80467194  0.82711296  0.48526608
  1.0753282 ]",10.7703
19,0.6871,0.7819,"[ 2.52032302  4.62590142 -0.09927212  1.79967643  0.82211419  0.48027488
  1.07032957]",10.7405
