epoch,loss_discriminator,loss_generator,params_generator,rel_entropy
0,0.8575,0.3754,"[2.62322445e+00 4.52293289e+00 3.71843777e-03 1.90261039e+00
 9.25094059e-01 5.83178891e-01 1.17330698e+00]",11.6778
1,0.7781,0.4653,"[2.62622177 4.51993366 0.00671819 1.90560885 0.92809354 0.58617702
 1.17630641]",11.7161
2,0.7217,0.5832,"[2.62921716 4.51693495 0.00971778 1.90860618 0.93109265 0.58917407
 1.17930541]",11.7551
3,0.6874,0.7312,"[2.63020461 4.51593843 0.01071668 1.90959885 0.93209016 0.59016642
 1.18030262]",11.7682
4,0.6749,0.9013,"[2.62720922 4.51893719 0.00771707 1.90660155 0.92909107 0.58716909
 1.17730365]",11.729
5,0.6775,0.928,"[2.62421187 4.52193647 0.0047173  1.90360312 0.9260916  0.58417065
 1.17430424]",11.6904
6,0.6781,0.8897,"[2.62121467e+00 4.52493570e+00 1.71754547e-03 1.90060479e+00
 9.23092160e-01 5.81172329e-01 1.17130487e+00]",11.6524
7,0.6782,0.9303,"[ 2.61821732e+00  4.52793496e+00 -1.28222277e-03  1.89760638e+00
  9.20092690e-01  5.78173950e-01  1.16830547e+00]",11.615
8,0.6792,0.8771,"[ 2.61522021e+00  4.53093415e+00 -4.28196637e-03  1.89460813e+00
  9.17093271e-01  5.75175773e-01  1.16530613e+00]",11.5781
9,0.6776,0.8722,"[ 2.61222326  4.53393329 -0.0072817   1.89160998  0.91409388  0.57217773
  1.16230682]",11.5419
10,0.6748,0.9273,"[ 2.60922595  4.53693252 -0.01028145  1.88861163  0.91109443  0.5691795
  1.15930744]",11.5062
11,0.6791,0.8694,"[ 2.60622888  4.53993167 -0.01328119  1.88561342  0.90809502  0.56618147
  1.1563081 ]",11.4711
12,0.6803,0.9099,"[ 2.60323161  4.54293088 -0.01628094  1.88261511  0.90509557  0.56318335
  1.15330873]",11.4366
13,0.6768,0.9355,"[ 2.60023441  4.54593006 -0.01928068  1.87961686  0.90209614  0.56018532
  1.15030937]",11.4026
14,0.6778,0.8956,"[ 2.59723746  4.54892915 -0.0222804   1.87661877  0.89909676  0.55718752
  1.14731007]",11.3693
15,0.6792,0.8554,"[ 2.59424067  4.55192819 -0.02528011  1.87362079  0.89609742  0.55418989
  1.14431081]",11.3365
16,0.6788,0.9056,"[ 2.59124347  4.55492735 -0.02827984  1.87062257  0.89309799  0.551192
  1.14131146]",11.3044
17,0.6794,0.9085,"[ 2.58824633  4.55792648 -0.03127958  1.86762439  0.89009857  0.54819421
  1.13831212]",11.2727
18,0.6803,0.8562,"[ 2.58524934  4.56092556 -0.03427929  1.86462632  0.88709919  0.54519659
  1.13531282]",11.2417
19,0.6806,0.8998,"[ 2.58225212  4.5639247  -0.03727903  1.86162812  0.88409976  0.54219884
  1.13231346]",11.2112
20,0.6817,0.8475,"[ 2.57925519  4.56692375 -0.04027874  1.85863012  0.88110039  0.53920139
  1.12931417]",11.1811
21,0.6792,0.8946,"[ 2.57625804  4.56992285 -0.04327847  1.85563198  0.87810097  0.53620381
  1.12631483]",11.1517
22,0.6823,0.8432,"[ 2.57326118  4.57292187 -0.04627816  1.85263404  0.87510162  0.53320655
  1.12331555]",11.1228
23,0.6823,0.8846,"[ 2.57026409  4.57592094 -0.04927788  1.84963598  0.87210222  0.53020915
  1.12031623]",11.0946
24,0.681,0.8405,"[ 2.56726734  4.5789199  -0.05227757  1.84663814  0.86910288  0.52721213
  1.11731698]",11.0669
25,0.6825,0.8798,"[ 2.56427028  4.58191895 -0.05527729  1.84364011  0.86610349  0.52421489
  1.11431766]",11.0398
26,0.6817,0.8544,"[ 2.56127394  4.58491776 -0.05827693  1.84064259  0.86310424  0.52121844
  1.11131851]",11.0134
27,0.6848,0.8268,"[ 2.55827731  4.58791666 -0.0612766   1.83764487  0.86010493  0.51822179
  1.10831929]",10.9876
28,0.6834,0.8689,"[ 2.55528043  4.59091564 -0.0642763   1.834647    0.85710558  0.51522495
  1.10532   ]",10.9624
29,0.6849,0.8194,"[ 2.55228392  4.59391448 -0.06727595  1.83164941  0.85410629  0.51222862
  1.10232081]",10.9378
30,0.6843,0.862,"[ 2.5492871   4.59691343 -0.07027564  1.82865161  0.85110695  0.50923203
  1.09932154]",10.9138
31,0.6848,0.8189,"[ 2.54629059  4.59991226 -0.0732753   1.82565405  0.84810767  0.50623591
  1.09632234]",10.8905
32,0.6858,0.8511,"[ 2.54329384  4.60291116 -0.07627498  1.82265633  0.84510833  0.50323961
  1.09332309]",10.8679
33,0.6852,0.8398,"[ 2.54029767  4.60590987 -0.0792746   1.81965904  0.84210912  0.50024412
  1.09032397]",10.8458
34,0.6831,0.874,"[ 2.53730108  4.60890871 -0.08227426  1.81666147  0.83910982  0.49724824
  1.08732475]",10.8244
35,0.6852,0.8143,"[ 2.53430452  4.61190753 -0.08527392  1.81366393  0.83611052  0.49425253
  1.08432553]",10.8037
36,0.6855,0.8204,"[ 2.53130776  4.61490642 -0.0882736   1.81066627  0.83311119  0.4912567
  1.08132627]",10.7836
37,0.686,0.7934,"[ 2.52831228  4.61790485 -0.09127315  1.80766956  0.83011211  0.48826277
  1.07832729]",10.7641
38,0.6871,0.8346,"[ 2.52531598  4.62090357 -0.09427279  1.80467226  0.82711286  0.48526786
  1.07532813]",10.7453
39,0.6869,0.7952,"[ 2.52232011  4.62390213 -0.09727238  1.80167531  0.82411371  0.4822738
  1.07232906]",10.7272
40,0.6842,0.8559,"[ 2.51932436  4.62690064 -0.10027196  1.79867846  0.82111457  0.4792801
  1.06933001]",10.7097
41,0.6875,0.806,"[ 2.51632802  4.62989935 -0.10327159  1.7956812   0.81811531  0.47628572
  1.06633083]",10.6928
42,0.6882,0.7707,"[ 2.5133327   4.63289769 -0.10627113  1.79268473  0.81511626  0.47329326
  1.06333187]",10.6766
43,0.6885,0.8189,"[ 2.51033682  4.63589623 -0.10927072  1.78968786  0.81211709  0.47030013
  1.06033279]",10.661
44,0.6885,0.7717,"[ 2.50734098  4.63889474 -0.11227031  1.78669105  0.80911793  0.4673074
  1.05733371]",10.6461
45,0.6873,0.8275,"[ 2.50434498  4.64189331 -0.11526992  1.78369414  0.80611874  0.46431463
  1.05433459]",10.6318
46,0.6902,0.7889,"[ 2.50134918  4.6448918  -0.1182695   1.78069741  0.80311958  0.46132262
  1.05133552]",10.6182
47,0.6881,0.8212,"[ 2.4983531   4.64789039 -0.12126912  1.77770048  0.80012037  0.45833041
  1.04833638]",10.6052
48,0.6887,0.7742,"[ 2.49535709  4.65088894 -0.12426873  1.77470365  0.79712117  0.45533881
  1.04533725]",10.5928
49,0.6893,0.8069,"[ 2.49236155  4.65388732 -0.12726829  1.77170721  0.79412205  0.45234869
  1.04233821]",10.5811
