v,v_eff,m,t
"[[2.31718508e-06]
 [2.56633903e-05]
 [2.42319209e-04]
 [7.13266838e-06]
 [6.43006139e-05]
 [3.62834914e-06]
 [5.27505776e-05]]","[[2.31718508e-06]
 [2.56633903e-05]
 [2.42319209e-04]
 [7.13266838e-06]
 [6.43006139e-05]
 [3.62834914e-06]
 [5.27505776e-05]]","[[-0.00456669]
 [ 0.01519771]
 [-0.04669982]
 [-0.00801212]
 [-0.0240563 ]
 [-0.00571447]
 [-0.02178888]]",1
"[[2.08332404e-06]
 [2.35527604e-05]
 [2.26191472e-04]
 [6.38858835e-06]
 [5.74314178e-05]
 [3.49049539e-06]
 [4.69379890e-05]]","[[2.08332404e-06]
 [2.35527604e-05]
 [2.26191472e-04]
 [6.38858835e-06]
 [5.74314178e-05]
 [3.49049539e-06]
 [4.69379890e-05]]","[[-0.00433012]
 [ 0.01455936]
 [-0.04511899]
 [-0.0075827 ]
 [-0.02273506]
 [-0.00560486]
 [-0.02055339]]",1
"[[1.83285699e-06]
 [2.11539301e-05]
 [2.05907188e-04]
 [5.59832623e-06]
 [5.01909403e-05]
 [3.28122686e-06]
 [4.08660118e-05]]","[[1.83285699e-06]
 [2.11539301e-05]
 [2.05907188e-04]
 [5.59832623e-06]
 [5.01909403e-05]
 [3.28122686e-06]
 [4.08660118e-05]]","[[-0.00406149]
 [ 0.01379802]
 [-0.0430484 ]
 [-0.00709823]
 [-0.02125367]
 [-0.00543425]
 [-0.01917796]]",1
"[1.70571103e-05 1.96809806e-03 1.40910977e-03 ... 5.37597497e-02
 2.25674038e-02 8.25266968e-03]","[1.70571103e-05 1.96809806e-03 1.40910977e-03 ... 5.37597497e-02
 2.25674038e-02 8.25266968e-03]","[-0.01239008 -0.13308975 -0.11261433 ...  0.69558446  0.45067353
 -0.27253262]",1
"[[1.56734914e-06]
 [1.84678651e-05]
 [1.81590642e-04]
 [4.76778751e-06]
 [4.26330127e-05]
 [2.99346997e-06]
 [3.45821678e-05]]","[[1.56734914e-06]
 [1.84678651e-05]
 [1.81590642e-04]
 [4.76778751e-06]
 [4.26330127e-05]
 [2.99346997e-06]
 [3.45821678e-05]]","[[-0.00375581]
 [ 0.01289228]
 [-0.04042667]
 [-0.00655058]
 [-0.01958819]
 [-0.00519049]
 [-0.01764198]]",1
"[[1.29046956e-06]
 [1.55222006e-05]
 [1.53704226e-04]
 [3.90916411e-06]
 [3.48669012e-05]
 [2.62471602e-06]
 [2.81778243e-05]]","[[1.29046956e-06]
 [1.55222006e-05]
 [1.53704226e-04]
 [3.90916411e-06]
 [3.48669012e-05]
 [2.62471602e-06]
 [2.81778243e-05]]","[[-0.00340797]
 [ 0.01181947]
 [-0.03719325]
 [-0.00593148]
 [-0.01771446]
 [-0.00486029]
 [-0.01592484]]",1
"[[1.00863286e-06]
 [1.23824416e-05]
 [1.23141465e-04]
 [3.04263357e-06]
 [2.70717990e-05]
 [2.18019121e-06]
 [2.17987839e-05]]","[[1.00863286e-06]
 [1.23824416e-05]
 [1.23141465e-04]
 [3.04263357e-06]
 [2.70717990e-05]
 [2.18019121e-06]
 [2.17987839e-05]]","[[-0.00301292]
 [ 0.01055661]
 [-0.03329074]
 [-0.00523294]
 [-0.01560917]
 [-0.00442964]
 [-0.01400675]]",1
"[9.84989564e-06 1.27619647e-03 9.60268354e-04 ... 3.16850814e-02
 1.25914873e-02 5.52090096e-03]","[9.84989564e-06 1.27619647e-03 9.60268354e-04 ... 3.16850814e-02
 1.25914873e-02 5.52090096e-03]","[-0.00941536 -0.10717168 -0.09296459 ...  0.53400911  0.33663539
 -0.2229083 ]",1
"[[7.31615155e-07]
 [9.16384306e-06]
 [9.13136259e-05]
 [2.19793315e-06]
 [1.95100153e-05]
 [1.67662938e-06]
 [1.56546739e-05]]","[[7.31615155e-07]
 [9.16384306e-06]
 [9.13136259e-05]
 [2.19793315e-06]
 [1.95100153e-05]
 [1.67662938e-06]
 [1.56546739e-05]]","[[-0.00256604]
 [ 0.00908155]
 [-0.02866745]
 [-0.00444763]
 [-0.01325104]
 [-0.00388454]
 [-0.0118698 ]]",1
"[[4.73047177e-07]
 [6.04246739e-06]
 [6.02191961e-05]
 [1.41557139e-06]
 [1.25368608e-05]
 [1.14625230e-06]
 [1.00257186e-05]]","[[4.73047177e-07]
 [6.04246739e-06]
 [6.02191961e-05]
 [1.41557139e-06]
 [1.25368608e-05]
 [1.14625230e-06]
 [1.00257186e-05]]","[[-0.00206335]
 [ 0.00737443]
 [-0.02328031]
 [-0.00356933]
 [-0.01062223]
 [-0.0032119 ]
 [-0.00949902]]",1
