epoch,loss_discriminator,loss_generator,params_generator,rel_entropy
0,0.9035,2.162,"[ 2.61722671e+00  4.52893213e+00 -2.28133164e-03  1.89661171e+00
  9.19094529e-01  5.77180776e-01  1.16730750e+00  2.17421392e+00
  2.48996364e+00  3.38848328e+00  2.63681084e+00]",11.5944
1,0.846,1.9677,"[ 2.61422692  4.53193197 -0.0052813   1.89361186  0.91609461  0.5741811
  1.1643076   2.17720732  2.48696372  3.39148018  2.63980565]",11.5283
2,0.8235,1.8004,"[ 2.61122717  4.53493179 -0.00828126  1.89061204  0.91309471  0.57118148
  1.1613077   2.18020151  2.48396381  3.39447518  2.64280233]",11.4632
3,0.7818,1.6433,"[ 2.60822745  4.53793158 -0.01128121  1.88761225  0.91009482  0.56818193
  1.15830782  2.18319606  2.48096392  3.39746492  2.64579967]",11.3992
4,0.7463,1.4968,"[ 2.6052278   4.54093134 -0.01428116  1.8846125   0.90709494  0.56518247
  1.15530797  2.1861907   2.47796405  3.39862763  2.64879729]",11.3398
5,0.7353,1.3646,"[ 2.60222822  4.54393104 -0.01728109  1.8816128   0.9040951   0.56218314
  1.15230813  2.18918521  2.4749642   3.39565719  2.65179503]",11.2898
6,0.7196,1.2426,"[ 2.59922875  4.54693069 -0.02028101  1.87861318  0.90109528  0.55918398
  1.14930834  2.19217936  2.47196439  3.39266944  2.65479275]",11.2406
7,0.6946,1.1315,"[ 2.59622942  4.54993025 -0.02328092  1.87561365  0.89809551  0.55618507
  1.14630859  2.1951729   2.46896462  3.38967851  2.65779034]",11.1924
8,0.6917,1.0321,"[ 2.5932303   4.55292968 -0.02628079  1.87261428  0.8950958   0.55318654
  1.1433089   2.1981655   2.46596491  3.38668661  2.66078769]",11.1451
9,0.685,0.9483,"[ 2.59023152  4.55592893 -0.02928062  1.86961514  0.89209618  0.55018859
  1.14030932  2.20115665  2.4629653   3.38369472  2.66378461]",11.0987
10,0.684,0.8828,"[ 2.58723322  4.55892792 -0.0322804   1.86661633  0.88909669  0.5471915
  1.13730988  2.2041459   2.45996582  3.38070342  2.66678095]",11.0533
11,0.6831,0.8414,"[ 2.58423556  4.56192658 -0.0352801   1.86361796  0.88609737  0.54419561
  1.13431062  2.2071328   2.45696652  3.37771316  2.66977655]",11.0089
12,0.6824,0.8534,"[ 2.58123813  4.56492515 -0.03827977  1.86061974  0.8830981   0.54120021
  1.13131141  2.21011977  2.45396726  3.37472255  2.67277218]",10.9654
13,0.6847,0.8306,"[ 2.57824078  4.56792371 -0.04127945  1.85762157  0.88009883  0.53820505
  1.1283122   2.21310758  2.45096801  3.37173116  2.67576807]",10.9229
14,0.683,0.8427,"[ 2.57524352  4.57092226 -0.04427913  1.85462346  0.87709956  0.53521014
  1.12531299  2.21609611  2.44796876  3.36873917  2.67876419]",10.8814
15,0.6854,0.8192,"[ 2.57224645  4.57392076 -0.04727879  1.85162547  0.87410032  0.53221575
  1.12231381  2.21908492  2.44496954  3.36574685  2.68176038]",10.841
16,0.6844,0.8365,"[ 2.56924967  4.57691916 -0.05027843  1.84862766  0.87110112  0.52922204
  1.11931467  2.22207372  2.44197036  3.36275444  2.68475655]",10.8015
17,0.6864,0.8174,"[ 2.56625272  4.57991768 -0.0532781   1.84562975  0.86810187  0.52622821
  1.11631547  2.22506392  2.43897113  3.35976108  2.68775317]",10.7632
18,0.6856,0.8264,"[ 2.56325632  4.58291599 -0.05627773  1.84263219  0.86510271  0.5232357
  1.11331638  2.22805342  2.435972    3.35676811  2.69074954]",10.7258
