epoch,loss_discriminator,loss_generator,params_generator,rel_entropy
0,0.6987,1.1382,"[ 2.62522525e+00  4.52093259e+00 -4.28121106e-03  1.90461078e+00
  9.27094197e-01  5.85179883e-01  1.17530712e+00  2.16622274e+00
  2.49796324e+00]",13.8487
1,0.6841,0.9193,"[ 2.63022299  4.51593317 -0.00928093  1.90960937  0.93209372  0.59017878
  1.18030657  2.16122394  2.50296264]",13.7764
2,0.6826,0.8407,"[ 2.63521912  4.5109342  -0.01428044  1.91460693  0.93709286  0.59517687
  1.18530558  2.15622608  2.50796157]",13.7065
3,0.684,0.825,"[ 2.64021508  4.50593529 -0.01927991  1.9196044   0.94209195  0.60017488
  1.19030454  2.15122837  2.51296043]",13.639
4,0.6782,0.8833,"[ 2.64521118  4.50093635 -0.0242794   1.92460196  0.94709107  0.60517296
  1.19530352  2.14623059  2.51795931]",13.5742
5,0.684,0.8439,"[ 2.65020721  4.49593743 -0.02927887  1.9295995   0.95209016  0.61017102
  1.20030248  2.14123289  2.52295816]",13.512
6,0.6852,0.8213,"[ 2.65520271  4.49093868 -0.03427827  1.93459671  0.95708911  0.61516883
  1.20530129  2.13623554  2.52795683]",13.4524
7,0.6852,0.824,"[ 2.66019829  4.4859399  -0.03927767  1.93959399  0.96208808  0.62016669
  1.21030011  2.13123816  2.53295552]",13.3956
8,0.6862,0.8091,"[ 2.66519358  4.48094122 -0.04427703  1.94459111  0.96708697  0.62516442
  1.21529884  2.12624099  2.53795409]",13.3415
9,0.6891,0.7952,"[ 2.67018839  4.47594268 -0.04927632  1.94958794  0.97208573  0.63016193
  1.22029744  2.12124415  2.5429525 ]",13.2903
10,0.6883,0.787,"[ 2.67518341  4.47094409 -0.05427564  1.95458492  0.97708453  0.63515956
  1.22529609  2.11624719  2.54795096]",13.242
11,0.6886,0.7984,"[ 2.68017831  4.46594553 -0.05927494  1.95958186  0.9820833   0.64015715
  1.23029471  2.11125033  2.55294937]",13.1966
12,0.6878,0.8066,"[ 2.68517314  4.46094699 -0.06427423  1.96457877  0.98708205  0.64515473
  1.23529331  2.10625352  2.55794774]",13.1542
13,0.6891,0.787,"[ 2.69016742  4.45594861 -0.06927344  1.96957537  0.99208066  0.65015207
  1.24029175  2.10125707  2.56294593]",13.1148
14,0.6883,0.7695,"[ 2.69516048  4.45095059 -0.07427249  1.97457126  0.99707896  0.65514886
  1.24528985  2.09626143  2.56794369]",13.0784
15,0.6898,0.7618,"[ 2.70015285  4.44595277 -0.07927144  1.97956677  1.00207707  0.66014536
  1.25028775  2.09126623  2.57294121]",13.045
16,0.6896,0.7775,"[ 2.70514598  4.44095472 -0.0842705   1.98456277  1.00707538  0.66514225
  1.25528589  2.08627055  2.57793898]",13.0147
17,0.6906,0.7611,"[ 2.71013809  4.43595697 -0.08926943  1.98955821  1.01207344  0.6701387
  1.26028374  2.08127552  2.58293639]",12.9875
18,0.6903,0.7619,"[ 2.71512927  4.43095947 -0.09426824  1.99455314  1.01707126  0.67513478
  1.26528134  2.07628108  2.58793347]",12.9634
19,0.6911,0.7427,"[ 2.72012037  4.42596198 -0.09926706  1.99954807  1.02206906  0.68013087
  1.27027893  2.07128668  2.59293052]",12.9425
20,0.691,0.7596,"[ 2.72510985  4.42096494 -0.10426566  2.00454212  1.02706646  0.68512629
  1.27527609  2.06629331  2.59792701]",12.9246
21,0.6915,0.7448,"[ 2.73009891  4.41596801 -0.10926423  2.00953599  1.03206376  0.69012159
  1.28027316  2.06130017  2.60292335]",12.9099
22,0.6924,0.7262,"[ 2.73508561  4.41097171 -0.1142625   2.0145286   1.03706049  0.69511595
  1.2852696   2.05630849  2.60791887]",12.8983
23,0.6925,0.7169,"[ 2.74006895  4.40597634 -0.11926037  2.01951941  1.04205639  0.70010897
  1.29026518  2.05131888  2.61291324]",12.8898
24,0.6922,0.7314,"[ 2.74505136  4.40098118 -0.12425815  2.02450981  1.04705208  0.70510171
  1.29526055  2.04632977  2.61790729]",12.8845
25,0.6928,0.7165,"[ 2.75002073  4.3959896  -0.12925431  2.02949318  1.05204455  0.71008918
  1.30025248  2.04134871  2.62289684]",12.8821
26,0.6927,0.7208,"[ 2.75499473  4.39099663 -0.13425113  2.03447926  1.05703824  0.71507876
  1.30524575  2.03636459  2.627888  ]",12.8829
27,0.693,0.7038,"[ 2.75995371  4.38600766 -0.13924619  2.03945748  1.06202831  0.72006254
  1.3102352   2.03138948  2.63287401]",12.8867
28,0.6924,0.7271,"[ 2.76093473  4.38501294 -0.1402438   2.04044719  1.06302357  0.72105481
  1.31123016  2.0304012   2.63386736]",12.8878
29,0.6932,0.7002,"[ 2.7658018   4.38005009 -0.14522717  2.04537524  1.06798984  0.72600116
  1.31619458  2.02548309  2.63881975]",12.895
30,0.6929,0.7121,"[ 2.7687558   4.37706225 -0.14822181  2.04835128  1.07097881  0.7289835
  1.31918296  2.02251049  2.641804  ]",12.9008
31,0.6931,0.6878,"[ 2.76984508  4.37603748 -0.14923274  2.04939915  1.07200145  0.73001891
  1.32020669  2.02145605  2.64283627]",12.9032
32,0.6932,0.6957,"[ 2.77277201  4.37305668 -0.15222434  2.05236135  1.07498395  0.73299121
  1.32318835  2.01849924  2.64581112]",12.9104
33,0.6931,0.6918,"[ 2.76988653  4.3760258  -0.14923789  2.0494216   1.07201215  0.73003552
  1.3202179   2.02143055  2.64285151]",12.9033
34,0.6932,0.6857,"[ 2.77081807  4.3750442  -0.15022977  2.05038561  1.07299541  0.73100898
  1.32120032  2.02047161  2.64382759]",12.9055
35,0.6932,0.6945,"[ 2.77372781  4.37206839 -0.15321916  2.05333834  1.07597332  0.73397425
  1.3241772   2.01752547  2.64679592]",12.913
36,0.6932,0.6887,"[ 2.77275691  4.37306077 -0.15222246  2.05235333  1.0749803   0.73298517
  1.3231845   2.01850835  2.64580599]",12.9104
37,0.6931,0.6903,"[ 2.76984287  4.37603793 -0.14923245  2.04939814  1.07200115  0.73001804
  1.32020636  2.02145718  2.64283589]",12.9032
38,0.6931,0.6826,"[ 2.77077039  4.37505732 -0.15022391  2.05036016  1.07298349  0.73099007
  1.32118783  2.02050052  2.64381063]",12.9054
39,0.6931,0.7113,"[ 2.77349544  4.37214382 -0.15318448  2.05320076  1.07590415  0.73386904
  1.32410488  2.01767937  2.64669987]",12.9125
40,0.6931,0.6928,"[ 2.7746199   4.37109981 -0.1542048   2.05427848  1.07694489  0.73492902
  1.32514716  2.01659337  2.64775622]",12.9156
41,0.693,0.6785,"[ 2.77365269  4.37209072 -0.15320876  2.05329597  1.07595327  0.73394185
  1.32415587  2.01757357  2.64676826]",12.9128
42,0.6931,0.6953,"[ 2.77430023  4.3711922  -0.15416366  2.05410286  1.07686026  0.73479815
  1.32505873  2.01679197  2.64763612]",12.9148
43,0.6931,0.7008,"[ 2.77519887  4.37021962 -0.15515163  2.05504951  1.0778352   0.7357589
  1.32603252  2.01585268  2.64860018]",12.9175
44,0.6932,0.6994,"[ 2.77226058  4.37320343 -0.15215865  2.05208133  1.07485001  0.73278213
  1.32304801  2.01881634  2.64562154]",12.9093
45,0.6932,0.6858,"[ 2.77318462  4.37222365 -0.15314981  2.05304176  1.07583155  0.73375309
  1.3240287   2.01786145  2.64659502]",12.9118
46,0.6929,0.7031,"[ 2.77219617  4.3732206  -0.15215112  2.05204775  1.07483435  0.73275744
  1.32303163  2.01885461  2.64559906]",12.9091
47,0.6931,0.698,"[ 2.77313565  4.37223647 -0.15314419  2.05301651  1.07581989  0.73373457
  1.32401648  2.01789029  2.64657825]",12.9116
48,0.6932,0.6924,"[ 2.77037151  4.37517024 -0.15017347  2.05014378  1.07288049  0.7308289
  1.3210799   2.02074585  2.64366456]",12.9045
49,0.693,0.7024,"[ 2.77139009  4.37416521 -0.15117566  2.05115357  1.0738851   0.73183608
  1.32208472  2.01973469  2.64467117]",12.907
50,0.6931,0.7125,"[ 2.77239053  4.37316502 -0.15217573  2.05215389  1.07488529  0.73283631
  1.32308492  2.01873432  2.64567144]",12.9096
