epoch,loss_discriminator,loss_generator,params_generator,rel_entropy
0,1.0673,0.2725,"[2.61722733e+00 4.52893196e+00 3.71846652e-03 1.89661219e+00
 9.19094741e-01 5.77180994e-01 1.16730777e+00 2.17422142e+00
 2.48996390e+00]",13.9683
1,0.9363,0.3257,"[2.61422828 4.53193161 0.00671829 1.89361289 0.91609504 0.57418156
 1.16430814 2.1772207  2.48696427]",14.0151
2,0.8293,0.4036,"[2.61122949 4.5349312  0.00971809 1.89061376 0.91309539 0.57118226
 1.16130855 2.18021986 2.48396469]",14.0627
3,0.7481,0.5165,"[2.6082314  4.53793062 0.01271781 1.88761508 0.91009588 0.56818331
 1.15830913 2.18321867 2.48096528]",14.111
4,0.697,0.6732,"[2.60524152 4.54092787 0.01571649 1.88462183 0.90709816 0.5651886
 1.15531181 2.18621311 2.47796806]",14.16
5,0.6784,0.8708,"[2.6082359  4.53792932 0.01271718 1.88761817 0.91009697 0.56818575
 1.15831042 2.18321602 2.4809666 ]",14.111
6,0.6806,0.9166,"[2.61123383 4.53492984 0.00971743 1.89061684 0.91309654 0.57118472
 1.16130992 2.18021707 2.48396608]",14.0626
7,0.6782,0.8546,"[2.61423138 4.53193046 0.00671772 1.89361527 0.91609603 0.5741835
 1.16430932 2.17721833 2.48696545]",14.0151
8,0.6783,0.9181,"[2.61722924e+00 4.52893100e+00 3.71798134e-03 1.89661390e+00
 9.19095584e-01 5.77182430e-01 1.16730880e+00 2.17421945e+00
 2.48996489e+00]",13.9683
9,0.6796,0.8525,"[2.62022687e+00 4.52593161e+00 7.18272537e-04 1.89961240e+00
 9.22095082e-01 5.80181255e-01 1.17030822e+00 2.17122069e+00
 2.49296427e+00]",13.9223
10,0.6813,0.9103,"[ 2.62322477e+00  4.52293216e+00 -2.28146704e-03  1.90261106e+00
  9.25094633e-01  5.83180212e-01  1.17330770e+00  2.16822181e+00
  2.49596371e+00]",13.8772
11,0.6812,0.8442,"[ 2.62622239  4.51993278 -0.00528117  1.90560955  0.92809412  0.58617903
  1.1763071   2.1652231   2.49896307]",13.8328
12,0.6843,0.8045,"[ 2.62921971  4.51693349 -0.00828083  1.90860785  0.93109353  0.5891777
  1.17930642  2.16222457  2.50196233]",13.7894
13,0.6796,0.8772,"[ 2.63221717  4.51393417 -0.0112805   1.91160625  0.93409297  0.59217644
  1.18230577  2.15922598  2.50496163]",13.7468
14,0.6842,0.8043,"[ 2.6352147   4.51093483 -0.01428018  1.91460469  0.93709242  0.59517522
  1.18530513  2.15622736  2.50796094]",13.7051
15,0.6825,0.8745,"[ 2.63821221  4.5079355  -0.01727986  1.91760312  0.94009186  0.59817399
  1.18830449  2.15322876  2.51096024]",13.6642
16,0.6837,0.8168,"[ 2.64120948  4.50493624 -0.0202795   1.92060141  0.94309124  0.60117264
  1.19130378  2.15023031  2.51395946]",13.6243
17,0.6845,0.8732,"[ 2.64420714  4.50193687 -0.02327919  1.92359995  0.94609071  0.60417149
  1.19430317  2.14723166  2.51695879]",13.5853
18,0.6848,0.8116,"[ 2.6472044   4.49893762 -0.02627883  1.92659824  0.94909008  0.60717015
  1.19730245  2.14423324  2.519958  ]",13.5473
19,0.685,0.8652,"[ 2.65020199  4.49593828 -0.02927851  1.92959674  0.95208953  0.61016897
  1.20030181  2.14123464  2.5229573 ]",13.5102
20,0.6834,0.8804,"[ 2.65319953  4.49293896 -0.03227818  1.93259522  0.95508896  0.61316777
  1.20330116  2.13823608  2.52595658]",13.4741
21,0.6858,0.8136,"[ 2.65619696  4.48993967 -0.03527783  1.93559363  0.95808836  0.61616652
  1.20630048  2.1352376   2.52895582]",13.4389
22,0.684,0.8626,"[ 2.65919455  4.48694034 -0.03827751  1.93859215  0.9610878   0.61916536
  1.20929984  2.13223902  2.5319551 ]",13.4048
23,0.6865,0.8003,"[ 2.66219175  4.48394112 -0.04127713  1.94159043  0.96408714  0.62216401
  1.21229909  2.1292407   2.53495426]",13.3716
24,0.6856,0.85,"[ 2.6651891   4.48094186 -0.04427677  1.94458881  0.96708651  0.62516273
  1.21529838  2.12624229  2.53795346]",13.3395
25,0.6834,0.8491,"[ 2.66818645  4.4779426  -0.04727641  1.9475872   0.97008588  0.62816146
  1.21829767  2.12324389  2.54095265]",13.3083
26,0.6875,0.7863,"[ 2.67118337  4.47494347 -0.05027598  1.95058533  0.97308515  0.63115999
  1.22129684  2.12024576  2.5439517 ]",13.2782
27,0.6839,0.8325,"[ 2.6741804   4.47194431 -0.05327558  1.95358353  0.97608443  0.63415858
  1.22429603  2.11724758  2.54695078]",13.2492
28,0.6848,0.8595,"[ 2.67717756  4.46894511 -0.05627519  1.95658182  0.97908375  0.63715724
  1.22729526  2.11424931  2.54994991]",13.2212
29,0.6889,0.784,"[ 2.68017459  4.46594595 -0.05927478  1.95958003  0.98208304  0.64015583
  1.23029446  2.11125114  2.55294898]",13.1942
30,0.6882,0.824,"[ 2.6831716   4.46294679 -0.06227437  1.96257825  0.98508231  0.64315443
  1.23329365  2.10825299  2.55594804]",13.1684
31,0.6884,0.7637,"[ 2.68616779  4.45994788 -0.06527385  1.96557596  0.98808138  0.64615264
  1.2362926   2.10525536  2.55894683]",13.1436
32,0.6897,0.8105,"[ 2.68916449  4.45694881 -0.06827339  1.96857401  0.99108058  0.64915111
  1.23929171  2.10225741  2.56194578]",13.1198
33,0.6895,0.7623,"[ 2.69216056  4.45394993 -0.07127285  1.97157167  0.99407962  0.65214929
  1.24229063  2.09925987  2.56494452]",13.0972
34,0.6885,0.8071,"[ 2.69515699  4.45095095 -0.07427236  1.97456957  0.99707875  0.65514764
  1.24528966  2.0962621   2.56794338]",13.0757
35,0.6897,0.7561,"[ 2.69815271  4.44795217 -0.07727178  1.97756705  1.00007769  0.65814568
  1.24828849  2.09326479  2.57094199]",13.0552
36,0.6894,0.8004,"[ 2.701149    4.44495322 -0.08027127  1.98056488  1.00307678  0.66114399
  1.25128748  2.09026711  2.57394079]",13.0359
37,0.6905,0.7478,"[ 2.70414426  4.44195457 -0.08327062  1.98356211  1.00607561  0.66414183
  1.25428618  2.08727011  2.57693924]",13.0177
38,0.691,0.7897,"[ 2.70714023  4.43895572 -0.08627008  1.98655978  1.00907462  0.66714002
  1.25728509  2.08427264  2.57993792]",13.0005
39,0.6893,0.7562,"[ 2.71013525  4.43595713 -0.0892694   1.9895569   1.01207339  0.67013778
  1.26028373  2.08127578  2.58293629]",12.9845
40,0.6899,0.7789,"[ 2.71313014  4.43295858 -0.09226871  1.99255396  1.01507213  0.6731355
  1.26328234  2.078279    2.5859346 ]",12.9697
41,0.6914,0.7344,"[ 2.71612399  4.42996033 -0.09526788  1.99555043  1.0180706   0.67613278
  1.26628066  2.07528289  2.58893256]",12.9559
42,0.6917,0.774,"[ 2.71911887  4.42696177 -0.0982672   1.99854751  1.02106934  0.67913052
  1.26927928  2.07228611  2.59193086]",12.9433
43,0.6916,0.7263,"[ 2.72211158  4.42396384 -0.10126623  2.00154337  1.02406753  0.68212733
  1.2722773   2.06929071  2.59492842]",12.9318
44,0.6915,0.7713,"[ 2.72510598  4.42096541 -0.10426549  2.00454021  1.02706615  0.68512491
  1.27527579  2.06629423  2.59792656]",12.9214
45,0.6906,0.7373,"[ 2.72619378  4.41993846 -0.10527827  2.00559226  1.02809004  0.68616537
  1.27630179  2.0652362   2.59895859]",12.9182
46,0.6922,0.7664,"[ 2.72918833  4.41693998 -0.10827756  2.00858922  1.0310887   0.68916303
  1.27930033  2.0622396   2.60195678]",12.9093
47,0.692,0.7193,"[ 2.73217949  4.41394246 -0.11127641  2.01158428  1.03408652  0.69215926
  1.28229796  2.05924516  2.6049538 ]",12.9016
48,0.6928,0.7528,"[ 2.73517235  4.41094444 -0.11427548  2.01458032  1.03708476  0.69515624
  1.28529606  2.05624962  2.6079514 ]",12.895
49,0.6927,0.7104,"[ 2.73815947  4.40794803 -0.11727382  2.01757319  1.04008158  0.69815081
  1.28829261  2.05325768  2.61094703]",12.8895
50,0.6918,0.7466,"[ 2.74114681  4.40495155 -0.1202722   2.02056621  1.04307845  0.70114552
  1.29128924  2.05026558  2.61394272]",12.8851
51,0.6928,0.7066,"[ 2.74413033  4.40195611 -0.12327011  2.02355718  1.04607438  0.70413869
  1.29428487  2.04727583  2.61693711]",12.8818
52,0.6924,0.742,"[ 2.747115    4.39896034 -0.12626818  2.02654883  1.04907062  0.70713239
  1.29728083  2.04428533  2.61993189]",12.8797
53,0.6932,0.7029,"[ 2.75009377  4.39596616 -0.12926553  2.02953733  1.05206541  0.71012374
  1.30027525  2.04129843  2.62292463]",12.8786
54,0.6931,0.6959,"[ 2.75305013  4.39297826 -0.13226005  2.03251361  1.05505453  0.71310591
  1.30326365  2.03832546  2.62590947]",12.8786
55,0.6928,0.7326,"[ 2.75597462  4.38999968 -0.13525033  2.03547204  1.05803524  0.7160746
  1.30624311  2.03537275  2.62888257]",12.8797
56,0.6932,0.6912,"[ 2.75693212  4.38901233 -0.13624452  2.03644791  1.05902382  0.71705626
  1.30723097  2.03440005  2.62986676]",12.8803
57,0.6932,0.7262,"[ 2.7579589   4.38800491 -0.13724784  2.03746239  1.06003053  0.71806707
  1.3082381   2.03338351  2.63087619]",12.8811
58,0.6932,0.6892,"[ 2.7570091   4.38899114 -0.13625401  2.03648936  1.05904297  0.71708718
  1.3072513   2.0343527   2.62989369]",12.8804
59,0.693,0.7019,"[ 2.75999086  4.38599602 -0.13925183  2.03947973  1.06203858  0.72008002
  1.31024664  2.03136371  2.63288748]",12.883
60,0.6929,0.7397,"[ 2.76099884  4.38499382 -0.1402528   2.04048402  1.06304057  0.72108321
  1.31124876  2.0303588   2.6338903 ]",12.8842
61,0.6932,0.7207,"[ 2.76199231  4.38399554 -0.14125203  2.04148061  1.06403902  0.72208067
  1.31224712  2.0293627   2.63488811]",12.8854
62,0.6933,0.6868,"[ 2.76101744  4.38498877 -0.14025503  2.04049392  1.06304516  0.72109053
  1.31125362  2.03034747  2.63389681]",12.8842
63,0.6931,0.723,"[ 2.76202545  4.38398657 -0.141256    2.04149821  1.06404716  0.72209371
  1.31225573  2.02934256  2.63489963]",12.8855
64,0.6932,0.687,"[ 2.76106301  4.38497642 -0.14026051  2.04051814  1.06305636  0.72110848
  1.31126546  2.03031977  2.63391266]",12.8843
65,0.6932,0.7204,"[ 2.76404338  4.38198161 -0.1432582   2.04350787  1.06605167  0.72410088
  1.3142605   2.02733152  2.636906  ]",12.8884
66,0.6929,0.7437,"[ 2.76504688  4.38098064 -0.14425863  2.04450976  1.06705257  0.72510228
  1.31526145  2.02632935  2.63790727]",12.89
67,0.6931,0.6944,"[ 2.76795697  4.37800532 -0.14724767  2.04746175  1.07003012  0.72806668
  1.31823783  2.02338405  2.64087539]",12.8953
68,0.6934,0.6756,"[ 2.76696071  4.37900431 -0.14624811  2.04646373  1.06903105  0.72706813
  1.31723881  2.02438178  2.63987672]",12.8934
69,0.693,0.727,"[ 2.76799463  4.37799498 -0.14725223  2.04748184  1.07003955  0.72808153
  1.31824774  2.02336114  2.64088881]",12.8954
70,0.6932,0.688,"[ 2.76704162  4.37898247 -0.14625773  2.04650644  1.06905095  0.72709962
  1.31725973  2.02433303  2.63990509]",12.8935
71,0.6934,0.6677,"[ 2.7660789   4.37997246 -0.14526213  2.04552604  1.06806006  0.72611406
  1.31626931  2.02531063  2.63891809]",12.8918
72,0.6931,0.709,"[ 2.76706805  4.37897529 -0.14626089  2.04652044  1.06905751  0.72710994
  1.31726662  2.02431703  2.63991444]",12.8936
73,0.6934,0.6798,"[ 2.76607633  4.37997308 -0.14526185  2.04552478  1.06805952  0.72611313
  1.31626875  2.02531206  2.63891732]",12.8918
74,0.6927,0.7161,"[ 2.76707422  4.37897359 -0.14626162  2.04652374  1.06905906  0.72711236
  1.31726826  2.02431325  2.63991666]",12.8936
75,0.6931,0.7394,"[ 2.76807585  4.37797312 -0.14726182  2.04752464  1.0700595   0.72811302
  1.31826873  2.02331222  2.64091728]",12.8956
76,0.6933,0.7062,"[ 2.76905923  4.37697745 -0.14825991  2.04851607  1.07105557  0.72910672
  1.31926459  2.02232202  2.64191165]",12.8976
77,0.6933,0.6886,"[ 2.76808095  4.37797168 -0.14726244  2.04752741  1.07006083  0.72811504
  1.31827012  2.02330906  2.64091918]",12.8956
78,0.6932,0.6971,"[ 2.76906904  4.37697483 -0.14826104  2.0485212   1.07105798  0.72911046
  1.31926712  2.02231615  2.64191511]",12.8977
79,0.6934,0.6614,"[ 2.76826717  4.37791482 -0.14728815  2.04763356  1.07011292  0.72819512
  1.31832465  2.02318952  2.64099226]",12.896
80,0.6931,0.69,"[ 2.76927162  4.37691359 -0.14828868  2.04863593  1.07111406  0.72919684
  1.31932584  2.02218683  2.6419939 ]",12.8981
81,0.6934,0.7227,"[ 2.77025027  4.37591919 -0.14928621  2.04962487  1.07210898  0.73018872
  1.3203205   2.02119947  2.64298663]",12.9002
82,0.6934,0.6808,"[ 2.76926951  4.37691412 -0.14828842  2.04863485  1.0711136   0.72919602
  1.31932535  2.02218805  2.64199326]",12.8981
83,0.6934,0.7139,"[ 2.77026727  4.37591467 -0.14928818  2.04963375  1.07211312  0.73019521
  1.32032484  2.02118932  2.64299256]",12.9003
84,0.6934,0.6811,"[ 2.76927941  4.37691147 -0.14828957  2.04864004  1.07111604  0.72919981
  1.31932791  2.02218211  2.64199675]",12.8981
85,0.6935,0.7078,"[ 2.77027871  4.37591161 -0.1492895   2.04963973  1.07211592  0.73019958
  1.32032778  2.02118246  2.64299658]",12.9003
86,0.6932,0.6773,"[ 2.76928645  4.37690957 -0.14829039  2.04864376  1.0711178   0.72920252
  1.31932975  2.02217785  2.64199927]",12.8981
87,0.6932,0.7128,"[ 2.77028224  4.37591062 -0.14928992  2.04964165  1.07211684  0.73020097
  1.32032875  2.02118027  2.6429979 ]",12.9003
88,0.6933,0.6869,"[ 2.76930018  4.3769059  -0.14829198  2.04865096  1.07112116  0.72920778
  1.31933328  2.02216962  2.64200409]",12.8981
89,0.6934,0.7158,"[ 2.77030025  4.37590584 -0.149292    2.04965105  1.07212123  0.73020784
  1.32033335  2.02116952  2.64300418]",12.9004
90,0.6932,0.7335,"[ 2.77129948  4.374906   -0.15029193  2.0506507   1.07312109  0.73120759
  1.32133321  2.02016991  2.64400398]",12.9027
91,0.6932,0.7021,"[ 2.77224508  4.37392041 -0.1512856   2.05162239  1.07410795  0.73218681
  1.32231943  2.01920222  2.64498513]",12.905
92,0.6934,0.6744,"[ 2.77124885  4.37491941 -0.15028603  2.05062436  1.07310888  0.73118825
  1.32132041  2.02019996  2.64398646]",12.9026
93,0.6932,0.7109,"[ 2.77224195  4.37392116 -0.15128526  2.05162088  1.07410729  0.7321857
  1.32231875  2.01920395  2.64498418]",12.905
94,0.6935,0.6785,"[ 2.77124827  4.37491949 -0.15028598  2.05062415  1.07310882  0.73118808
  1.32132035  2.02020021  2.64398638]",12.9026
95,0.6929,0.7106,"[ 2.77224103  4.37392133 -0.15128517  2.05162049  1.07410715  0.7321854
  1.3223186   2.0192044   2.64498398]",12.905
96,0.6934,0.6812,"[ 2.77124918  4.37491919 -0.1502861   2.0506247   1.07310912  0.73118847
  1.32132066  2.02019957  2.6439868 ]",12.9026
97,0.6934,0.713,"[ 2.77224772  4.37391953 -0.15128595  2.05162401  1.07410882  0.73218796
  1.32232035  2.01920037  2.64498637]",12.905
98,0.6933,0.6873,"[ 2.7712659   4.37491477 -0.15028802  2.05063339  1.07311317  0.73119481
  1.32132491  2.02018964  2.64399264]",12.9026
99,0.6933,0.6573,"[ 2.77028317  4.37591023 -0.14928999  2.04964232  1.07211732  0.73020133
  1.32032925  2.02117942  2.6429986 ]",12.9003
