v,v_eff,m,t
"[[2.02699283e-06]
 [2.20158269e-05]
 [9.35901451e-05]
 [4.35745145e-06]
 [3.08813704e-05]
 [6.90907310e-06]
 [2.22692914e-05]
 [5.14765179e-06]
 [2.05638387e-05]]","[[2.02699283e-06]
 [2.20158269e-05]
 [9.35901451e-05]
 [4.35745145e-06]
 [3.08813704e-05]
 [6.90907310e-06]
 [2.22692914e-05]
 [5.14765179e-06]
 [2.05638387e-05]]","[[ 0.00427117]
 [-0.01407631]
 [-0.0290226 ]
 [ 0.00626235]
 [ 0.0166713 ]
 [ 0.00788553]
 [ 0.01415711]
 [-0.00680653]
 [ 0.01360421]]",1
"[[1.52244399e-06]
 [1.71365537e-05]
 [7.31855346e-05]
 [3.31120232e-06]
 [2.41869692e-05]
 [5.26886953e-06]
 [1.74751449e-05]
 [4.02022258e-06]
 [1.60768472e-05]]","[[1.52244399e-06]
 [1.71365537e-05]
 [7.31855346e-05]
 [3.31120232e-06]
 [2.41869692e-05]
 [5.26886953e-06]
 [1.74751449e-05]
 [4.02022258e-06]
 [1.60768472e-05]]","[[ 0.00370162]
 [-0.0124189 ]
 [-0.02566456]
 [ 0.00545901]
 [ 0.01475407]
 [ 0.00688621]
 [ 0.01254098]
 [-0.00601515]
 [ 0.01202878]]",1
"[[1.07591386e-06]
 [1.25494191e-05]
 [5.38249227e-05]
 [2.36737292e-06]
 [1.78190267e-05]
 [3.78095929e-06]
 [1.28975406e-05]
 [2.95437356e-06]
 [1.18237179e-05]]","[[1.07591386e-06]
 [1.25494191e-05]
 [5.38249227e-05]
 [2.36737292e-06]
 [1.78190267e-05]
 [3.78095929e-06]
 [1.28975406e-05]
 [2.95437356e-06]
 [1.18237179e-05]]","[[ 0.00311179]
 [-0.01062755]
 [-0.02200964]
 [ 0.00461588]
 [ 0.01266378]
 [ 0.00583341]
 [ 0.01077394]
 [-0.00515649]
 [ 0.01031569]]",1
"[6.95693558e-05 1.53312182e-04 3.27661493e-07 ... 4.71112849e-03
 5.16137997e-04 1.02184217e-04]","[6.95693558e-05 1.53312182e-04 3.27661493e-07 ... 4.71112849e-03
 5.16137997e-04 1.02184217e-04]","[ 0.02502247 -0.03714579 -0.00171725 ...  0.20591298 -0.06815601
 -0.03032586]",1
"[[6.95583578e-07]
 [8.40519270e-06]
 [3.61946203e-05]
 [1.54822032e-06]
 [1.20035886e-05]
 [2.48209424e-06]
 [8.70296776e-06]
 [1.98590322e-06]
 [7.95200846e-06]]","[[6.95583578e-07]
 [8.40519270e-06]
 [3.61946203e-05]
 [1.54822032e-06]
 [1.20035886e-05]
 [2.48209424e-06]
 [8.70296776e-06]
 [1.98590322e-06]
 [7.95200846e-06]]","[[ 0.00250205]
 [-0.00869751]
 [-0.01804859]
 [ 0.00373283]
 [ 0.01039386]
 [ 0.0047264 ]
 [ 0.00885024]
 [-0.00422766]
 [ 0.00845979]]",1
"[[3.89235332e-07]
 [4.87078556e-06]
 [2.10542455e-05]
 [8.76229870e-07]
 [6.99464147e-06]
 [1.41022878e-06]
 [5.07929242e-06]
 [1.15510899e-06]
 [4.62674283e-06]]","[[3.89235332e-07]
 [4.87078556e-06]
 [2.10542455e-05]
 [8.76229870e-07]
 [6.99464147e-06]
 [1.41022878e-06]
 [5.07929242e-06]
 [1.15510899e-06]
 [4.62674283e-06]]","[[ 0.00187166]
 [-0.00662096]
 [-0.01376547]
 [ 0.00280821]
 [ 0.00793422]
 [ 0.00356259]
 [ 0.00676119]
 [-0.00322428]
 [ 0.00645296]]",1
"[[1.66593385e-07]
 [2.15736833e-06]
 [9.35917962e-06]
 [3.79186094e-07]
 [3.11444567e-06]
 [6.12666831e-07]
 [2.26484873e-06]
 [5.13562567e-07]
 [2.05728513e-06]]","[[1.66593385e-07]
 [2.15736833e-06]
 [9.35917962e-06]
 [3.79186094e-07]
 [3.11444567e-06]
 [6.12666831e-07]
 [2.26484873e-06]
 [5.13562567e-07]
 [2.05728513e-06]]","[[ 0.00122448]
 [-0.00440639]
 [-0.00917783]
 [ 0.00184734]
 [ 0.00529434]
 [ 0.00234819]
 [ 0.00451482]
 [-0.0021499 ]
 [ 0.00430297]]",1
"[3.38391156e-05 8.37480961e-05 8.61708749e-08 ... 2.19957075e-03
 2.88007676e-04 4.43733154e-05]","[3.38391156e-05 8.37480961e-05 8.61708749e-08 ... 2.19957075e-03
 2.88007676e-04 4.43733154e-05]","[ 0.01745142 -0.0274542  -0.00088065 ...  0.14069874 -0.05091237
 -0.01998399]",1
"[[3.43937037e-08]
 [4.60614290e-07]
 [2.00532359e-06]
 [7.91293933e-08]
 [6.68315891e-07]
 [1.28357482e-07]
 [4.86637752e-07]
 [1.10072261e-07]
 [4.40915122e-07]]","[[3.43937037e-08]
 [4.60614290e-07]
 [2.00532359e-06]
 [7.91293933e-08]
 [6.68315891e-07]
 [1.28357482e-07]
 [4.86637752e-07]
 [1.10072261e-07]
 [4.40915122e-07]]","[[ 0.00055637]
 [-0.00203606]
 [-0.00424828]
 [ 0.0008439 ]
 [ 0.00245252]
 [ 0.00107481]
 [ 0.00209278]
 [-0.00099531]
 [ 0.00199204]]",1
"[[3.69802970e-10]
 [5.10260109e-09]
 [2.22875016e-08]
 [8.58595151e-10]
 [7.43626407e-09]
 [1.39777400e-09]
 [5.41986175e-09]
 [1.22391476e-09]
 [4.90174335e-09]]","[[3.69802970e-10]
 [5.10260109e-09]
 [2.22875016e-08]
 [8.58595151e-10]
 [7.43626407e-09]
 [1.39777400e-09]
 [5.41986175e-09]
 [1.22391476e-09]
 [4.90174335e-09]]","[[-5.76907855e-05]
 [ 2.14297480e-04]
 [ 4.47869974e-04]
 [-8.79053830e-05]
 [-2.58701327e-04]
 [-1.12160448e-04]
 [-2.20859131e-04]
 [ 1.04953479e-04]
 [-2.10037354e-04]]",1
