v,v_eff,m,t
"[[1.77962478e-08]
 [2.23878432e-07]
 [2.24620118e-06]
 [5.06047766e-08]
 [4.55263831e-07]
 [4.26764880e-08]
 [3.60356076e-07]]","[[1.77962478e-08]
 [2.23878432e-07]
 [2.24620118e-06]
 [5.06047766e-08]
 [4.55263831e-07]
 [4.26764880e-08]
 [3.60356076e-07]]","[[-0.00040021]
 [ 0.00141947]
 [-0.0044962 ]
 [-0.00067487]
 [-0.0020242 ]
 [-0.00061975]
 [-0.00180089]]",1
"[[2.05494767e-10]
 [2.61686722e-09]
 [2.62044617e-08]
 [5.84559774e-10]
 [5.24583404e-09]
 [5.09330295e-10]
 [4.14553225e-09]]","[[2.05494767e-10]
 [2.61686722e-09]
 [2.62044617e-08]
 [5.84559774e-10]
 [5.24583404e-09]
 [5.09330295e-10]
 [4.14553225e-09]]","[[ 4.30052660e-05]
 [-1.53465973e-04]
 [ 4.85633767e-04]
 [ 7.25330129e-05]
 [ 2.17284390e-04]
 [ 6.77050416e-05]
 [ 1.93157423e-04]]",1
"[[2.91359235e-08]
 [3.70714158e-07]
 [3.71453852e-06]
 [8.22363433e-08]
 [7.39600963e-07]
 [7.23910294e-08]
 [5.83405638e-07]]","[[2.91359235e-08]
 [3.70714158e-07]
 [3.71453852e-06]
 [8.22363433e-08]
 [7.39600963e-07]
 [7.23910294e-08]
 [5.83405638e-07]]","[[ 0.00051208]
 [-0.00182659]
 [ 0.00578194]
 [ 0.00086031]
 [ 0.00258   ]
 [ 0.00080717]
 [ 0.00229143]]",1
"[2.24504016e-06 6.57821873e-07 2.07798347e-07 ... 5.57583145e-04
 2.51791370e-04 1.44965414e-05]","[2.24504016e-06 6.57821873e-07 2.07798347e-07 ... 5.57583145e-04
 2.51791370e-04 1.44965414e-05]","[ 0.00449504 -0.00243319  0.00136755 ...  0.0708396  -0.04760381
 -0.0114223 ]",1
"[[1.12288828e-07]
 [1.42656301e-06]
 [1.43058873e-05]
 [3.14518427e-07]
 [2.83477212e-06]
 [2.79165369e-07]
 [2.23215420e-06]]","[[1.12288828e-07]
 [1.42656301e-06]
 [1.43058873e-05]
 [3.14518427e-07]
 [2.83477212e-06]
 [2.79165369e-07]
 [2.23215420e-06]]","[[ 0.00100529]
 [-0.00358316]
 [ 0.01134694]
 [ 0.00168246]
 [ 0.00505103]
 [ 0.00158508]
 [ 0.00448212]]",1
"[[2.56205805e-07]
 [3.24866784e-06]
 [3.26120339e-05]
 [7.12367153e-07]
 [6.43454918e-06]
 [6.36513757e-07]
 [5.05833698e-06]]","[[2.56205805e-07]
 [3.24866784e-06]
 [3.26120339e-05]
 [7.12367153e-07]
 [6.43454918e-06]
 [6.36513757e-07]
 [5.05833698e-06]]","[[ 0.0015185 ]
 [-0.00540722]
 [ 0.01713208]
 [ 0.00253206]
 [ 0.00760992]
 [ 0.00239345]
 [ 0.00674722]]",1
"[[4.66361740e-07]
 [5.89965500e-06]
 [5.92995555e-05]
 [1.28758209e-06]
 [1.16556799e-05]
 [1.15631401e-06]
 [9.14879479e-06]]","[[4.66361740e-07]
 [5.89965500e-06]
 [5.92995555e-05]
 [1.28758209e-06]
 [1.16556799e-05]
 [1.15631401e-06]
 [9.14879479e-06]]","[[ 0.00204872]
 [-0.00728676]
 [ 0.02310186]
 [ 0.00340415]
 [ 0.01024212]
 [ 0.00322596]
 [ 0.00907409]]",1
"[5.80441889e-07 1.93823536e-07 5.64196996e-08 ... 1.72839556e-04
 6.37840108e-05 3.22783126e-06]","[5.80441889e-07 1.93823536e-07 5.64196996e-08 ... 1.72839556e-04
 6.37840108e-05 3.22783126e-06]","[ 0.0022856  -0.00132076  0.00071258 ...  0.03944054 -0.02395947
 -0.00538985]",1
"[[7.42698892e-07]
 [9.36950444e-06]
 [9.43197020e-05]
 [2.03678066e-06]
 [1.84784196e-05]
 [1.83524715e-06]
 [1.44839964e-05]]","[[7.42698892e-07]
 [9.36950444e-06]
 [9.43197020e-05]
 [2.03678066e-06]
 [1.84784196e-05]
 [1.83524715e-06]
 [1.44839964e-05]]","[[ 0.0025854 ]
 [-0.00918289]
 [ 0.0291355 ]
 [ 0.00428147]
 [ 0.01289596]
 [ 0.00406414]
 [ 0.01141735]]",1
"[[1.08205790e-06]
 [1.36073377e-05]
 [1.37222131e-04]
 [2.94849908e-06]
 [2.68096324e-05]
 [2.66114924e-06]
 [2.09881195e-05]]","[[1.08205790e-06]
 [1.36073377e-05]
 [1.37222131e-04]
 [2.94849908e-06]
 [2.68096324e-05]
 [2.66114924e-06]
 [2.09881195e-05]]","[[ 0.00312066]
 [-0.01106644]
 [ 0.03514256]
 [ 0.00515136]
 [ 0.01553341]
 [ 0.00489391]
 [ 0.01374384]]",1
