epoch,loss_discriminator,loss_generator,params_generator,rel_entropy
0,1.021,0.2765,"[2.62322478e+00 4.52293281e+00 3.71845429e-03 1.90261060e+00
 9.25094129e-01 5.83178974e-01 1.17330706e+00]",11.6813
1,0.9335,0.3201,"[2.62622287 4.51993338 0.00671827 1.90560952 0.92809377 0.58617745
 1.17630667]",11.7197
2,0.8567,0.3773,"[2.62922071 4.51693401 0.00971806 1.9086083  0.93109336 0.58917587
 1.17930621]",11.7587
3,0.7841,0.4547,"[2.63221803 4.51393477 0.01271782 1.91160679 0.93409285 0.59217408
 1.18230564]",11.7982
4,0.7323,0.5557,"[2.63521395 4.5109359  0.01571746 1.91460446 0.93709206 0.59517155
 1.18530477]",11.8383
5,0.695,0.683,"[2.63818621 4.50794337 0.01871507 1.91758848 0.9400866  0.59815565
 1.18829865]",11.8789
6,0.6783,0.8343,"[2.63519589 4.51094082 0.01571589 1.91459405 0.9370885  0.59516102
 1.18530077]",11.8382
7,0.6764,0.8894,"[2.63219889 4.51394002 0.01271614 1.91159579 0.93408909 0.59216268
 1.18230144]",11.7982
8,0.678,0.9283,"[2.62920164 4.51693929 0.00971638 1.90859741 0.93108963 0.58916424
 1.17930205]",11.7586
9,0.676,0.8856,"[2.62620469 4.51993846 0.00671664 1.9055992  0.92809023 0.586166
 1.17630274]",11.7197
10,0.6732,0.938,"[2.62320738e+00 4.52293773e+00 3.71687006e-03 1.90260080e+00
 9.25090771e-01 5.83167590e-01 1.17330334e+00]",11.6813
11,0.6775,0.8832,"[2.62021026e+00 4.52593694e+00 7.17121576e-04 1.89960252e+00
 9.22091346e-01 5.80169335e-01 1.17030399e+00]",11.6435
12,0.6789,0.9175,"[ 2.61721298e+00  4.52893618e+00 -2.28263942e-03  1.89660415e+00
  9.19091891e-01  5.77171016e-01  1.16730461e+00]",11.6062
13,0.6751,0.9067,"[ 2.61421614  4.53193529 -0.00528236  1.89360606  0.91609253  0.57417302
  1.16430532]",11.5696
14,0.6766,0.9394,"[ 2.61121857  4.5349346  -0.00828214  1.89060755  0.91309302  0.57117459
  1.16130588]",11.5335
15,0.6774,0.886,"[ 2.60822133  4.53793381 -0.01128189  1.88760924  0.91009357  0.56817642
  1.15830651]",11.498
16,0.6771,0.9258,"[ 2.60522393  4.54093306 -0.01428166  1.88461084  0.9070941   0.56517818
  1.1553071 ]",11.4631
17,0.6779,0.8946,"[ 2.6022271   4.54393213 -0.01728137  1.88161281  0.90409474  0.56218038
  1.15230783]",11.4288
18,0.6789,0.8606,"[ 2.59923029  4.54693119 -0.02028108  1.87861479  0.90109539  0.55918265
  1.14930856]",11.395
19,0.6791,0.9081,"[ 2.59623307  4.54993036 -0.02328082  1.87561654  0.89809596  0.55618467
  1.1463092 ]",11.3619
20,0.6802,0.8608,"[ 2.59323606  4.55292947 -0.02628054  1.87261842  0.89509656  0.55318688
  1.14330989]",11.3293
21,0.6777,0.9056,"[ 2.59023883  4.55592863 -0.02928028  1.86962019  0.89209713  0.55018899
  1.14031053]",11.2973
22,0.6808,0.8575,"[ 2.58724184  4.55892771 -0.03228     1.86662211  0.88909775  0.54719134
  1.13731122]",11.2659
23,0.6809,0.8956,"[ 2.58424466  4.56192685 -0.03527973  1.86362393  0.88609832  0.54419358
  1.13431188]",11.235
