v,v_eff,m,t
"[[3.44650967e-06]
 [1.66397953e-05]
 [2.97272180e-04]
 [1.04637448e-05]
 [7.44670813e-05]
 [8.47323487e-07]
 [6.50880892e-05]
 [2.99331019e-08]
 [6.58024940e-05]
 [1.68896823e-06]
 [2.55820445e-06]]","[[3.44650967e-06]
 [1.66397953e-05]
 [2.97272180e-04]
 [1.04637448e-05]
 [7.44670813e-05]
 [8.47323487e-07]
 [6.50880892e-05]
 [2.99331019e-08]
 [6.58024940e-05]
 [1.68896823e-06]
 [2.55820445e-06]]","[[-0.00556943]
 [ 0.01223757]
 [-0.05172475]
 [-0.00970431]
 [-0.02588829]
 [-0.00276151]
 [-0.02420316]
 [ 0.00051904]
 [-0.02433562]
 [-0.00389881]
 [ 0.00479832]]",1
"[[3.63949650e-06]
 [1.59865138e-05]
 [2.92846501e-04]
 [1.06126491e-05]
 [7.10403560e-05]
 [9.49185501e-07]
 [6.17571799e-05]
 [2.18861103e-08]
 [6.32564915e-05]
 [1.39261708e-06]
 [2.13858481e-06]]","[[3.63949650e-06]
 [1.59865138e-05]
 [2.92846501e-04]
 [1.06126491e-05]
 [7.10403560e-05]
 [9.49185501e-07]
 [6.17571799e-05]
 [2.18861103e-08]
 [6.32564915e-05]
 [1.39261708e-06]
 [2.13858481e-06]]","[[-0.00572324]
 [ 0.01199494]
 [-0.05133828]
 [-0.00977312]
 [-0.02528563]
 [-0.00292278]
 [-0.02357572]
 [ 0.00044382]
 [-0.02386018]
 [-0.00354028]
 [ 0.00438717]]",1
"[[3.80608667e-06]
 [1.52859282e-05]
 [2.86446316e-04]
 [1.06902746e-05]
 [6.74245992e-05]
 [1.04683070e-06]
 [5.82913919e-05]
 [1.55351665e-08]
 [6.04964806e-05]
 [1.12824765e-06]
 [1.76020788e-06]]","[[3.80608667e-06]
 [1.52859282e-05]
 [2.86446316e-04]
 [1.06902746e-05]
 [6.74245992e-05]
 [1.04683070e-06]
 [5.82913919e-05]
 [1.55351665e-08]
 [6.04964806e-05]
 [1.12824765e-06]
 [1.76020788e-06]]","[[-0.00585276]
 [ 0.01172917]
 [-0.05077417]
 [-0.0098088 ]
 [-0.02463374]
 [-0.00306944]
 [-0.02290464]
 [ 0.00037392]
 [-0.02333385]
 [-0.00318657]
 [ 0.00398018]]",1
"[[3.93920719e-06]
 [1.45310540e-05]
 [2.77889554e-04]
 [1.06846691e-05]
 [6.35974303e-05]
 [1.13699277e-06]
 [5.46748857e-05]
 [1.06337748e-08]
 [5.74980689e-05]
 [8.95153777e-07]
 [1.42250037e-06]]","[[3.93920719e-06]
 [1.45310540e-05]
 [2.77889554e-04]
 [1.06846691e-05]
 [6.35974303e-05]
 [1.13699277e-06]
 [5.46748857e-05]
 [1.06337748e-08]
 [5.74980689e-05]
 [8.95153777e-07]
 [1.42250037e-06]]","[[-0.00595423]
 [ 0.01143589]
 [-0.05001006]
 [-0.00980622]
 [-0.0239244 ]
 [-0.0031989 ]
 [-0.02218274]
 [ 0.00030936]
 [-0.02274824]
 [-0.00283838]
 [ 0.00357806]]",1
"[[4.03094593e-06]
 [1.37153436e-05]
 [2.67021512e-04]
 [1.05829339e-05]
 [5.95398845e-05]
 [1.21588225e-06]
 [5.08953784e-05]
 [6.95604116e-09]
 [5.42390197e-05]
 [6.92682182e-07]
 [1.12498582e-06]]","[[4.03094593e-06]
 [1.37153436e-05]
 [2.67021512e-04]
 [1.05829339e-05]
 [5.95398845e-05]
 [1.21588225e-06]
 [5.08953784e-05]
 [6.95604116e-09]
 [5.42390197e-05]
 [6.92682182e-07]
 [1.12498582e-06]]","[[-0.00602316]
 [ 0.01111027]
 [-0.04902238]
 [-0.00975943]
 [-0.02314863]
 [-0.00330801]
 [-0.0214023 ]
 [ 0.00025021]
 [-0.02209414]
 [-0.00249683]
 [ 0.00318196]]",1
"[7.00643635e-05 4.61646472e-04 2.01569299e-05 ... 5.88182832e-04
 1.50177666e-01 3.91980106e-03]","[7.00643635e-05 4.61646472e-04 2.01569299e-05 ... 5.88182832e-04
 1.50177666e-01 3.91980106e-03]","[-0.02511134 -0.06445788  0.01346894 ... -0.07275744  1.1625829
 -0.18782494]",1
"[[4.07276079e-06]
 [1.28328955e-05]
 [2.53726903e-04]
 [1.03716754e-05]
 [5.52371413e-05]
 [1.27923257e-06]
 [4.69445738e-05]
 [4.29282028e-09]
 [5.07002545e-05]
 [5.20045891e-07]
 [8.67051697e-07]]","[[4.07276079e-06]
 [1.28328955e-05]
 [2.53726903e-04]
 [1.03716754e-05]
 [5.52371413e-05]
 [1.27923257e-06]
 [4.69445738e-05]
 [4.29282028e-09]
 [5.07002545e-05]
 [5.20045891e-07]
 [8.67051697e-07]]","[[-0.00605432]
 [ 0.01074691]
 [-0.04778642]
 [-0.00966153]
 [-0.02229651]
 [-0.00339309]
 [-0.02055483]
 [ 0.00019656]
 [-0.02136123]
 [-0.00216343]
 [ 0.00279347]]",1
"[[4.05576026e-06]
 [1.18788770e-05]
 [2.37942075e-04]
 [1.00376129e-05]
 [5.06802012e-05]
 [1.32237941e-06]
 [4.28194238e-05]
 [2.45066589e-09]
 [4.68676607e-05]
 [3.76207489e-07]
 [6.47799692e-07]]","[[4.05576026e-06]
 [1.18788770e-05]
 [2.37942075e-04]
 [1.00376129e-05]
 [5.06802012e-05]
 [1.32237941e-06]
 [4.28194238e-05]
 [2.45066589e-09]
 [4.68676607e-05]
 [3.76207489e-07]
 [6.47799692e-07]]","[[-0.00604168]
 [ 0.01033972]
 [-0.04627611]
 [-0.00950466]
 [-0.02135701]
 [-0.00344984]
 [-0.01963097]
 [ 0.00014851]
 [-0.02053799]
 [-0.00184007]
 [ 0.00241458]]",1
"[[3.97123404e-06]
 [1.08508133e-05]
 [2.19680927e-04]
 [9.56885560e-06]
 [4.58713968e-05]
 [1.34041685e-06]
 [3.85266912e-05]
 [1.25252690e-09]
 [4.27373301e-05]
 [2.59842530e-07]
 [4.66005130e-07]]","[[3.97123404e-06]
 [1.08508133e-05]
 [2.19680927e-04]
 [9.56885560e-06]
 [4.58713968e-05]
 [1.34041685e-06]
 [3.85266912e-05]
 [1.25252690e-09]
 [4.27373301e-05]
 [2.59842530e-07]
 [4.66005130e-07]]","[[-0.00597839]
 [ 0.00988217]
 [-0.04446491]
 [-0.00928007]
 [-0.02031853]
 [-0.00347329]
 [-0.01862096]
 [ 0.00010617]
 [-0.01961214]
 [-0.00152924]
 [ 0.00204794]]",1
"[[3.81156442e-06]
 [9.74990927e-06]
 [1.99062666e-04]
 [8.95672290e-06]
 [4.08293518e-05]
 [1.32854836e-06]
 [3.40867332e-05]
 [5.38593329e-10]
 [3.83207316e-05]
 [1.69205122e-07]
 [3.19936868e-07]]","[[3.81156442e-06]
 [9.74990927e-06]
 [1.99062666e-04]
 [8.95672290e-06]
 [4.08293518e-05]
 [1.32854836e-06]
 [3.40867332e-05]
 [5.38593329e-10]
 [3.83207316e-05]
 [1.69205122e-07]
 [3.19936868e-07]]","[[-5.85696848e-03]
 [ 9.36745341e-03]
 [-4.23268708e-02]
 [-8.97833538e-03]
 [-1.91693549e-02]
 [-3.45788017e-03]
 [-1.75151534e-02]
 [ 6.96228408e-05]
 [-1.85711223e-02]
 [-1.23403651e-03]
 [ 1.69688886e-03]]",1
