v,v_eff,m,t
"[[2.90974815e-06]
 [3.06962776e-05]
 [2.66813205e-04]
 [9.19615534e-06]
 [8.28782973e-05]
 [3.82276068e-06]
 [6.87932648e-05]]","[[2.90974815e-06]
 [3.06962776e-05]
 [2.66813205e-04]
 [9.19615534e-06]
 [8.28782973e-05]
 [3.82276068e-06]
 [6.87932648e-05]]","[[-0.0051174 ]
 [ 0.01662127]
 [-0.04900325]
 [-0.00909755]
 [-0.02731126]
 [-0.00586556]
 [-0.02488251]]",1
"[[2.78571115e-06]
 [2.98431388e-05]
 [2.64306970e-04]
 [8.79969138e-06]
 [7.90761241e-05]
 [3.85872370e-06]
 [6.54786362e-05]]","[[2.78571115e-06]
 [2.98431388e-05]
 [2.64306970e-04]
 [8.79969138e-06]
 [7.90761241e-05]
 [3.85872370e-06]
 [6.54786362e-05]]","[[-0.00500713]
 [ 0.01638866]
 [-0.04877256]
 [-0.00889928]
 [-0.02667743]
 [-0.00589309]
 [-0.02427566]]",1
"[[2.65623512e-06]
 [2.89026329e-05]
 [2.60458098e-04]
 [8.38558038e-06]
 [7.51439671e-05]
 [3.87714722e-06]
 [6.20723922e-05]]","[[2.65623512e-06]
 [2.89026329e-05]
 [2.60458098e-04]
 [8.38558038e-06]
 [7.51439671e-05]
 [3.87714722e-06]
 [6.20723922e-05]]","[[-0.00488939]
 [ 0.01612835]
 [-0.04841614]
 [-0.00868736]
 [-0.02600569]
 [-0.00590714]
 [-0.02363581]]",1
"[1.99092629e-03 3.70951902e-05 1.33404610e-03 ... 1.47397781e-03
 2.88978062e-04 6.78168020e-03]","[1.99092629e-03 3.70951902e-05 1.33404610e-03 ... 1.47397781e-03
 2.88978062e-04 6.78168020e-03]","[ 0.13385939  0.01827175 -0.10957379 ... -0.11517726 -0.05099806
  0.24705287]",1
"[[2.52084281e-06]
 [2.78651814e-05]
 [2.55131506e-04]
 [7.95244746e-06]
 [7.10696435e-05]
 [3.87517641e-06]
 [5.85652217e-05]]","[[2.52084281e-06]
 [2.78651814e-05]
 [2.55131506e-04]
 [7.95244746e-06]
 [7.10696435e-05]
 [3.87517641e-06]
 [5.85652217e-05]]","[[-0.00476315]
 [ 0.01583624]
 [-0.04791851]
 [-0.00846003]
 [-0.02529084]
 [-0.00590564]
 [-0.02295838]]",1
"[[2.37911041e-06]
 [2.67211842e-05]
 [2.48200354e-04]
 [7.49911722e-06]
 [6.68427959e-05]
 [3.84969958e-06]
 [5.49494337e-05]]","[[2.37911041e-06]
 [2.67211842e-05]
 [2.48200354e-04]
 [7.49911722e-06]
 [6.68427959e-05]
 [3.84969958e-06]
 [5.49494337e-05]]","[[-0.00462731]
 [ 0.01550776]
 [-0.04726313]
 [-0.00821535]
 [-0.02452723]
 [-0.0058862 ]
 [-0.02223837]]",1
"[[2.23070595e-06]
 [2.54614823e-05]
 [2.39553005e-04]
 [7.02473792e-06]
 [6.24559707e-05]
 [3.79740829e-06]
 [5.12198186e-05]]","[[2.23070595e-06]
 [2.54614823e-05]
 [2.39553005e-04]
 [7.02473792e-06]
 [6.24559707e-05]
 [3.79740829e-06]
 [5.12198186e-05]]","[[-0.00448066]
 [ 0.01513781]
 [-0.0464325 ]
 [-0.00795127]
 [-0.02370873]
 [-0.00584608]
 [-0.02147041]]",1
"[1.64594268e-03 3.44328362e-05 1.16911915e-03 ... 1.33557183e-03
 2.15104497e-04 4.72523720e-03]","[1.64594268e-03 3.44328362e-05 1.16911915e-03 ... 1.33557183e-03
 2.15104497e-04 4.72523720e-03]","[ 0.12171066  0.01760385 -0.10257715 ... -0.10963643 -0.04399932
  0.20622108]",1
"[[2.07542316e-06]
 [2.40778397e-05]
 [2.29100375e-04]
 [6.52888177e-06]
 [5.79054741e-05]
 [3.71488775e-06]
 [4.73743002e-05]]","[[2.07542316e-06]
 [2.40778397e-05]
 [2.29100375e-04]
 [6.52888177e-06]
 [5.79054741e-05]
 [3.71488775e-06]
 [4.73743002e-05]]","[[-0.0043219 ]
 [ 0.01472075]
 [-0.04540819]
 [-0.0076655 ]
 [-0.02282869]
 [-0.00578221]
 [-0.0206487 ]]",1
"[[1.91325560e-06]
 [2.25639115e-05]
 [2.16786710e-04]
 [6.01178353e-06]
 [5.31934275e-05]
 [3.59878383e-06]
 [4.34155839e-05]]","[[1.91325560e-06]
 [2.25639115e-05]
 [2.16786710e-04]
 [6.01178353e-06]
 [5.31934275e-05]
 [3.59878383e-06]
 [4.34155839e-05]]","[[-0.00414961]
 [ 0.01425045]
 [-0.04417104]
 [-0.00735568]
 [-0.02188015]
 [-0.00569114]
 [-0.01976715]]",1
