v,v_eff,m,t
"[[1.90835315e-06]
 [2.86829211e-05]
 [1.25164331e-04]
 [4.73011682e-06]
 [4.21327350e-05]
 [7.75785738e-06]
 [3.12242724e-05]
 [6.79848993e-06]
 [2.72644911e-05]]","[[1.90835315e-06]
 [2.86829211e-05]
 [1.25164331e-04]
 [4.73011682e-06]
 [4.21327350e-05]
 [7.75785738e-06]
 [3.12242724e-05]
 [6.79848993e-06]
 [2.72644911e-05]]","[[-0.00414429]
 [ 0.01606693]
 [ 0.03356306]
 [-0.00652465]
 [-0.01947292]
 [-0.00835588]
 [-0.0167636 ]
 [ 0.00782217]
 [-0.01566462]]",1
"[[1.41051408e-06]
 [2.08140551e-05]
 [9.05892910e-05]
 [3.48040395e-06]
 [3.04864396e-05]
 [5.69597708e-06]
 [2.25941300e-05]
 [4.91866382e-06]
 [1.97242605e-05]]","[[1.41051408e-06]
 [2.08140551e-05]
 [9.05892910e-05]
 [3.48040395e-06]
 [3.04864396e-05]
 [5.69597708e-06]
 [2.25941300e-05]
 [4.91866382e-06]
 [1.97242605e-05]]","[[-0.00356295]
 [ 0.01368673]
 [ 0.02855352]
 [-0.00559675]
 [-0.01656436]
 [-0.00715987]
 [-0.01425998]
 [ 0.00665342]
 [-0.0133236 ]]",1
"[[2.05103374e-06]
 [3.06116849e-05]
 [1.33238667e-04]
 [5.10738466e-06]
 [4.48846911e-05]
 [8.36575367e-06]
 [3.33415788e-05]
 [7.22002938e-06]
 [2.89649692e-05]]","[[2.05103374e-06]
 [3.06116849e-05]
 [1.33238667e-04]
 [5.10738466e-06]
 [4.48846911e-05]
 [8.36575367e-06]
 [3.33415788e-05]
 [7.22002938e-06]
 [2.89649692e-05]]","[[-0.00429643]
 [ 0.01659835]
 [ 0.03462872]
 [-0.00677986]
 [-0.02009881]
 [-0.00867708]
 [-0.01732265]
 [ 0.00806103]
 [-0.01614573]]",1
"[[2.67861106e-06]
 [4.02753579e-05]
 [1.75268578e-04]
 [6.71945876e-06]
 [5.90866284e-05]
 [1.10108972e-05]
 [4.39788702e-05]
 [9.47925318e-06]
 [3.80437345e-05]]","[[2.67861106e-06]
 [4.02753579e-05]
 [1.75268578e-04]
 [6.71945876e-06]
 [5.90866284e-05]
 [1.10108972e-05]
 [4.39788702e-05]
 [9.47925318e-06]
 [3.80437345e-05]]","[[-0.00490994]
 [ 0.01903886]
 [ 0.03971671]
 [-0.00777658]
 [-0.02306035]
 [-0.0099548 ]
 [-0.01989497]
 [ 0.00923652]
 [-0.01850388]]",1
"[[1.93169889e-06]
 [2.84695085e-05]
 [1.23546190e-04]
 [4.81963909e-06]
 [4.16355159e-05]
 [7.88042080e-06]
 [3.09867296e-05]
 [6.68099393e-06]
 [2.68060012e-05]]","[[1.93169889e-06]
 [2.84695085e-05]
 [1.23546190e-04]
 [4.81963909e-06]
 [4.16355159e-05]
 [7.88042080e-06]
 [3.09867296e-05]
 [6.68099393e-06]
 [2.68060012e-05]]","[[-0.00416957]
 [ 0.01600705]
 [ 0.0333454 ]
 [-0.0065861 ]
 [-0.01935768]
 [-0.00842163]
 [-0.01669972]
 [ 0.00775429]
 [-0.01553235]]",1
"[7.57429719e-07 1.25617349e-07 6.59262219e-10 ... 2.01211193e-06
 9.11991235e-06 2.71233219e-05]","[7.57429719e-07 1.25617349e-07 6.59262219e-10 ... 2.01211193e-06
 9.11991235e-06 2.71233219e-05]","[ 2.61091315e-03 -1.06327613e-03  7.70283063e-05 ...  4.25546794e-03
  9.05975778e-03 -1.56240167e-02]",1
"[[1.33740164e-06]
 [1.93124941e-05]
 [8.35918109e-05]
 [3.31815413e-06]
 [2.81524710e-05]
 [5.41336710e-06]
 [2.09489942e-05]
 [4.51895735e-06]
 [1.81253919e-05]]","[[1.33740164e-06]
 [1.93124941e-05]
 [8.35918109e-05]
 [3.31815413e-06]
 [2.81524710e-05]
 [5.41336710e-06]
 [2.09489942e-05]
 [4.51895735e-06]
 [1.81253919e-05]]","[[-0.00346938]
 [ 0.01318379]
 [ 0.02742857]
 [-0.00546474]
 [-0.01591767]
 [-0.00697999]
 [-0.01373102]
 [ 0.00637735]
 [-0.01277218]]",1
"[[2.03979746e-06]
 [2.98506192e-05]
 [1.29232136e-04]
 [5.11193127e-06]
 [4.35727987e-05]
 [8.34850249e-06]
 [3.25033651e-05]
 [6.97146339e-06]
 [2.79759240e-05]]","[[2.03979746e-06]
 [2.98506192e-05]
 [1.29232136e-04]
 [5.11193127e-06]
 [4.35727987e-05]
 [8.34850249e-06]
 [3.25033651e-05]
 [6.97146339e-06]
 [2.79759240e-05]]","[[-0.00428464]
 [ 0.01639072]
 [ 0.03410409]
 [-0.00678287]
 [-0.01980291]
 [-0.00866813]
 [-0.01710352]
 [ 0.00792106]
 [-0.01586768]]",1
"[[2.86980932e-06]
 [4.24627858e-05]
 [1.83870169e-04]
 [7.25732884e-06]
 [6.20478273e-05]
 [1.18613642e-05]
 [4.63902327e-05]
 [9.89678046e-06]
 [3.97354120e-05]]","[[2.86980932e-06]
 [4.24627858e-05]
 [1.83870169e-04]
 [7.25732884e-06]
 [6.20478273e-05]
 [1.18613642e-05]
 [4.63902327e-05]
 [9.89678046e-06]
 [3.97354120e-05]]","[[-0.00508215]
 [ 0.01954904]
 [ 0.04067962]
 [-0.00808183]
 [-0.02363113]
 [-0.0103321 ]
 [-0.02043311]
 [ 0.00943774]
 [-0.01891081]]",1
"[[1.99283937e-06]
 [2.88687283e-05]
 [1.24664207e-04]
 [5.00874014e-06]
 [4.20404004e-05]
 [8.16851839e-06]
 [3.14247239e-05]
 [6.70961755e-06]
 [2.69244888e-05]]","[[1.99283937e-06]
 [2.88687283e-05]
 [1.24664207e-04]
 [5.00874014e-06]
 [4.20404004e-05]
 [8.16851839e-06]
 [3.14247239e-05]
 [6.70961755e-06]
 [2.69244888e-05]]","[[-0.00423504]
 [ 0.01611889]
 [ 0.03349594]
 [-0.00671406]
 [-0.01945157]
 [-0.00857419]
 [-0.01681733]
 [ 0.00777088]
 [-0.01556664]]",1
