epoch,loss_discriminator,loss_generator,params_generator,rel_entropy
0,0.9214,0.3403,"[2.61022942 4.53593117 0.01071805 1.88961375 0.91209543 0.57018226
 1.16030861 2.18121979 2.48296473]",14.0804
1,0.6888,0.7231,"[2.60223591 4.54392923 0.01871711 1.88161826 0.90409707 0.56218583
 1.15231055 2.18921582 2.47496671]",14.2114
2,0.6737,0.9569,"[2.6122273  4.53393138 0.00871813 1.89161271 0.9140953  0.57218153
 1.16230849 2.17922016 2.48496454]",14.0485
3,0.6793,0.9253,"[ 2.62221954e+00  4.52393337e+00 -1.28091853e-03  1.90160776e+00
  9.24093662e-01  5.82177664e-01  1.17230658e+00  2.16922423e+00
  2.49496250e+00]",13.8941
4,0.6712,0.958,"[ 2.63221176  4.51393541 -0.01127993  1.91160283  0.93409197  0.59217381
  1.18230461  2.15922847  2.50496039]",13.749
5,0.6841,0.8408,"[ 2.64220408  4.50393747 -0.02127894  1.92159802  0.94409025  0.60217003
  1.19230264  2.14923278  2.51495823]",13.6137
6,0.685,0.8226,"[ 2.65219606  4.49393967 -0.03127787  1.93159303  0.95408841  0.61216611
  1.20230053  2.13923743  2.52495591]",13.4887
7,0.6821,0.8704,"[ 2.66218798  4.4839419  -0.04127679  1.94158806  0.96408653  0.6221622
  1.21229839  2.12924221  2.53495351]",13.3746
8,0.687,0.8415,"[ 2.67217907  4.4739444  -0.05127557  1.95158264  0.97408442  0.63215793
  1.22229599  2.11924759  2.54495079]",13.2717
9,0.6903,0.7503,"[ 2.68216976  4.46394702 -0.0612743   1.96157705  0.98408218  0.64215354
  1.23229348  2.1092533   2.5549479 ]",13.1803
10,0.6905,0.7404,"[ 2.69215877  4.45395014 -0.07127279  1.97157051  0.9940795   0.65214843
  1.24229048  2.09926013  2.5649444 ]",13.1009
11,0.691,0.7776,"[ 2.70214747  4.44395334 -0.08127125  1.9815639   1.00407674  0.66214327
  1.25228742  2.08926719  2.57494076]",13.0337
12,0.6874,0.775,"[ 2.7121304   4.43395821 -0.09126893  1.991554    1.01407252  0.67213558
  1.26228275  2.07927797  2.58493515]",12.9787
13,0.6918,0.7218,"[ 2.72211033  4.42396389 -0.10126624  2.00154254  1.02406755  0.68212673
  1.2722773   2.06929063  2.59492848]",12.9362
14,0.6917,0.7276,"[ 2.73207829  4.41397293 -0.11126201  2.01152451  1.03405958  0.69211291
  1.28226863  2.05931085  2.60491766]",12.9062
15,0.6889,0.7885,"[ 2.74204745  4.40398154 -0.12125802  2.02150739  1.04405195  0.70209987
  1.29226038  2.04933015  2.61490722]",12.8887
16,0.6926,0.7178,"[ 2.74995281  4.3960118  -0.12924369  2.02945073  1.05202482  0.71005581
  1.30023127  2.04139356  2.62287055]",12.8836
17,0.6931,0.7287,"[ 2.75970983  4.3860843  -0.13921044  2.03931299  1.06195926  0.71995114
  1.31016169  2.03154939  2.63277969]",12.8879
18,0.6919,0.7386,"[ 2.7656511   4.38009992 -0.14520349  2.04528217  1.06794515  0.72592831
  1.31614678  2.02558463  2.63875967]",12.8964
19,0.6928,0.7267,"[ 2.77137798  4.3741832  -0.15116573  2.05112677  1.07386894  0.73181088
  1.32206695  2.01975965  2.64465293]",12.9087
20,0.6932,0.6908,"[ 2.77139545  4.37417846 -0.15116777  2.05113597  1.07387332  0.73181759
  1.32207152  2.01974916  2.64465923]",12.9088
21,0.6931,0.6958,"[ 2.7733543   4.37218927 -0.153163    2.05311465  1.07586352  0.73380188
  1.32406121  2.01777353  2.64664521]",12.9139
22,0.6933,0.6757,"[ 2.77353554  4.37213672 -0.15318629  2.0532143   1.07591181  0.73387597
  1.32411156  2.01766098  2.6467139 ]",12.9143
23,0.6932,0.7038,"[ 2.77744246  4.36816076 -0.15717585  2.05716683  1.07988984  0.7378414
  1.32808863  2.01371517  2.65068211]",12.926
24,0.6934,0.715,"[ 2.77745071  4.3681585  -0.1571768   2.0571712   1.07989195  0.73784455
  1.32809082  2.0137102   2.65068516]",12.926
25,0.6933,0.6708,"[ 2.77744207  4.36816059 -0.15717588  2.05716699  1.07989007  0.73784148
  1.32808887  2.01371501  2.65068242]",12.926
26,0.6932,0.7284,"[ 2.77946791  4.36615359 -0.15917889  2.05918057  1.08189654  0.73985137
  1.33009559  2.01169958  2.65269178]",12.9327
27,0.6933,0.6667,"[ 2.77764219  4.36810478 -0.15720024  2.0572741   1.07994149  0.73792019
  1.3281423   2.01359384  2.65075636]",12.9265
28,0.6934,0.7095,"[ 2.78131696  4.36420167 -0.161157    2.06109266  1.08385228  0.74178464
  1.33204956  2.00979786  2.65462982]",12.9394
29,0.693,0.7239,"[ 2.77588092  4.37001036 -0.15524555  2.05543245  1.07802938  0.73604567
  1.32623331  2.01542064  2.64887486]",12.9208
30,0.6932,0.6928,"[ 2.77786339  4.36801657 -0.15724249  2.05742134  1.08002383  0.7380368
  1.32822736  2.01343313  2.65086753]",12.927
31,0.6931,0.6577,"[ 2.77586358  4.37001643 -0.15524253  2.05542158  1.078024    0.73603694
  1.32622754  2.01543287  2.64886777]",12.9208
32,0.6934,0.714,"[ 2.77394643  4.37199482 -0.15325188  2.05346413  1.0760438   0.7340679
  1.32424822  2.01738429  2.6468964 ]",12.9152
33,0.6931,0.6713,"[ 2.7739316   4.37199858 -0.15325022  2.05345665  1.0760404   0.73406243
  1.32424467  2.01739283  2.64689149]",12.9152
34,0.6933,0.7018,"[ 2.77593472  4.36999767 -0.15525059  2.05545837  1.07804128  0.73606364
  1.32624557  2.01539088  2.64889277]",12.9209
35,0.6931,0.6896,"[ 2.77605718  4.36996438 -0.15526506  2.05552286  1.07807191  0.73611081
  1.32627742  2.01531774  2.64893695]",12.9212
36,0.6933,0.6859,"[ 2.77420579  4.37192444 -0.15328246  2.05360065  1.07610856  0.73416771
  1.32431563  2.01722929  2.64698975]",12.9158
