epoch,loss_discriminator,loss_generator,params_generator,rel_entropy
0,0.8279,0.4026,"[2.62522396 4.52093373 0.00571831 1.90460995 0.92709375 0.58517592
 1.17530666 2.1662818  2.49796283 3.39047765 2.62888251]",11.7579
1,0.749,0.5213,"[2.6302209  4.51593576 0.01071786 1.9096079  0.93209274 0.59017089
 1.18030555 2.16155688 2.5029618  3.39544968 2.62389858]",11.8524
2,0.6943,0.6868,"[2.63519888 4.51095265 0.0157141  1.91459231 0.93708409 0.59513717
 1.18529586 2.16233608 2.50795311 3.39470026 2.62038013]",11.9561
3,0.6816,0.8837,"[2.63020536 4.51594753 0.01071523 1.90959694 0.93208672 0.59014704
 1.18029882 2.15806712 2.50295574 3.39962315 2.61557195]",11.8311
4,0.6801,0.8555,"[2.62520811 4.52094534 0.00571571 1.90459892 0.92708783 0.58515138
 1.17530007 2.15320215 2.49795684 3.40458448 2.61067072]",11.7087
5,0.6776,0.8958,"[2.62021082e+00 4.52594319e+00 7.16160724e-04 1.89960086e+00
 9.22088904e-01 5.80155845e-01 1.17030126e+00 2.14828746e+00
 2.49295790e+00 3.40952133e+00 2.60782320e+00]",11.5927
6,0.6805,0.8525,"[ 2.61521362e+00  4.53094102e+00 -4.28338686e-03  1.89460286e+00
  9.17089973e-01  5.75160613e-01  1.16530244e+00  2.14337192e+00
  2.48795897e+00  3.41243084e+00  2.61086406e+00]",11.4945
7,0.6813,0.8521,"[ 2.61021673  4.53593869 -0.0092829   1.88960507  0.91209112  0.57016602
  1.16030371  2.13852616  2.48296011  3.40758792  2.61580096]",11.417
8,0.6802,0.8837,"[ 2.60521983  4.54093645 -0.01428244  1.88460726  0.90709221  0.5651715
  1.15530491  2.13544151  2.4779612   3.40264228  2.62076162]",11.3391
9,0.6841,0.8445,"[ 2.60022322  4.54593409 -0.01928194  1.87960965  0.90209337  0.56017764
  1.15030617  2.14009511  2.47296236  3.39767676  2.62573524]",11.2541
10,0.6827,0.8598,"[ 2.59522673  4.55093173 -0.02428145  1.87461212  0.89709451  0.55518419
  1.14530742  2.14497872  2.46796351  3.39270202  2.63071719]",11.1712
11,0.6828,0.8339,"[ 2.59023068  4.5559292  -0.02928092  1.86961487  0.89209574  0.55019176
  1.14030876  2.14990269  2.46296475  3.3877232   2.6357025 ]",11.0908
12,0.6812,0.8736,"[ 2.58523477  4.56092667 -0.03428039  1.86461771  0.88709697  0.54519986
  1.13531008  2.15484826  2.45796599  3.38274078  2.64069059]",11.0129
13,0.6854,0.8097,"[ 2.58023956  4.56592385 -0.0392798   1.85962103  0.88209833  0.54020981
  1.13031154  2.15980233  2.45296737  3.37775717  2.64567961]",10.9376
14,0.683,0.8488,"[ 2.57524434  4.57092116 -0.04427924  1.85462431  0.87709963  0.53522015
  1.12531294  2.16476656  2.44796868  3.37277096  2.6506705 ]",10.865
15,0.6856,0.8143,"[ 2.57024947  4.5759184  -0.04927867  1.84962781  0.87210095  0.53023189
  1.12031435  2.16973605  2.44297003  3.36778345  2.65566232]",10.795
16,0.683,0.8362,"[ 2.56525515  4.58091551 -0.05427807  1.84463167  0.86710234  0.52524582
  1.11531582  2.17470869  2.43797144  3.36279518  2.66065465]",10.7279
17,0.6872,0.8001,"[ 2.56026119  4.5859126  -0.05927746  1.83963573  0.86210373  0.52026189
  1.1103173   2.17968481  2.43297286  3.35780589  2.66564771]",10.6636
18,0.686,0.8344,"[ 2.55526836  4.59090934 -0.06427679  1.83464051  0.85710528  0.51528303
  1.10531894  2.18466115  2.42797444  3.35281682  2.67064061]",10.6022
19,0.6873,0.7919,"[ 2.55027546  4.59590631 -0.06927616  1.8296452   0.85210672  0.51030718
  1.10032045  2.1896417   2.42297591  3.34782616  2.67563457]",10.5438
20,0.6852,0.8216,"[ 2.54528355  4.60090309 -0.0742755   1.82465049  0.84710824  0.50534019
  1.09532206  2.19462301  2.41797748  3.34283539  2.68062862]",10.4884
21,0.6862,0.8004,"[ 2.54029331  4.60589948 -0.07927476  1.81965677  0.84210994  0.5003929
  1.09032384  2.19960413  2.41297922  3.33784495  2.68562244]",10.4361
22,0.6912,0.784,"[ 2.53530321  4.6108961  -0.08427407  1.81466307  0.83711153  0.49548331
  1.0853255   2.20458798  2.40798085  3.33285335  2.69061703]",10.387
23,0.6851,0.8051,"[ 2.53031489  4.61589246 -0.08927333  1.80967035  0.83211323  0.49240019
  1.08032727  2.20957209  2.4029826   3.32786182  2.69561157]",10.345
24,0.6886,0.7734,"[ 2.52532864  4.62088847 -0.09427252  1.80467886  0.8271151   0.49708408
  1.07532921  2.21455597  2.39798453  3.32287059  2.70060586]",10.3229
25,0.69,0.7562,"[ 2.52034396  4.62588426 -0.09927167  1.79968835  0.82211708  0.50192851
  1.07033126  2.21954008  2.39298657  3.31787944  2.7056    ]",10.304
26,0.6909,0.7694,"[ 2.51535854  4.6308804  -0.10427088  1.79469745  0.81711889  0.50682922
  1.06533314  2.22452634  2.38798845  3.31288728  2.71059476]",10.2881
