epoch,loss_discriminator,loss_generator,params_generator,rel_entropy
0,0.675,0.9221,"[ 2.63021742  4.51593467 -0.00928021  1.90960577  0.93209247  0.59017596
  1.18030512  2.16122704  2.50296109]",13.7836
1,0.6837,0.8099,"[ 2.64020979  4.50593672 -0.01927922  1.91960098  0.94209077  0.6001722
  1.19030316  2.15123131  2.51295896]",13.647
2,0.6768,0.9066,"[ 2.65020219  4.49593879 -0.02927822  1.92959625  0.95208904  0.61016848
  1.20030117  2.14123568  2.52295677]",13.5206
3,0.6839,0.8074,"[ 2.66019359  4.48594116 -0.03927706  1.93959094  0.96208704  0.6201643
  1.21029889  2.13124075  2.53295422]",13.4049
4,0.678,0.9077,"[ 2.67018531  4.47594347 -0.04927594  1.9495859   0.97208508  0.63016034
  1.22029668  2.12124572  2.54295172]",13.3004
5,0.688,0.7732,"[ 2.68017614  4.46594606 -0.05927469  1.95958037  0.98208288  0.64015599
  1.2302942   2.11125134  2.55294888]",13.2074
6,0.6885,0.7842,"[ 2.69016553  4.45594907 -0.06927323  1.96957405  0.99208031  0.65015104
  1.24029131  2.10125792  2.56294552]",13.1263
7,0.6854,0.8305,"[ 2.70015467  4.44595214 -0.07927175  1.97956767  1.00207766  0.66014606
  1.25028837  2.09126469  2.57294204]",13.0572
8,0.6903,0.7967,"[ 2.71014321  4.43595538 -0.0892702   1.98956104  1.01207486  0.67014091
  1.26028527  2.08127186  2.58293832]",13.0005
9,0.6925,0.708,"[ 2.72012351  4.42596097 -0.09926755  1.99954977  1.02206997  0.6801322
  1.27027991  2.07128431  2.59293177]",12.9562
10,0.6923,0.7117,"[ 2.73010405  4.41596642 -0.10926499  2.00953884  1.03206518  0.69012382
  1.28027469  2.06129651  2.60292527]",12.9243
11,0.693,0.6968,"[ 2.74006131  4.40597844 -0.11925943  2.01951508  1.0420545   0.70010573
  1.29026316  2.05132337  2.61291062]",12.905
12,0.6903,0.7651,"[ 2.74999635  4.39599649 -0.12925118  2.02947951  1.05203837  0.71007886
  1.30024586  2.04136379  2.62288828]",12.898
13,0.6926,0.7184,"[ 2.75985727  4.38603592 -0.13923323  2.03940287  1.06200291  0.72002104
  1.31020805  2.03145093  2.63283895]",12.9031
14,0.6928,0.7103,"[ 2.76584834  4.38003815 -0.14523223  2.04539837  1.06800092  0.72601771
  1.31620595  2.02545607  2.63883611]",12.9121
15,0.6916,0.7555,"[ 2.77379967  4.37205082 -0.15322666  2.05337331  1.07598941  0.73399932
  1.32419387  2.01748472  2.6468196 ]",12.9307
16,0.6934,0.6773,"[ 2.77777094  4.36805801 -0.15722354  2.05735897  1.07998286  0.73798892
  1.32818704  2.01350111  2.65081007]",12.9428
17,0.6933,0.6851,"[ 2.77778252  4.36805495 -0.15722483  2.05736498  1.07998571  0.73799324
  1.32819     2.01349426  2.6508142 ]",12.9428
18,0.6926,0.705,"[ 2.77977572  4.36605654 -0.15922413  2.05936174  1.08198428  0.73999089
  1.33018852  2.01149797  2.65281212]",12.9496
19,0.6928,0.7214,"[ 2.77975162  4.36606378 -0.15922084  2.05934812  1.0819777   0.7399806
  1.33018162  2.01151334  2.65280287]",12.9496
20,0.693,0.7337,"[ 2.78176307  4.36406054 -0.1612222   2.06135428  1.08398073  0.74198505
  1.33218474  2.00950642  2.65480729]",12.9568
21,0.693,0.6977,"[ 2.7817521   4.3640632  -0.16122104  2.06134894  1.08397832  0.74198118
  1.33218225  2.00951252  2.65480376]",12.9568
22,0.6932,0.7001,"[ 2.78380668  4.36204838 -0.16322742  2.06337762  1.08599204  0.74400204
  1.33419644  2.00748009  2.65682367]",12.9646
23,0.6932,0.7054,"[ 2.78776177  4.35805943 -0.16722271  2.06735558  1.08998188  0.74798624
  1.33818594  2.00350518  2.66080869]",12.9813
24,0.6934,0.7116,"[ 2.78775974  4.35805982 -0.16722252  2.06735474  1.08998156  0.74798562
  1.33818561  2.00350616  2.66080822]",12.9813
25,0.6931,0.6717,"[ 2.78569214  4.36007752 -0.16521488  2.06532009  1.08796529  0.74596047
  1.33616875  2.00554546  2.65878452]",12.9725
26,0.693,0.6974,"[ 2.78857421  4.35664338 -0.16889946  2.06850217  1.09142575  0.74927085
  1.33961895  2.00241403  2.66210923]",12.987
27,0.6932,0.6979,"[ 2.78851973  4.35665684 -0.16889375  2.0684754   1.09141333  0.7492517
  1.33960615  2.00244443  2.66209088]",12.9868
28,0.6932,0.6899,"[ 2.78663178  4.35862903 -0.16690545  2.06653066  1.08943911  0.74729108
  1.33763271  2.00438174  2.660129  ]",12.9782
29,0.6931,0.6948,"[ 2.78470551  4.36060987 -0.16491357  2.06456814  1.08745688  0.74531801
  1.33565103  2.00633938  2.65815512]",12.9699
30,0.6931,0.6955,"[ 2.78653641  4.35865438 -0.16689438  2.06648123  1.0894159   0.74725491
  1.33760856  2.00443794  2.66009547]",12.9779
31,0.6929,0.6528,"[ 2.78454024  4.36065333 -0.1648948   2.06448326  1.0874169   0.74525632
  1.33560959  2.00643565  2.65809694]",12.9695
32,0.6934,0.7101,"[ 2.78292681  4.36253445 -0.16294781  2.0627025   1.08552707  0.74342042
  1.3337235   2.00819069  2.65625325]",12.9624
33,0.6932,0.6706,"[ 2.78290901  4.36253882 -0.16294592  2.06269377  1.08552309  0.74341412
  1.33371937  2.00820065  2.6562474 ]",12.9624
34,0.6932,0.6793,"[ 2.78292364  4.36253517 -0.16294742  2.06270101  1.08552649  0.74341923
  1.33372288  2.00819243  2.65625245]",12.9624
35,0.6931,0.6906,"[ 2.78099807  4.36451623 -0.16095549  2.06073845  1.08354398  0.74144616
  1.331741    2.01014983  2.65427805]",12.955
36,0.6932,0.6893,"[ 2.78301549  4.3625117  -0.16295739  2.06274733  1.08554819  0.74345253
  1.33374536  2.00813974  2.65628421]",12.9627
37,0.693,0.7258,"[ 2.78897106  4.35652254 -0.16895279  2.06872567  1.0915382   0.74943706
  1.33973506  2.00216437  2.66226945]",12.9881
38,0.6929,0.6616,"[ 2.7906588   4.35461022 -0.17091481  2.07055892  1.09345678  0.7513152
  1.34165133  2.00035127  2.6641513 ]",12.9966
39,0.6932,0.6859,"[ 2.78519231  4.36043654 -0.16499301  2.06487075  1.08761895  0.74555037
  1.33581781  2.00600647  2.65838016]",12.9712
40,0.6933,0.6855,"[ 2.78328413  4.3624133  -0.16300288  2.06291672  1.08564041  0.74358335
  1.33384002  2.00795422  2.65641166]",12.9634
