epoch,loss_discriminator,loss_generator,params_generator,rel_entropy
0,0.6781,0.878,"[ 2.61624257e+00  4.52992045e+00 -3.27869350e-03  1.89562300e+00
  9.18100551e-01  5.76205207e-01  1.16631421e+00  2.17482216e+00
  2.48896970e+00  3.39296849e+00  2.63769899e+00]",11.566
1,0.6791,0.8991,"[ 2.60624891  4.53991603 -0.0132777   1.8856275   0.90810282  0.56621525
  1.15631672  2.18471128  2.47897199  3.38390873  2.64765866]",11.3899
2,0.6813,0.8526,"[ 2.59625559  4.54991169 -0.02327673  1.87563221  0.89810504  0.5562262
  1.14631915  2.19464189  2.46897423  3.37397954  2.65763534]",11.2252
3,0.684,0.8486,"[ 2.58626308  4.55990718 -0.03327571  1.86563744  0.88810733  0.54623901
  1.13632166  2.20458936  2.45897657  3.36402102  2.66761801]",11.0707
4,0.6837,0.8475,"[ 2.57627232  4.56990208 -0.04327456  1.85564384  0.87810991  0.53625577
  1.12632445  2.21454371  2.44897921  3.35405332  2.67760286]",10.9271
5,0.6836,0.8506,"[ 2.56628301  4.57989668 -0.05327334  1.84565117  0.86811262  0.52627673
  1.11632737  2.22450488  2.43898199  3.34407966  2.68758973]",10.7948
6,0.6868,0.7981,"[ 2.55629525  4.58989112 -0.0632721   1.83565945  0.85811541  0.51630353
  1.10633035  2.23447177  2.42898486  3.33410177  2.69757824]",10.6742
7,0.6886,0.7968,"[ 2.54631044  4.59988496 -0.07327072  1.82566957  0.84811847  0.50634258
  1.0963336   2.24444074  2.41898801  3.32412234  2.70756719]",10.5659
8,0.6874,0.8118,"[ 2.53632956  4.60987821 -0.08326923  1.81568203  0.8381218   0.49640767
  1.08633713  2.25441153  2.40899146  3.31414176  2.71755651]",10.4701
9,0.6902,0.7663,"[ 2.52635318  4.6198711  -0.09326767  1.80569701  0.82812529  0.48657015
  1.07634079  2.26438485  2.39899507  3.30415966  2.72754646]",10.3875
10,0.6906,0.7646,"[ 2.51638391  4.62986335 -0.10326599  1.7957159   0.81812906  0.48826883
  1.06634474  2.27435914  2.38899899  3.29417709  2.73753647]",10.3434
11,0.6906,0.7552,"[ 2.50642394  4.63985439 -0.11326404  1.78574054  0.80813344  0.49798619
  1.05634932  2.28433236  2.37900356  3.28419558  2.74752549]",10.329
12,0.6902,0.7555,"[ 2.49647849  4.64984353 -0.12326167  1.77577442  0.79813876  0.50780162
  1.04635488  2.29430282  2.36900913  3.27421634  2.75751271]",10.3268
13,0.6922,0.7429,"[ 2.48654439  4.65983192 -0.13325914  1.76581602  0.78814447  0.51766276
  1.03636086  2.3042738   2.35901514  3.26423712  2.7674995 ]",10.3369
14,0.6929,0.7369,"[ 2.47664224  4.66981705 -0.1432559   1.75587873  0.77815182  0.52752733
  1.02636854  2.31423948  2.3490229   3.25426211  2.77748312]",10.3592
15,0.6917,0.7254,"[ 2.46680814  4.67979629 -0.15325139  1.74598775  0.76816213  0.53737796
  1.01637934  2.32419541  2.33903385  3.24429482  2.78746098]",10.394
16,0.6918,0.7325,"[ 2.4571027   4.68976529 -0.16324466  1.73618721  0.75817759  0.54718759
  1.00639556  2.33413357  2.32905035  3.23434139  2.79742867]",10.4412
17,0.6929,0.7166,"[ 2.448613    4.69803394 -0.17132201  1.72764328  0.75001709  0.55571937
  0.99822852  2.34251884  2.3208804   3.22600799  2.80569932]",10.4888
18,0.6925,0.7172,"[ 2.44301773  4.70400464 -0.17731571  1.72195412  0.74403183  0.56157554
  0.99224402  2.34846611  2.31489623  3.2200488   2.81166986]",10.5296
19,0.6928,0.7102,"[ 2.43945837  4.70796215 -0.18130633  1.71833483  0.74005364  0.56540197
  0.98826696  2.35239403  2.31091969  3.21610576  2.81562763]",10.5596
