v,v_eff,m,t
"[[4.12298606e-07]
 [8.74097987e-07]
 [1.76069332e-05]
 [8.59474592e-07]
 [3.42520841e-06]
 [1.60008962e-07]
 [2.80485541e-06]
 [4.85386452e-10]
 [3.32460730e-06]
 [1.61636841e-09]
 [1.16384596e-08]]","[[4.12298606e-07]
 [8.74097987e-07]
 [1.76069332e-05]
 [8.59474592e-07]
 [3.42520841e-06]
 [1.60008962e-07]
 [2.80485541e-06]
 [4.85386452e-10]
 [3.32460730e-06]
 [1.61636841e-09]
 [1.16384596e-08]]","[[-1.92631447e-03]
 [ 2.80479623e-03]
 [-1.25881849e-02]
 [-2.78123558e-03]
 [-5.55219557e-03]
 [-1.20003361e-03]
 [-5.02431077e-03]
 [ 6.60944632e-05]
 [-5.47005171e-03]
 [-1.20612254e-04]
 [ 3.23645077e-04]]",1
"[[1.86076605e-07]
 [3.80680377e-07]
 [7.66112548e-06]
 [3.83708760e-07]
 [1.48249874e-06]
 [7.34095505e-08]
 [1.20900931e-06]
 [1.71707719e-10]
 [1.44504267e-06]
 [3.17259698e-10]
 [3.67932976e-09]]","[[1.86076605e-07]
 [3.80680377e-07]
 [7.66112548e-06]
 [3.83708760e-07]
 [1.48249874e-06]
 [7.34095505e-08]
 [1.20900931e-06]
 [1.71707719e-10]
 [1.44504267e-06]
 [3.17259698e-10]
 [3.67932976e-09]]","[[-1.29409793e-03]
 [ 1.85097904e-03]
 [-8.30362146e-03]
 [-1.85832689e-03]
 [-3.65273715e-03]
 [-8.12825907e-04]
 [-3.29864879e-03]
 [ 3.93111876e-05]
 [-3.60629783e-03]
 [-5.34353561e-05]
 [ 1.81972437e-04]]",1
"[[3.89867790e-08]
 [7.71047465e-08]
 [1.55016846e-06]
 [7.95841866e-08]
 [2.98459065e-07]
 [1.56182088e-08]
 [2.42416793e-07]
 [2.79217814e-11]
 [2.92112095e-07]
 [1.77756370e-11]
 [5.15130619e-10]]","[[3.89867790e-08]
 [7.71047465e-08]
 [1.55016846e-06]
 [7.95841866e-08]
 [2.98459065e-07]
 [1.56182088e-08]
 [2.42416793e-07]
 [2.79217814e-11]
 [2.92112095e-07]
 [1.77756370e-11]
 [5.15130619e-10]]","[[-5.92352101e-04]
 [ 8.33032243e-04]
 [-3.73517284e-03]
 [-8.46320081e-04]
 [-1.63894222e-03]
 [-3.74918496e-04]
 [-1.47707520e-03]
 [ 1.58523195e-05]
 [-1.62142186e-03]
 [-1.26483490e-05]
 [ 6.80894674e-05]]",1
"[[3.28271854e-09]
 [6.28852168e-09]
 [1.26283071e-07]
 [6.63861417e-09]
 [2.41996281e-08]
 [1.33391705e-09]
 [1.95782676e-08]
 [1.80655213e-12]
 [2.37781835e-08]
 [2.66134104e-14]
 [2.73165031e-11]]","[[3.28271854e-09]
 [6.28852168e-09]
 [1.26283071e-07]
 [6.63861417e-09]
 [2.41996281e-08]
 [1.33391705e-09]
 [1.95782676e-08]
 [1.80655213e-12]
 [2.37781835e-08]
 [2.66134104e-14]
 [2.73165031e-11]]","[[ 1.71885040e-04]
 [-2.37900599e-04]
 [ 1.06608988e-03]
 [ 2.44433074e-04]
 [ 4.66686889e-04]
 [ 1.09568488e-04]
 [ 4.19767088e-04]
 [-4.03224121e-06]
 [ 4.62605287e-04]
 [ 4.89408514e-07]
 [-1.56795577e-05]]",1
"[[1.07818689e-07]
 [2.05562052e-07]
 [4.11963629e-06]
 [2.16744823e-07]
 [7.88064909e-07]
 [4.39365413e-08]
 [6.37239433e-07]
 [7.21852893e-11]
 [7.75626372e-07]
 [3.72494046e-13]
 [8.55302220e-10]]","[[1.07818689e-07]
 [2.05562052e-07]
 [4.11963629e-06]
 [2.16744823e-07]
 [7.88064909e-07]
 [4.39365413e-08]
 [6.37239433e-07]
 [7.21852893e-11]
 [7.75626372e-07]
 [3.72494046e-13]
 [8.55302220e-10]]","[[ 9.85072690e-04]
 [-1.36016854e-03]
 [ 6.08906615e-03]
 [ 1.39667584e-03]
 [ 2.66319060e-03]
 [ 6.28831354e-04]
 [ 2.39481834e-03]
 [-2.54885779e-05]
 [ 2.64208958e-03]
 [-1.83096871e-06]
 [-8.77366513e-05]]",1
"[[3.78438231e-07]
 [7.19432183e-07]
 [1.43915936e-05]
 [7.56628772e-07]
 [2.74734031e-06]
 [1.54698054e-07]
 [2.22062565e-06]
 [3.11329057e-10]
 [2.70766935e-06]
 [1.28967541e-11]
 [2.97305506e-09]]","[[3.78438231e-07]
 [7.19432183e-07]
 [1.43915936e-05]
 [7.56628772e-07]
 [2.74734031e-06]
 [1.54698054e-07]
 [2.22062565e-06]
 [3.11329057e-10]
 [2.70766935e-06]
 [1.28967541e-11]
 [2.97305506e-09]]","[[ 1.84552000e-03]
 [-2.54458045e-03]
 [ 1.13808762e-02]
 [ 2.60953232e-03]
 [ 4.97253082e-03]
 [ 1.17995020e-03]
 [ 4.47052915e-03]
 [-5.29335575e-05]
 [ 4.93649918e-03]
 [-1.07736153e-05]
 [-1.63577185e-04]]",1
"[[8.35316950e-07]
 [1.58559468e-06]
 [3.16797238e-05]
 [1.66192160e-06]
 [6.03311036e-06]
 [3.42370192e-07]
 [4.87517239e-06]
 [8.31760799e-10]
 [5.95280231e-06]
 [6.77704591e-11]
 [6.64705119e-09]]","[[8.35316950e-07]
 [1.58559468e-06]
 [3.16797238e-05]
 [1.66192160e-06]
 [6.03311036e-06]
 [3.42370192e-07]
 [4.87517239e-06]
 [8.31760799e-10]
 [5.95280231e-06]
 [6.77704591e-11]
 [6.64705119e-09]]","[[ 2.74187026e-03]
 [-3.77761196e-03]
 [ 1.68854231e-02]
 [ 3.86746615e-03]
 [ 7.36871720e-03]
 [ 1.75537225e-03]
 [ 6.62393776e-03]
 [-8.65207905e-05]
 [ 7.31950960e-03]
 [-2.46968446e-05]
 [-2.44588350e-04]]",1
"[[1.49086608e-06]
 [2.82928611e-06]
 [5.64847348e-05]
 [2.95331161e-06]
 [1.07305872e-05]
 [6.12271445e-07]
 [8.67016740e-06]
 [1.76649305e-09]
 [1.05977651e-05]
 [1.91903360e-10]
 [1.22685378e-08]]","[[1.49086608e-06]
 [2.82928611e-06]
 [5.64847348e-05]
 [2.95331161e-06]
 [1.07305872e-05]
 [6.12271445e-07]
 [8.67016740e-06]
 [1.76649305e-09]
 [1.05977651e-05]
 [1.91903360e-10]
 [1.22685378e-08]]","[[ 3.66303081e-03]
 [-5.04614457e-03]
 [ 2.25468981e-02]
 [ 5.15556055e-03]
 [ 9.82727250e-03]
 [ 2.34743328e-03]
 [ 8.83354440e-03]
 [-1.26089006e-04]
 [ 9.76626263e-03]
 [-4.15587564e-05]
 [-3.32290295e-04]]",1
"[[2.26261319e-06]
 [4.30277787e-06]
 [8.58771172e-05]
 [4.46700585e-06]
 [1.62776933e-05]
 [9.29953300e-07]
 [1.31546580e-05]
 [3.15101819e-09]
 [1.60856614e-05]
 [3.36607990e-10]
 [1.99330623e-08]]","[[2.26261319e-06]
 [4.30277787e-06]
 [8.58771172e-05]
 [4.46700585e-06]
 [1.62776933e-05]
 [9.29953300e-07]
 [1.31546580e-05]
 [3.15101819e-09]
 [1.60856614e-05]
 [3.36607990e-10]
 [1.99330623e-08]]","[[ 4.51259556e-03]
 [-6.22294150e-03]
 [ 2.78009722e-02]
 [ 6.34058772e-03]
 [ 1.21036870e-02]
 [ 2.89302259e-03]
 [ 1.08808052e-02]
 [-1.68401793e-04]
 [ 1.20320801e-02]
 [-5.50406387e-05]
 [-4.23553492e-04]]",1
"[[3.27264322e-06]
 [6.23825657e-06]
 [1.24509532e-04]
 [6.44029891e-06]
 [2.35439021e-05]
 [1.34574648e-06]
 [1.90312824e-05]
 [5.28256893e-09]
 [2.32788106e-05]
 [5.36993443e-10]
 [3.09679474e-08]]","[[3.27264322e-06]
 [6.23825657e-06]
 [1.24509532e-04]
 [6.44029891e-06]
 [2.35439021e-05]
 [1.34574648e-06]
 [1.90312824e-05]
 [5.28256893e-09]
 [2.32788106e-05]
 [5.36993443e-10]
 [3.09679474e-08]]","[[ 5.42713451e-03]
 [-7.49295063e-03]
 [ 3.34751518e-02]
 [ 7.61332321e-03]
 [ 1.45566177e-02]
 [ 3.48018940e-03]
 [ 1.30874574e-02]
 [-2.18043850e-04]
 [ 1.44744359e-02]
 [-6.95193569e-05]
 [-5.27931365e-04]]",1
