v,v_eff,m,t
"[[1.56150677e-08]
 [2.27664990e-07]
 [2.23181872e-06]
 [4.86826003e-08]
 [4.19806248e-07]
 [5.14319004e-08]
 [3.34502003e-07]]","[[1.56150677e-08]
 [2.27664990e-07]
 [2.23181872e-06]
 [4.86826003e-08]
 [4.19806248e-07]
 [5.14319004e-08]
 [3.34502003e-07]]","[[-0.00037488]
 [ 0.00143143]
 [-0.00448178]
 [-0.00066192]
 [-0.00194377]
 [-0.00068036]
 [-0.00173508]]",1
"[[1.32897362e-10]
 [1.96474493e-09]
 [1.92244605e-08]
 [4.14407199e-10]
 [3.56873384e-09]
 [4.52070422e-10]
 [2.84064596e-09]]","[[1.32897362e-10]
 [1.96474493e-09]
 [1.92244605e-08]
 [4.14407199e-10]
 [3.56873384e-09]
 [4.52070422e-10]
 [2.84064596e-09]]","[[ 3.45843354e-05]
 [-1.32976330e-04]
 [ 4.15956902e-04]
 [ 6.10709816e-05]
 [ 1.79216642e-04]
 [ 6.37858433e-05]
 [ 1.59893132e-04]]",1
"[[2.37870867e-08]
 [3.51155262e-07]
 [3.43608578e-06]
 [7.35638848e-08]
 [6.34761876e-07]
 [8.10279758e-08]
 [5.04328074e-07]]","[[2.37870867e-08]
 [3.51155262e-07]
 [3.43608578e-06]
 [7.35638848e-08]
 [6.34761876e-07]
 [8.10279758e-08]
 [5.04328074e-07]]","[[ 0.00046269]
 [-0.00177775]
 [ 0.005561  ]
 [ 0.00081368]
 [ 0.00239016]
 [ 0.00085396]
 [ 0.00213048]]",1
"[[9.27032142e-08]
 [1.36545565e-06]
 [1.33643150e-05]
 [2.84371512e-07]
 [2.45839434e-06]
 [3.15642924e-07]
 [1.94965046e-06]]","[[9.27032142e-08]
 [1.36545565e-06]
 [1.33643150e-05]
 [2.84371512e-07]
 [2.45839434e-06]
 [3.15642924e-07]
 [1.94965046e-06]]","[[ 0.00091342]
 [-0.00350558]
 [ 0.01096717]
 [ 0.00159979]
 [ 0.00470378]
 [ 0.00168546]
 [ 0.0041889 ]]",1
"[[2.03293615e-07]
 [2.98547344e-06]
 [2.92343821e-05]
 [6.18895658e-07]
 [5.36028768e-06]
 [6.90477290e-07]
 [4.24394560e-06]]","[[2.03293615e-07]
 [2.98547344e-06]
 [2.92343821e-05]
 [6.18895658e-07]
 [5.36028768e-06]
 [6.90477290e-07]
 [4.24394560e-06]]","[[ 0.00135264]
 [-0.00518356]
 [ 0.01622065]
 [ 0.0023601 ]
 [ 0.00694569]
 [ 0.00249285]
 [ 0.00618025]]",1
"[[3.51008263e-07]
 [5.13624941e-06]
 [5.03314802e-05]
 [1.06100987e-06]
 [9.20633260e-06]
 [1.18717534e-06]
 [7.27799674e-06]]","[[3.51008263e-07]
 [5.13624941e-06]
 [5.03314802e-05]
 [1.06100987e-06]
 [9.20633260e-06]
 [1.18717534e-06]
 [7.27799674e-06]]","[[ 0.00177738]
 [-0.00679899]
 [ 0.0212834 ]
 [ 0.00309016]
 [ 0.00910258]
 [ 0.00326873]
 [ 0.00809333]]",1
"[[5.45863646e-07]
 [7.95676003e-06]
 [7.80426288e-05]
 [1.63869462e-06]
 [1.42449661e-05]
 [1.83699634e-06]
 [1.12450521e-05]]","[[5.45863646e-07]
 [7.95676003e-06]
 [7.80426288e-05]
 [1.63869462e-06]
 [1.42449661e-05]
 [1.83699634e-06]
 [1.12450521e-05]]","[[ 0.00221648]
 [-0.00846232]
 [ 0.02650252]
 [ 0.00384035]
 [ 0.01132275]
 [ 0.00406608]
 [ 0.01006009]]",1
"[[7.87231369e-07]
 [1.14273483e-05]
 [1.12210740e-04]
 [2.34770505e-06]
 [2.04457616e-05]
 [2.63366244e-06]
 [1.61181751e-05]]","[[7.87231369e-07]
 [1.14273483e-05]
 [1.12210740e-04]
 [2.34770505e-06]
 [2.04457616e-05]
 [2.63366244e-06]
 [1.61181751e-05]]","[[ 0.00266178]
 [-0.01014131]
 [ 0.03177887]
 [ 0.00459667]
 [ 0.0135651 ]
 [ 0.00486857]
 [ 0.01204423]]",1
"[[1.03273849e-06]
 [1.49185029e-05]
 [1.46681748e-04]
 [3.06117331e-06]
 [2.67078852e-05]
 [3.42792155e-06]
 [2.10304688e-05]]","[[1.03273849e-06]
 [1.49185029e-05]
 [1.46681748e-04]
 [3.06117331e-06]
 [2.67078852e-05]
 [3.42792155e-06]
 [2.10304688e-05]]","[[ 0.00304871]
 [-0.01158734]
 [ 0.03633367]
 [ 0.00524886]
 [ 0.0155039 ]
 [ 0.00555439]
 [ 0.0137577 ]]",1
"[4.31422708e-10 3.10645265e-09 1.53613920e-09 ... 3.49760454e-07
 1.05482029e-06 9.53888317e-07]","[4.31422708e-10 3.10645265e-09 1.53613920e-09 ... 3.49760454e-07
 1.05482029e-06 9.53888317e-07]","[ 6.23121527e-05 -1.67206680e-04  1.17580835e-04 ... -1.77421647e-03
 -3.08113333e-03 -2.93001619e-03]",1
"[[1.30876848e-06]
 [1.88103373e-05]
 [1.85212743e-04]
 [3.85659133e-06]
 [3.37094210e-05]
 [4.30719749e-06]
 [2.65148474e-05]]","[[1.30876848e-06]
 [1.88103373e-05]
 [1.85212743e-04]
 [3.85659133e-06]
 [3.37094210e-05]
 [4.30719749e-06]
 [2.65148474e-05]]","[[ 0.00343204]
 [-0.01301127]
 [ 0.04082787]
 [ 0.00589146]
 [ 0.01741794]
 [ 0.00622614]
 [ 0.01544777]]",1
"[[1.00291467e-06]
 [1.42695387e-05]
 [1.40610279e-04]
 [2.94820364e-06]
 [2.58133441e-05]
 [3.22721716e-06]
 [2.03104701e-05]]","[[1.00291467e-06]
 [1.42695387e-05]
 [1.40610279e-04]
 [2.94820364e-06]
 [2.58133441e-05]
 [3.22721716e-06]
 [2.03104701e-05]]","[[ 0.00300437]
 [-0.01133251]
 [ 0.03557376]
 [ 0.0051511 ]
 [ 0.01524205]
 [ 0.00538934]
 [ 0.01352014]]",1
"[[1.30856738e-06]
 [1.85312516e-05]
 [1.82878636e-04]
 [3.82350765e-06]
 [3.35404546e-05]
 [4.17846101e-06]
 [2.63601941e-05]]","[[1.30856738e-06]
 [1.85312516e-05]
 [1.82878636e-04]
 [3.82350765e-06]
 [3.35404546e-05]
 [4.17846101e-06]
 [2.63601941e-05]]","[[ 0.00343178]
 [-0.01291438]
 [ 0.04056979]
 [ 0.00586614]
 [ 0.01737424]
 [ 0.00613239]
 [ 0.01540265]]",1
"[[1.04665986e-06]
 [1.46815141e-05]
 [1.45008982e-04]
 [3.04998564e-06]
 [2.68031293e-05]
 [3.27168398e-06]
 [2.10702700e-05]]","[[1.04665986e-06]
 [1.46815141e-05]
 [1.45008982e-04]
 [3.04998564e-06]
 [2.68031293e-05]
 [3.27168398e-06]
 [2.10702700e-05]]","[[ 0.00306919]
 [-0.01149494]
 [ 0.0361259 ]
 [ 0.00523926]
 [ 0.01553152]
 [ 0.00542634]
 [ 0.01377071]]",1
"[[8.56018470e-07]
 [1.18977547e-05]
 [1.17630774e-04]
 [2.48722195e-06]
 [2.18982057e-05]
 [2.62140266e-06]
 [1.72176255e-05]]","[[8.56018470e-07]
 [1.18977547e-05]
 [1.17630774e-04]
 [2.48722195e-06]
 [2.18982057e-05]
 [2.62140266e-06]
 [1.72176255e-05]]","[[ 0.00277564]
 [-0.01034794]
 [ 0.03253732]
 [ 0.00473128]
 [ 0.01403866]
 [ 0.00485722]
 [ 0.01244824]]",1
"[[1.11102677e-06]
 [1.53700948e-05]
 [1.52179884e-04]
 [3.20908240e-06]
 [2.83090306e-05]
 [3.37536876e-06]
 [2.22343142e-05]]","[[1.11102677e-06]
 [1.53700948e-05]
 [1.52179884e-04]
 [3.20908240e-06]
 [2.83090306e-05]
 [3.37536876e-06]
 [2.22343142e-05]]","[[ 0.00316216]
 [-0.01176141]
 [ 0.03700836]
 [ 0.00537417]
 [ 0.01596187]
 [ 0.00551165]
 [ 0.01414598]]",1
"[[1.46038480e-06]
 [2.01140429e-05]
 [1.99481192e-04]
 [4.19271014e-06]
 [3.70593407e-05]
 [4.40439664e-06]
 [2.90739775e-05]]","[[1.46038480e-06]
 [2.01140429e-05]
 [1.99481192e-04]
 [4.19271014e-06]
 [3.70593407e-05]
 [4.40439664e-06]
 [2.90739775e-05]]","[[ 0.00362539]
 [-0.0134546 ]
 [ 0.04237134]
 [ 0.00614283]
 [ 0.01826292]
 [ 0.006296  ]
 [ 0.01617609]]",1
"[[1.11678624e-06]
 [1.52324603e-05]
 [1.51184767e-04]
 [3.19860872e-06]
 [2.83278445e-05]
 [3.29273997e-06]
 [2.22341013e-05]]","[[1.11678624e-06]
 [1.52324603e-05]
 [1.51184767e-04]
 [3.19860872e-06]
 [2.83278445e-05]
 [3.29273997e-06]
 [2.22341013e-05]]","[[ 0.00317034]
 [-0.01170864]
 [ 0.03688716]
 [ 0.0053654 ]
 [ 0.01596717]
 [ 0.00544377]
 [ 0.01414592]]",1
"[[8.30440033e-07]
 [1.12162354e-05]
 [1.11429391e-04]
 [2.37303980e-06]
 [2.10587690e-05]
 [2.39248201e-06]
 [1.65374813e-05]]","[[8.30440033e-07]
 [1.12162354e-05]
 [1.11429391e-04]
 [2.37303980e-06]
 [2.10587690e-05]
 [2.39248201e-06]
 [1.65374813e-05]]","[[ 0.00273385]
 [-0.01004719]
 [ 0.03166804]
 [ 0.0046214 ]
 [ 0.01376695]
 [ 0.0046403 ]
 [ 0.01219989]]",1
"[[1.14627336e-06]
 [1.54211747e-05]
 [1.53445284e-04]
 [3.25510944e-06]
 [2.89456130e-05]
 [3.28195740e-06]
 [2.27037015e-05]]","[[1.14627336e-06]
 [1.54211747e-05]
 [1.53445284e-04]
 [3.25510944e-06]
 [2.89456130e-05]
 [3.28195740e-06]
 [2.27037015e-05]]","[[ 0.00321192]
 [-0.01178094]
 [ 0.03716191]
 [ 0.00541258]
 [ 0.01614034]
 [ 0.00543485]
 [ 0.01429452]]",1
"[8.42663136e-09 6.10445664e-08 2.97726981e-08 ... 6.78745632e-06
 2.05547891e-05 1.85452513e-05]","[8.42663136e-09 6.10445664e-08 2.97726981e-08 ... 6.78745632e-06
 2.05547891e-05 1.85452513e-05]","[ 0.00027539 -0.00074122  0.00051764 ... -0.00781582 -0.01360122
 -0.01291926]",1
"[[8.96567158e-07]
 [1.19510484e-05]
 [1.19036094e-04]
 [2.53938307e-06]
 [2.26285547e-05]
 [2.51161966e-06]
 [1.77565486e-05]]","[[8.96567158e-07]
 [1.19510484e-05]
 [1.19036094e-04]
 [2.53938307e-06]
 [2.26285547e-05]
 [2.51161966e-06]
 [1.77565486e-05]]","[[ 0.00284062]
 [-0.01037109]
 [ 0.0327311 ]
 [ 0.00478063]
 [ 0.01427084]
 [ 0.00475443]
 [ 0.01264156]]",1
"[[6.78957999e-07]
 [8.96641258e-06]
 [8.94088419e-05]
 [1.91825007e-06]
 [1.71305076e-05]
 [1.85991600e-06]
 [1.34491143e-05]]","[[6.78957999e-07]
 [8.96641258e-06]
 [8.94088419e-05]
 [1.91825007e-06]
 [1.71305076e-05]
 [1.85991600e-06]
 [1.34491143e-05]]","[[ 0.00247197]
 [-0.00898319]
 [ 0.02836687]
 [ 0.00415503]
 [ 0.01241671]
 [ 0.00409136]
 [ 0.01100191]]",1
"[[9.41317873e-07]
 [1.23828798e-05]
 [1.23662384e-04]
 [2.64312545e-06]
 [2.36537942e-05]
 [2.56228433e-06]
 [1.85492351e-05]]","[[9.41317873e-07]
 [1.23828798e-05]
 [1.23662384e-04]
 [2.64312545e-06]
 [2.36537942e-05]
 [2.56228433e-06]
 [1.85492351e-05]]","[[ 0.00291065]
 [-0.01055679]
 [ 0.03336108]
 [ 0.00487731]
 [ 0.01459055]
 [ 0.00480214]
 [ 0.01292065]]",1
"[[1.25164778e-06]
 [1.63978258e-05]
 [1.64033605e-04]
 [3.49351712e-06]
 [3.13308083e-05]
 [3.38307109e-06]
 [2.45432184e-05]]","[[1.25164778e-06]
 [1.63978258e-05]
 [1.64033605e-04]
 [3.49351712e-06]
 [3.13308083e-05]
 [3.38307109e-06]
 [2.45432184e-05]]","[[ 0.00335631]
 [-0.01214827]
 [ 0.03842268]
 [ 0.00560729]
 [ 0.01679218]
 [ 0.00551794]
 [ 0.01486233]]",1
"[[1.00742116e-06]
 [1.30833988e-05]
 [1.31014907e-04]
 [2.80405430e-06]
 [2.52043386e-05]
 [2.66599845e-06]
 [1.97525734e-05]]","[[1.00742116e-06]
 [1.30833988e-05]
 [1.31014907e-04]
 [2.80405430e-06]
 [2.52043386e-05]
 [2.66599845e-06]
 [1.97525734e-05]]","[[ 0.00301111]
 [-0.01085129]
 [ 0.03433852]
 [ 0.00502359]
 [ 0.01506118]
 [ 0.00489837]
 [ 0.01333316]]",1
"[[1.32474806e-06]
 [1.71339064e-05]
 [1.71876294e-04]
 [3.66559428e-06]
 [3.30200552e-05]
 [3.48036004e-06]
 [2.58511798e-05]]","[[1.32474806e-06]
 [1.71339064e-05]
 [1.71876294e-04]
 [3.66559428e-06]
 [3.30200552e-05]
 [3.48036004e-06]
 [2.58511798e-05]]","[[ 0.00345293]
 [-0.01241794]
 [ 0.03933048]
 [ 0.00574372]
 [ 0.01723892]
 [ 0.00559672]
 [ 0.01525322]]",1
"[[1.66582576e-06]
 [2.14499550e-05]
 [2.15575656e-04]
 [4.58341431e-06]
 [4.13788256e-05]
 [4.34013283e-06]
 [3.23657930e-05]]","[[1.66582576e-06]
 [2.14499550e-05]
 [2.15575656e-04]
 [4.58341431e-06]
 [4.13788256e-05]
 [4.34013283e-06]
 [3.23657930e-05]]","[[ 0.00387201]
 [-0.01389423]
 [ 0.04404748]
 [ 0.00642267]
 [ 0.01929791]
 [ 0.0062499 ]
 [ 0.01706728]]",1
"[[1.30426083e-06]
 [1.66454202e-05]
 [1.67433480e-04]
 [3.57945387e-06]
 [3.23920391e-05]
 [3.32361177e-06]
 [2.53515982e-05]]","[[1.30426083e-06]
 [1.66454202e-05]
 [1.67433480e-04]
 [3.57945387e-06]
 [3.23920391e-05]
 [3.32361177e-06]
 [2.53515982e-05]]","[[ 0.00342613]
 [-0.01223964]
 [ 0.03881883]
 [ 0.00567583]
 [ 0.0170742 ]
 [ 0.00546923]
 [ 0.01510511]]",1
"[[1.00125833e-06]
 [1.26648632e-05]
 [1.27524802e-04]
 [2.74105507e-06]
 [2.48655648e-05]
 [2.49459793e-06]
 [1.94737236e-05]]","[[1.00125833e-06]
 [1.26648632e-05]
 [1.27524802e-04]
 [2.74105507e-06]
 [2.48655648e-05]
 [2.49459793e-06]
 [1.94737236e-05]]","[[ 0.00300189]
 [-0.01067632]
 [ 0.03387806]
 [ 0.00496684]
 [ 0.01495962]
 [ 0.00473829]
 [ 0.01323871]]",1
"[[7.94757654e-07]
 [9.96821351e-06]
 [1.00493852e-04]
 [2.16971987e-06]
 [1.97314768e-05]
 [1.93824248e-06]
 [1.54612870e-05]]","[[7.94757654e-07]
 [9.96821351e-06]
 [1.00493852e-04]
 [2.16971987e-06]
 [1.97314768e-05]
 [1.93824248e-06]
 [1.54612870e-05]]","[[ 0.00267448]
 [-0.00947174]
 [ 0.03007399]
 [ 0.00441899]
 [ 0.01332604]
 [ 0.00417662]
 [ 0.01179625]]",1
"[7.29532805e-11 5.18292355e-10 2.64381152e-10 ... 5.98616137e-08
 1.80123944e-07 1.60939833e-07]","[7.29532805e-11 5.18292355e-10 2.64381152e-10 ... 5.98616137e-08
 1.80123944e-07 1.60939833e-07]","[-2.56238078e-05  6.82981053e-05 -4.87794052e-05 ...  7.33998994e-04
  1.27323034e-03  1.20351921e-03]",1
"[[9.18920302e-07]
 [1.14662438e-05]
 [1.15776151e-04]
 [2.49616147e-06]
 [2.27536436e-05]
 [2.21628143e-06]
 [1.78196439e-05]]","[[9.18920302e-07]
 [1.14662438e-05]
 [1.15776151e-04]
 [2.49616147e-06]
 [2.27536436e-05]
 [2.21628143e-06]
 [1.78196439e-05]]","[[ 0.00287581]
 [-0.01015855]
 [ 0.0322798 ]
 [ 0.00473977]
 [ 0.01431023]
 [ 0.00446615]
 [ 0.012664  ]]",1
"[[1.23480620e-06]
 [1.53501924e-05]
 [1.55277733e-04]
 [3.33435878e-06]
 [3.04641079e-05]
 [2.95822328e-06]
 [2.38338665e-05]]","[[1.23480620e-06]
 [1.53501924e-05]
 [1.55277733e-04]
 [3.33435878e-06]
 [3.04641079e-05]
 [2.95822328e-06]
 [2.38338665e-05]]","[[ 0.00333366]
 [-0.0117538 ]
 [ 0.03738315]
 [ 0.00547807]
 [ 0.01655829]
 [ 0.00515985]
 [ 0.01464598]]",1
