epoch,loss_discriminator,loss_generator,params_generator,rel_entropy
0,0.8605,0.3775,"[2.63021997 4.51593423 0.01071799 1.90960789 0.93209322 0.59017536
 1.18030606]",11.7618
1,0.7145,0.6053,"[2.64020662 4.50593788 0.02071683 1.91960033 0.94209066 0.60016718
 1.1903032 ]",11.8964
2,0.6772,0.9075,"[2.63429167 4.51191447 0.01472442 1.91365022 0.93610816 0.59421481
 1.18432279]",11.8152
3,0.6679,0.9093,"[2.62430122 4.5219119  0.00472524 1.90365584 0.92611005 0.58422028
 1.17432492]",11.6843
4,0.68,0.8671,"[ 2.61431105  4.53190917 -0.0052739   1.89366173  0.91611201  0.57422633
  1.16432714]",11.5598
5,0.681,0.8595,"[ 2.60432078  4.54190638 -0.01527302  1.8836677   0.90611398  0.56423282
  1.15432937]",11.4418
6,0.6844,0.8643,"[ 2.59433059  4.55190348 -0.02527212  1.87367383  0.89611597  0.55423985
  1.14433162]",11.3302
7,0.682,0.8475,"[ 2.58434043  4.56190048 -0.0352712   1.86368012  0.88611799  0.5442475
  1.13433389]",11.2251
8,0.6794,0.8708,"[ 2.57435066  4.57189729 -0.04527022  1.85368679  0.87612009  0.53425609
  1.12433626]",11.126
9,0.6805,0.8765,"[ 2.56436152  4.58189382 -0.05526917  1.84369402  0.86612232  0.524266
  1.11433877]",11.0334
10,0.6919,0.8311,"[ 2.55437184  4.59189045 -0.06526817  1.83370103  0.85612444  0.51427626
  1.10434115]",10.9477
11,0.6836,0.8299,"[ 2.54438327  4.60188663 -0.07526704  1.82370899  0.84612679  0.50428879
  1.09434378]",10.8689
12,0.6861,0.8281,"[ 2.534395    4.61188265 -0.08526588  1.81371733  0.8361292   0.49430295
  1.08434646]",10.7973
13,0.6863,0.8061,"[ 2.52440851  4.62187797 -0.09526454  1.80372717  0.82613195  0.48432118
  1.07434952]",10.7328
14,0.6889,0.8076,"[ 2.51442221  4.63187315 -0.10526319  1.79373739  0.81613474  0.47434195
  1.06435259]",10.6755
15,0.6891,0.793,"[ 2.50443559  4.64186838 -0.11526187  1.78374762  0.80613744  0.46436505
  1.05435556]",10.6254
16,0.6901,0.7911,"[ 2.49445045  4.65186302 -0.12526041  1.7737593   0.79614041  0.45439504
  1.0443588 ]",10.5825
17,0.6869,0.8074,"[ 2.484466    4.66185733 -0.13525889  1.76377188  0.78614349  0.44443285
  1.03436215]",10.5466
18,0.6903,0.7754,"[ 2.47448309  4.67185102 -0.14525725  1.75378614  0.77614684  0.43448546
  1.02436575]",10.5178
19,0.691,0.7635,"[ 2.46450267  4.68184373 -0.15525539  1.74380304  0.76615062  0.424569
  1.01436979]",10.4959
20,0.6907,0.7599,"[ 2.45452437  4.69183559 -0.16525336  1.73382243  0.75615475  0.41471884
  1.00437417]",10.4808
21,0.6926,0.7346,"[ 2.44455124  4.70182545 -0.1752509   1.72384744  0.74615978  0.40548165
  0.99437944]",10.4731
