v,v_eff,m,t
"[[1.16103305e-06]
 [2.61064082e-06]
 [5.28345071e-05]
 [2.48207598e-06]
 [1.03770926e-05]
 [4.37413027e-07]
 [8.55304765e-06]
 [1.52047811e-09]
 [9.98929834e-06]
 [1.20677826e-08]
 [5.15894507e-08]]","[[1.16103305e-06]
 [2.61064082e-06]
 [5.28345071e-05]
 [2.48207598e-06]
 [1.03770926e-05]
 [4.37413027e-07]
 [8.55304765e-06]
 [1.52047811e-09]
 [9.98929834e-06]
 [1.20677826e-08]
 [5.15894507e-08]]","[[-0.00323254]
 [ 0.00484724]
 [-0.0218062 ]
 [-0.00472638]
 [-0.00966405]
 [-0.00198412]
 [-0.00877368]
 [ 0.00011698]
 [-0.00948176]
 [-0.00032956]
 [ 0.0006814 ]]",1
"[[7.90690860e-07]
 [1.70293128e-06]
 [3.44404376e-05]
 [1.66672468e-06]
 [6.71873027e-06]
 [3.04040801e-07]
 [5.51167491e-06]
 [7.94265866e-10]
 [6.50049378e-06]
 [4.47441976e-09]
 [2.48673633e-08]]","[[7.90690860e-07]
 [1.70293128e-06]
 [3.44404376e-05]
 [1.66672468e-06]
 [6.71873027e-06]
 [3.04040801e-07]
 [5.51167491e-06]
 [7.94265866e-10]
 [6.50049378e-06]
 [4.47441976e-09]
 [2.48673633e-08]]","[[-2.66762399e-03]
 [ 3.91489228e-03]
 [-1.76057928e-02]
 [-3.87305075e-03]
 [-7.77615409e-03]
 [-1.65419685e-03]
 [-7.04308698e-03]
 [ 8.45481685e-05]
 [-7.64881978e-03]
 [-2.00673311e-04]
 [ 4.73081674e-04]]",1
"[[4.54943780e-07]
 [9.40871424e-07]
 [1.90090014e-05]
 [9.46580931e-07]
 [3.68516113e-06]
 [1.78273472e-07]
 [3.00915156e-06]
 [3.47553105e-10]
 [3.58293530e-06]
 [1.16103515e-09]
 [9.73587734e-09]]","[[4.54943780e-07]
 [9.40871424e-07]
 [1.90090014e-05]
 [9.46580931e-07]
 [3.68516113e-06]
 [1.78273472e-07]
 [3.00915156e-06]
 [3.47553105e-10]
 [3.58293530e-06]
 [1.16103515e-09]
 [9.73587734e-09]]","[[-2.02348561e-03]
 [ 2.90995581e-03]
 [-1.30797940e-02]
 [-2.91877172e-03]
 [-5.75903205e-03]
 [-1.26667330e-03]
 [-5.20407187e-03]
 [ 5.59283286e-05]
 [-5.67859293e-03]
 [-1.02221898e-04]
 [ 2.96011649e-04]]",1
"[3.51333114e-06 1.11121641e-05 2.44655074e-05 ... 5.97841786e-03
 1.08641341e-05 7.20502384e-06]","[3.51333114e-06 1.11121641e-05 2.44655074e-05 ... 5.97841786e-03
 1.08641341e-05 7.20502384e-06]","[-0.00562316  0.01000047  0.01483879 ...  0.23196069 -0.00988824
 -0.00805265]",1
"[[1.87937172e-07]
 [3.74160906e-07]
 [7.55028525e-06]
 [3.86373675e-07]
 [1.45520620e-06]
 [7.49362363e-08]
 [1.18291679e-06]
 [1.07967557e-10]
 [1.42149199e-06]
 [1.44757479e-10]
 [2.59697847e-09]]","[[1.87937172e-07]
 [3.74160906e-07]
 [7.55028525e-06]
 [3.86373675e-07]
 [1.45520620e-06]
 [7.49362363e-08]
 [1.18291679e-06]
 [1.07967557e-10]
 [1.42149199e-06]
 [1.44757479e-10]
 [2.59697847e-09]]","[[-1.30055163e-03]
 [ 1.83506080e-03]
 [-8.24333471e-03]
 [-1.86476891e-03]
 [-3.61895783e-03]
 [-8.21234514e-04]
 [-3.26285935e-03]
 [ 3.11722315e-05]
 [-3.57679016e-03]
 [-3.60945607e-05]
 [ 1.52881674e-04]]",1
"[[2.71999137e-08]
 [5.22506230e-08]
 [1.05298664e-06]
 [5.53054955e-08]
 [2.01838634e-07]
 [1.10206377e-08]
 [1.63353028e-07]
 [1.15773119e-11]
 [1.98051841e-07]
 [1.23451876e-12]
 [2.25042672e-10]]","[[2.71999137e-08]
 [5.22506230e-08]
 [1.05298664e-06]
 [5.53054955e-08]
 [2.01838634e-07]
 [1.10206377e-08]
 [1.63353028e-07]
 [1.15773119e-11]
 [1.98051841e-07]
 [1.23451876e-12]
 [2.25042672e-10]]","[[-4.94771890e-04]
 [ 6.85751855e-04]
 [-3.07845412e-03]
 [-7.05513614e-04]
 [-1.34779364e-03]
 [-3.14937676e-04]
 [-1.21250866e-03]
 [ 1.02076347e-05]
 [-1.33509047e-03]
 [-3.33326700e-06]
 [ 4.50042670e-05]]",1
"[[1.70981754e-08]
 [3.17643727e-08]
 [6.39025488e-07]
 [3.44153304e-08]
 [1.21903403e-07]
 [7.03071158e-09]
 [9.82402744e-08]
 [5.29717357e-12]
 [1.20131701e-07]
 [2.72873970e-12]
 [7.60225673e-11]]","[[1.70981754e-08]
 [3.17643727e-08]
 [6.39025488e-07]
 [3.44153304e-08]
 [1.21903403e-07]
 [7.03071158e-09]
 [9.82402744e-08]
 [5.29717357e-12]
 [1.20131701e-07]
 [2.72873970e-12]
 [7.60225673e-11]]","[[ 3.92279975e-04]
 [-5.34676869e-04]
 [ 2.39817209e-03]
 [ 5.56541080e-04]
 [ 1.04744003e-03]
 [ 2.51548016e-04]
 [ 9.40299139e-04]
 [-6.90467683e-06]
 [ 1.03980061e-03]
 [-4.95566921e-06]
 [-2.61572763e-05]]",1
"[1.49991053e-06 5.14110559e-06 1.14762264e-05 ... 2.66504289e-03
 3.94048471e-06 4.21530545e-06]","[1.49991053e-06 5.14110559e-06 1.14762264e-05 ... 2.66504289e-03
 3.94048471e-06 4.21530545e-06]","[-0.00367413  0.0068022   0.01016297 ...  0.15487216 -0.0059552
 -0.00615936]",1
"[[1.99625297e-07]
 [3.68733437e-07]
 [7.40385479e-06]
 [3.99170077e-07]
 [1.40851143e-06]
 [8.24397975e-08]
 [1.13424243e-06]
 [8.23396399e-11]
 [1.39058020e-06]
 [6.68918954e-11]
 [8.14275176e-10]]","[[1.99625297e-07]
 [3.68733437e-07]
 [7.40385479e-06]
 [3.99170077e-07]
 [1.40851143e-06]
 [8.24397975e-08]
 [1.13424243e-06]
 [8.23396399e-11]
 [1.39058020e-06]
 [6.68918954e-11]
 [8.14275176e-10]]","[[ 1.34038340e-03]
 [-1.82170276e-03]
 [ 8.16300760e-03]
 [ 1.89539724e-03]
 [ 3.56042172e-03]
 [ 8.61369942e-04]
 [ 3.19502454e-03]
 [-2.72223577e-05]
 [ 3.53768594e-03]
 [-2.45362397e-05]
 [-8.56065219e-05]]",1
"[[6.03682639e-07]
 [1.11090418e-06]
 [2.22708182e-05]
 [1.20008666e-06]
 [4.22491039e-06]
 [2.50273775e-07]
 [3.40031249e-06]
 [3.24105978e-10]
 [4.17741581e-06]
 [3.16906219e-10]
 [2.37755129e-09]]","[[6.03682639e-07]
 [1.11090418e-06]
 [2.22708182e-05]
 [1.20008666e-06]
 [4.22491039e-06]
 [2.50273775e-07]
 [3.40031249e-06]
 [3.24105978e-10]
 [4.17741581e-06]
 [3.16906219e-10]
 [2.37755129e-09]]","[[ 2.33091050e-03]
 [-3.16198318e-03]
 [ 1.41575903e-02]
 [ 3.28645401e-03]
 [ 6.16637604e-03]
 [ 1.50082110e-03]
 [ 5.53198087e-03]
 [-5.40088307e-05]
 [ 6.13161825e-03]
 [-5.34055800e-05]
 [-1.46280421e-04]]",1
"[[1.24574124e-06]
 [2.28768769e-06]
 [4.58105349e-05]
 [2.46384660e-06]
 [8.66674836e-06]
 [5.18017550e-07]
 [6.97279841e-06]
 [8.42653274e-10]
 [8.57992824e-06]
 [8.70064125e-10]
 [4.93214836e-09]]","[[1.24574124e-06]
 [2.28768769e-06]
 [4.58105349e-05]
 [2.46384660e-06]
 [8.66674836e-06]
 [5.18017550e-07]
 [6.97279841e-06]
 [8.42653274e-10]
 [8.57992824e-06]
 [8.70064125e-10]
 [4.93214836e-09]]","[[ 3.34838337e-03]
 [-4.53753118e-03]
 [ 2.03050440e-02]
 [ 4.70899346e-03]
 [ 8.83180249e-03]
 [ 2.15920308e-03]
 [ 7.92181707e-03]
 [-8.70854722e-05]
 [ 8.78745436e-03]
 [-8.84905482e-05]
 [-2.10687767e-04]]",1
"[2.55123800e-07 9.42139141e-07 2.15204035e-06 ... 4.73072970e-04
 5.49721226e-07 9.46411095e-07]","[2.55123800e-07 9.42139141e-07 2.15204035e-06 ... 4.73072970e-04
 5.49721226e-07 9.46411095e-07]","[-0.00151529  0.00291192  0.00440095 ...  0.06525072 -0.0022243
 -0.00291851]",1
"[[2.09346094e-06]
 [3.84443797e-06]
 [7.69357835e-05]
 [4.12310127e-06]
 [1.45177656e-05]
 [8.72195881e-07]
 [1.16793746e-05]
 [1.73934180e-09]
 [1.43853670e-05]
 [1.71221431e-09]
 [8.72867476e-09]]","[[2.09346094e-06]
 [3.84443797e-06]
 [7.69357835e-05]
 [4.12310127e-06]
 [1.45177656e-05]
 [8.72195881e-07]
 [1.16793746e-05]
 [1.73934180e-09]
 [1.43853670e-05]
 [1.71221431e-09]
 [8.72867476e-09]]","[[ 0.00434064]
 [-0.00588217]
 [ 0.02631391]
 [ 0.00609163]
 [ 0.01143066]
 [ 0.00280174]
 [ 0.01025253]
 [-0.00012512]
 [ 0.01137841]
 [-0.00012414]
 [-0.00028028]]",1
"[[3.13897198e-06]
 [5.77358871e-06]
 [1.15520688e-04]
 [6.16057495e-06]
 [2.17446726e-05]
 [1.30913633e-06]
 [1.74958459e-05]
 [3.13904522e-09]
 [2.15604404e-05]
 [2.77349992e-09]
 [1.42451796e-08]]","[[3.13897198e-06]
 [5.77358871e-06]
 [1.15520688e-04]
 [6.16057495e-06]
 [2.17446726e-05]
 [1.30913633e-06]
 [1.74958459e-05]
 [3.13904522e-09]
 [2.15604404e-05]
 [2.77349992e-09]
 [1.42451796e-08]]","[[ 0.00531514]
 [-0.00720849]
 [ 0.03224417]
 [ 0.00744615]
 [ 0.01398936]
 [ 0.00343252]
 [ 0.01254841]
 [-0.00016808]
 [ 0.01392997]
 [-0.00015799]
 [-0.00035806]]",1
"[[4.18116503e-06]
 [7.72376395e-06]
 [1.54578080e-04]
 [8.18648773e-06]
 [2.90354238e-05]
 [1.74326867e-06]
 [2.33736110e-05]
 [4.96832868e-09]
 [2.87958355e-05]
 [3.54968999e-09]
 [2.16965884e-08]]","[[4.18116503e-06]
 [7.72376395e-06]
 [1.54578080e-04]
 [8.18648773e-06]
 [2.90354238e-05]
 [1.74326867e-06]
 [2.33736110e-05]
 [4.96832868e-09]
 [2.87958355e-05]
 [3.54968999e-09]
 [2.16965884e-08]]","[[ 0.00613437]
 [-0.0083375 ]
 [ 0.03729883]
 [ 0.00858361]
 [ 0.01616536]
 [ 0.00396099]
 [ 0.01450388]
 [-0.00021146]
 [ 0.01609853]
 [-0.00017874]
 [-0.00044189]]",1
"[3.65793732e-09 1.41276563e-08 3.39575555e-08 ... 7.02224508e-06
 6.57788778e-09 1.64932705e-08]","[3.65793732e-09 1.41276563e-08 3.39575555e-08 ... 7.02224508e-06
 6.57788778e-09 1.64932705e-08]","[-0.00018144  0.00035658  0.00055283 ...  0.00794986 -0.00024331
 -0.00038528]",1
"[[2.88207229e-06]
 [5.45636681e-06]
 [1.09312132e-04]
 [5.67530225e-06]
 [2.05796907e-05]
 [1.19102245e-06]
 [1.66161790e-05]
 [4.20511829e-09]
 [2.03500432e-05]
 [7.61483636e-10]
 [2.34350989e-08]]","[[2.88207229e-06]
 [5.45636681e-06]
 [1.09312132e-04]
 [5.67530225e-06]
 [2.05796907e-05]
 [1.19102245e-06]
 [1.66161790e-05]
 [4.20511829e-09]
 [2.03500432e-05]
 [7.61483636e-10]
 [2.34350989e-08]]","[[ 5.09300015e-03]
 [-7.00766019e-03]
 [ 3.13657326e-02]
 [ 7.14686786e-03]
 [ 1.36094532e-02]
 [ 3.27401926e-03]
 [ 1.22288843e-02]
 [-1.94540650e-04]
 [ 1.35333066e-02]
 [-8.27849789e-05]
 [-4.59255800e-04]]",1
"[[1.96894949e-06]
 [3.81985749e-06]
 [7.66199184e-05]
 [3.89920018e-06]
 [1.44535408e-05]
 [8.06346748e-07]
 [1.17038683e-05]
 [3.48011896e-09]
 [1.42516963e-05]
 [2.15217659e-11]
 [2.31659915e-08]]","[[1.96894949e-06]
 [3.81985749e-06]
 [7.66199184e-05]
 [3.89920018e-06]
 [1.44535408e-05]
 [8.06346748e-07]
 [1.17038683e-05]
 [3.48011896e-09]
 [1.42516963e-05]
 [2.15217659e-11]
 [2.31659915e-08]]","[[ 4.20957782e-03]
 [-5.86333672e-03]
 [ 2.62598413e-02]
 [ 5.92391776e-03]
 [ 1.14053438e-02]
 [ 2.69390437e-03]
 [ 1.02632750e-02]
 [-1.76977599e-04]
 [ 1.13254257e-02]
 [-1.39174672e-05]
 [-4.56611349e-04]]",1
"[[3.00594415e-06]
 [5.83724376e-06]
 [1.17071064e-04]
 [5.93033226e-06]
 [2.20287228e-05]
 [1.23217235e-06]
 [1.78392408e-05]
 [6.04171130e-09]
 [2.17377582e-05]
 [6.74232320e-11]
 [3.70433572e-08]]","[[3.00594415e-06]
 [5.83724376e-06]
 [1.17071064e-04]
 [5.93033226e-06]
 [2.20287228e-05]
 [1.23217235e-06]
 [1.78392408e-05]
 [6.04171130e-09]
 [2.17377582e-05]
 [6.74232320e-11]
 [3.70433572e-08]]","[[ 5.20129766e-03]
 [-7.24811657e-03]
 [ 3.24598147e-02]
 [ 7.30568206e-03]
 [ 1.40804299e-02]
 [ 3.33009776e-03]
 [ 1.26709576e-02]
 [-2.33185338e-04]
 [ 1.39871307e-02]
 [-2.46334952e-05]
 [-5.77399528e-04]]",1
"[5.67216109e-08 2.16950920e-07 5.09912799e-07 ... 1.07775862e-04
 1.07382498e-07 2.42508995e-07]","[5.67216109e-08 2.16950920e-07 5.09912799e-07 ... 1.07775862e-04
 1.07382498e-07 2.42508995e-07]","[-0.00071449  0.00139734  0.00214225 ...  0.03114455 -0.00098308
 -0.00147736]",1
"[[2.71805786e-06]
 [5.36653032e-06]
 [1.07712183e-04]
 [5.37556947e-06]
 [2.02769671e-05]
 [1.10766662e-06]
 [1.64522283e-05]
 [6.37927357e-09]
 [1.99773305e-05]
 [3.27011547e-11]
 [4.19266704e-08]]","[[2.71805786e-06]
 [5.36653032e-06]
 [1.07712183e-04]
 [5.37556947e-06]
 [2.02769671e-05]
 [1.10766662e-06]
 [1.64522283e-05]
 [6.37927357e-09]
 [1.99773305e-05]
 [3.27011547e-11]
 [4.19266704e-08]]","[[ 4.94596004e-03]
 [-6.94973186e-03]
 [ 3.11353440e-02]
 [ 6.95558231e-03]
 [ 1.35089860e-02]
 [ 3.15737226e-03]
 [ 1.21684040e-02]
 [-2.39611064e-04]
 [ 1.34088021e-02]
 [ 1.71554770e-05]
 [-6.14280093e-04]]",1
"[[1.98049197e-06]
 [3.99875908e-06]
 [8.02272038e-05]
 [3.93623559e-06]
 [1.51550248e-05]
 [7.99510216e-07]
 [1.23290980e-05]
 [5.39723031e-09]
 [1.48954377e-05]
 [4.85416783e-10]
 [3.98560605e-08]]","[[1.98049197e-06]
 [3.99875908e-06]
 [8.02272038e-05]
 [3.93623559e-06]
 [1.51550248e-05]
 [7.99510216e-07]
 [1.23290980e-05]
 [5.39723031e-09]
 [1.48954377e-05]
 [4.85416783e-10]
 [3.98560605e-08]]","[[ 4.22189860e-03]
 [-5.99906924e-03]
 [ 2.68708919e-02]
 [ 5.95198457e-03]
 [ 1.16788366e-02]
 [ 2.68246005e-03]
 [ 1.05338446e-02]
 [-2.20397534e-04]
 [ 1.15783824e-02]
 [ 6.60965283e-05]
 [-5.98919481e-04]]",1
"[[2.88988852e-06]
 [5.84308677e-06]
 [1.17060824e-04]
 [5.72400073e-06]
 [2.21022858e-05]
 [1.16606190e-06]
 [1.79849433e-05]
 [8.66854957e-09]
 [2.17395898e-05]
 [6.40896729e-10]
 [6.09293079e-08]]","[[2.88988852e-06]
 [5.84308677e-06]
 [1.17060824e-04]
 [5.72400073e-06]
 [2.21022858e-05]
 [1.16606190e-06]
 [1.79849433e-05]
 [8.66854957e-09]
 [2.17395898e-05]
 [6.40896729e-10]
 [6.09293079e-08]]","[[ 5.09990163e-03]
 [-7.25174331e-03]
 [ 3.24583952e-02]
 [ 7.17746519e-03]
 [ 1.41039205e-02]
 [ 3.23953038e-03]
 [ 1.27225976e-02]
 [-2.79315138e-04]
 [ 1.39877199e-02]
 [ 7.59478147e-05]
 [-7.40515882e-04]]",1
"[1.38334272e-08 5.37528214e-08 1.22165256e-07 ... 2.62121985e-05
 2.48779453e-08 6.07439938e-08]","[1.38334272e-08 5.37528214e-08 1.22165256e-07 ... 2.62121985e-05
 2.48779453e-08 6.07439938e-08]","[-0.00035285  0.00069554  0.00104856 ...  0.01535936 -0.00047318
 -0.00073939]",1
"[[3.76347527e-06]
 [7.64197346e-06]
 [1.52932159e-04]
 [7.43741716e-06]
 [2.88729014e-05]
 [1.51569050e-06]
 [2.35074832e-05]
 [1.24334801e-08]
 [2.84079710e-05]
 [9.58014405e-10]
 [8.53406103e-08]]","[[3.76347527e-06]
 [7.64197346e-06]
 [1.52932159e-04]
 [7.43741716e-06]
 [2.88729014e-05]
 [1.51569050e-06]
 [2.35074832e-05]
 [1.24334801e-08]
 [2.84079710e-05]
 [9.58014405e-10]
 [8.53406103e-08]]","[[ 5.81990356e-03]
 [-8.29323586e-03]
 [ 3.70997228e-02]
 [ 8.18148852e-03]
 [ 1.61200531e-02]
 [ 3.69340148e-03]
 [ 1.45453549e-02]
 [-3.34516548e-04]
 [ 1.59897386e-02]
 [ 9.28554234e-05]
 [-8.76393458e-04]]",1
"[[2.54769823e-06]
 [5.30787993e-06]
 [1.06165692e-04]
 [5.06573307e-06]
 [2.01282769e-05]
 [1.01469261e-06]
 [1.64362290e-05]
 [9.70569228e-09]
 [1.97491322e-05]
 [2.33709467e-09]
 [7.43511920e-08]]","[[2.54769823e-06]
 [5.30787993e-06]
 [1.06165692e-04]
 [5.06573307e-06]
 [2.01282769e-05]
 [1.01469261e-06]
 [1.64362290e-05]
 [9.70569228e-09]
 [1.97491322e-05]
 [2.33709467e-09]
 [7.43511920e-08]]","[[ 0.00478845]
 [-0.00691165]
 [ 0.03091102]
 [ 0.00675216]
 [ 0.01345936]
 [ 0.00302196]
 [ 0.01216249]
 [-0.00029555]
 [ 0.013332  ]
 [ 0.00014503]
 [-0.00081802]]",1
"[[1.92426082e-06]
 [4.09769540e-06]
 [8.19195763e-05]
 [3.84379492e-06]
 [1.55819751e-05]
 [7.58968879e-07]
 [1.27553338e-05]
 [8.33691468e-09]
 [1.52553505e-05]
 [3.45665385e-09]
 [6.84935236e-08]]","[[1.92426082e-06]
 [4.09769540e-06]
 [8.19195763e-05]
 [3.84379492e-06]
 [1.55819751e-05]
 [7.58968879e-07]
 [1.27553338e-05]
 [8.33691468e-09]
 [1.52553505e-05]
 [3.45665385e-09]
 [6.84935236e-08]]","[[ 0.00416153]
 [-0.00607283]
 [ 0.02715283]
 [ 0.00588168]
 [ 0.0118422 ]
 [ 0.00261356]
 [ 0.01071438]
 [-0.00027392]
 [ 0.01171743]
 [ 0.00017638]
 [-0.00078514]]",1
"[5.52367892e-10 2.13435589e-09 5.04413562e-09 ... 1.05400370e-06
 9.86741163e-10 2.47044950e-09]","[5.52367892e-10 2.13435589e-09 5.04413562e-09 ... 1.05400370e-06
 9.86741163e-10 2.47044950e-09]","[ 7.05075246e-05 -1.38597269e-04 -2.13066235e-04 ... -3.07994047e-03
  9.42373093e-05  1.49110850e-04]",1
"[[2.58926837e-06]
 [5.53529478e-06]
 [1.10527101e-04]
 [5.15923668e-06]
 [2.10219774e-05]
 [1.01933261e-06]
 [1.72169080e-05]
 [1.21998755e-08]
 [2.05895585e-05]
 [4.83589133e-09]
 [9.73490180e-08]]","[[2.58926837e-06]
 [5.53529478e-06]
 [1.10527101e-04]
 [5.15923668e-06]
 [2.10219774e-05]
 [1.01933261e-06]
 [1.72169080e-05]
 [1.21998755e-08]
 [2.05895585e-05]
 [4.83589133e-09]
 [9.73490180e-08]]","[[ 0.00482736]
 [-0.00705816]
 [ 0.03153956]
 [ 0.00681419]
 [ 0.01375492]
 [ 0.00302886]
 [ 0.01244798]
 [-0.00033136]
 [ 0.01361272]
 [ 0.00020862]
 [-0.00093602]]",1
"[[1.81237627e-06]
 [3.97103773e-06]
 [7.92630230e-05]
 [3.63158073e-06]
 [1.51304472e-05]
 [7.05546401e-07]
 [1.24252971e-05]
 [9.70060913e-09]
 [1.47825381e-05]
 [5.91777158e-09]
 [8.29488291e-08]]","[[1.81237627e-06]
 [3.97103773e-06]
 [7.92630230e-05]
 [3.63158073e-06]
 [1.51304472e-05]
 [7.05546401e-07]
 [1.24252971e-05]
 [9.70060913e-09]
 [1.47825381e-05]
 [5.91777158e-09]
 [8.29488291e-08]]","[[ 0.00403874]
 [-0.00597824]
 [ 0.02670893]
 [ 0.00571701]
 [ 0.01166936]
 [ 0.0025199 ]
 [ 0.01057486]
 [-0.00029548]
 [ 0.01153442]
 [ 0.00023078]
 [-0.00086403]]",1
"[[2.73082091e-06]
 [5.98455950e-06]
 [1.19306697e-04]
 [5.45019077e-06]
 [2.27564582e-05]
 [1.06264166e-06]
 [1.86895490e-05]
 [1.56558042e-08]
 [2.22538042e-05]
 [8.46287789e-09]
 [1.28140509e-07]]","[[2.73082091e-06]
 [5.98455950e-06]
 [1.19306697e-04]
 [5.45019077e-06]
 [2.27564582e-05]
 [1.06264166e-06]
 [1.86895490e-05]
 [1.56558042e-08]
 [2.22538042e-05]
 [8.46287789e-09]
 [1.28140509e-07]]","[[ 0.00495756]
 [-0.00733901]
 [ 0.03276828]
 [ 0.00700369]
 [ 0.01431112]
 [ 0.00309254]
 [ 0.01296942]
 [-0.00037537]
 [ 0.01415218]
 [ 0.00027598]
 [-0.0010739 ]]",1
"[4.00249930e-08 1.54703292e-07 3.53118752e-07 ... 7.57073944e-05
 7.25847105e-08 1.74096690e-07]","[4.00249930e-08 1.54703292e-07 3.53118752e-07 ... 7.57073944e-05
 7.25847105e-08 1.74096690e-07]","[-0.00060019  0.00117997  0.00178271 ...  0.026103   -0.00080825
 -0.00125175]",1
