v,v_eff,m,t
"[[7.27385004e-05]
 [1.21311915e-04]
 [2.46681831e-03]
 [1.37703269e-04]
 [4.48336771e-04]
 [3.11682072e-05]
 [3.56689598e-04]
 [4.31292236e-08]
 [4.51811994e-04]
 [4.98783845e-07]
 [7.02713918e-09]]","[[7.27385004e-05]
 [1.21311915e-04]
 [2.46681831e-03]
 [1.37703269e-04]
 [4.48336771e-04]
 [3.11682072e-05]
 [3.56689598e-04]
 [4.31292236e-08]
 [4.51811994e-04]
 [4.98783845e-07]
 [7.02713918e-09]]","[[ 0.02558606]
 [-0.03304251]
 [ 0.14900122]
 [ 0.03520411]
 [ 0.06352189]
 [ 0.01674855]
 [ 0.05665868]
 [-0.00062303]
 [ 0.06376761]
 [-0.00211874]
 [-0.00025148]]",1
"[[6.06495412e-05]
 [1.02820150e-04]
 [2.08401234e-03]
 [1.15077782e-04]
 [3.80362820e-04]
 [2.58814313e-05]
 [3.03229983e-04]
 [4.63824052e-08]
 [3.82589384e-04]
 [3.46546645e-07]
 [2.82871948e-08]]","[[6.06495412e-05]
 [1.02820150e-04]
 [2.08401234e-03]
 [1.15077782e-04]
 [3.80362820e-04]
 [2.58814313e-05]
 [3.03229983e-04]
 [4.63824052e-08]
 [3.82589384e-04]
 [3.46546645e-07]
 [2.82871948e-08]]","[[ 0.02336334]
 [-0.03042008]
 [ 0.13695295]
 [ 0.03218229]
 [ 0.05850868]
 [ 0.01526214]
 [ 0.0522405 ]
 [-0.0006461 ]
 [ 0.05867968]
 [-0.00176605]
 [-0.00050456]]",1
"[[4.99660881e-05]
 [8.61742442e-05]
 [1.74127843e-03]
 [9.50479688e-05]
 [3.19144123e-04]
 [2.12271503e-05]
 [2.54963758e-04]
 [4.82491017e-08]
 [3.20377963e-04]
 [2.30237892e-07]
 [5.75894478e-08]]","[[4.99660881e-05]
 [8.61742442e-05]
 [1.74127843e-03]
 [9.50479688e-05]
 [3.19144123e-04]
 [2.12271503e-05]
 [2.54963758e-04]
 [4.82491017e-08]
 [3.20377963e-04]
 [2.30237892e-07]
 [5.75894478e-08]]","[[ 0.02120601]
 [-0.02784903]
 [ 0.12518589]
 [ 0.02924776]
 [ 0.05359382]
 [ 0.01382188]
 [ 0.04790275]
 [-0.00065897]
 [ 0.05369732]
 [-0.00143949]
 [-0.00071993]]",1
"[[4.06175474e-05]
 [7.13253348e-05]
 [1.43720064e-03]
 [7.74858259e-05]
 [2.64502793e-04]
 [1.71707976e-05]
 [2.11774706e-04]
 [4.86566721e-08]
 [2.64973708e-04]
 [1.44316671e-07]
 [8.96249601e-08]]","[[4.06175474e-05]
 [7.13253348e-05]
 [1.43720064e-03]
 [7.74858259e-05]
 [2.64502793e-04]
 [1.71707976e-05]
 [2.11774706e-04]
 [4.86566721e-08]
 [2.64973708e-04]
 [1.44316671e-07]
 [8.96249601e-08]]","[[ 0.01911957]
 [-0.0253363 ]
 [ 0.11373129]
 [ 0.02640781]
 [ 0.04879063]
 [ 0.0124313 ]
 [ 0.04365744]
 [-0.00066175]
 [ 0.04883404]
 [-0.00113967]
 [-0.00089812]]",1
"[[3.24941374e-05]
 [5.81565928e-05]
 [1.16893659e-03]
 [6.21894122e-05]
 [2.16005611e-04]
 [1.36619098e-05]
 [1.73341305e-04]
 [4.76031842e-08]
 [2.15915126e-04]
 [8.34381384e-08]
 [1.20044221e-07]]","[[3.24941374e-05]
 [5.81565928e-05]
 [1.16893659e-03]
 [6.21894122e-05]
 [2.16005611e-04]
 [1.36619098e-05]
 [1.73341305e-04]
 [4.76031842e-08]
 [2.15915126e-04]
 [8.34381384e-08]
 [1.20044221e-07]]","[[ 0.01710109]
 [-0.02287814]
 [ 0.10256914]
 [ 0.02365808]
 [ 0.04409139]
 [ 0.01108861]
 [ 0.03949774]
 [-0.00065454]
 [ 0.04408215]
 [-0.00086657]
 [-0.00103942]]",1
"[9.22727944e-07 9.66482581e-06 3.36042571e-05 ... 1.62805031e-03
 9.98490791e-03 4.94621627e-05]","[9.22727944e-07 9.66482581e-06 3.36042571e-05 ... 1.62805031e-03
 9.98490791e-03 4.94621627e-05]","[ 0.00288176 -0.00932649 -0.01739075 ... -0.12104732 -0.29977353
  0.0210988 ]",1
"[[2.55180255e-05]
 [4.66015547e-05]
 [9.34700546e-04]
 [4.90171288e-05]
 [1.73405658e-04]
 [1.06638506e-05]
 [1.39489133e-04]
 [4.51862435e-08]
 [1.72929506e-04]
 [4.28510019e-08]
 [1.45414119e-07]]","[[2.55180255e-05]
 [4.66015547e-05]
 [9.34700546e-04]
 [4.90171288e-05]
 [1.73405658e-04]
 [1.06638506e-05]
 [1.39489133e-04]
 [4.51862435e-08]
 [1.72929506e-04]
 [4.28510019e-08]
 [1.45414119e-07]]","[[ 0.01515461]
 [-0.0204796 ]
 [ 0.09171862]
 [ 0.02100367]
 [ 0.03950507]
 [ 0.00979667]
 [ 0.03543166]
 [-0.00063771]
 [ 0.0394508 ]
 [-0.00062101]
 [-0.001144  ]]",1
"[[1.96211606e-05]
 [3.66091206e-05]
 [7.33044452e-04]
 [3.78464398e-05]
 [1.36514539e-04]
 [8.14410826e-06]
 [1.10090016e-04]
 [4.15941041e-08]
 [1.35803083e-04]
 [1.81612339e-08]
 [1.63249256e-07]]","[[1.96211606e-05]
 [3.66091206e-05]
 [7.33044452e-04]
 [3.78464398e-05]
 [1.36514539e-04]
 [8.14410826e-06]
 [1.10090016e-04]
 [4.15941041e-08]
 [1.35803083e-04]
 [1.81612339e-08]
 [1.63249256e-07]]","[[ 0.01328873]
 [-0.01815164]
 [ 0.08122438]
 [ 0.01845584]
 [ 0.03505183]
 [ 0.00856137]
 [ 0.03147714]
 [-0.00061184]
 [ 0.03496037]
 [-0.00040429]
 [-0.00121212]]",1
"[[1.47578661e-05]
 [2.81690511e-05]
 [5.63378451e-04]
 [2.85985692e-05]
 [1.05298698e-04]
 [6.07933289e-06]
 [8.51404926e-05]
 [3.71467910e-08]
 [1.04475998e-04]
 [5.30044287e-09]
 [1.72236363e-07]]","[[1.47578661e-05]
 [2.81690511e-05]
 [5.63378451e-04]
 [2.85985692e-05]
 [1.05298698e-04]
 [6.07933289e-06]
 [8.51404926e-05]
 [3.71467910e-08]
 [1.04475998e-04]
 [5.30044287e-09]
 [1.72236363e-07]]","[[ 0.01152479]
 [-0.01592236]
 [ 0.07120678]
 [ 0.01604329]
 [ 0.03078455]
 [ 0.00739689]
 [ 0.02768148]
 [-0.00057821]
 [ 0.03066405]
 [-0.00021841]
 [-0.00124504]]",1
"[[1.07599109e-05]
 [2.10444738e-05]
 [4.20602497e-04]
 [2.09613716e-05]
 [7.88873673e-05]
 [4.39491990e-06]
 [6.39628894e-05]
 [3.19596810e-08]
 [7.80525890e-05]
 [4.36159313e-10]
 [1.71279963e-07]]","[[1.07599109e-05]
 [2.10444738e-05]
 [4.20602497e-04]
 [2.09613716e-05]
 [7.88873673e-05]
 [4.39491990e-06]
 [6.39628894e-05]
 [3.19596810e-08]
 [7.80525890e-05]
 [4.36159313e-10]
 [1.71279963e-07]]","[[ 9.84069093e-03]
 [-1.37622769e-02]
 [ 6.15257871e-02]
 [ 1.37350771e-02]
 [ 2.66455682e-02]
 [ 6.28921928e-03]
 [ 2.39930408e-02]
 [-5.36318123e-04]
 [ 2.65042129e-02]
 [-6.26532826e-05]
 [-1.24157951e-03]]",1
