epoch,loss_discriminator,loss_generator,params_generator,rel_entropy
0,0.679,0.9066,"[ 2.62522296e+00  4.52093320e+00 -4.28091753e-03  1.90460931e+00
  9.27093691e-01  5.85178730e-01  1.17530654e+00  2.16622399e+00
  2.49796261e+00]",13.8493
1,0.6816,0.8566,"[ 2.63021956  4.51593409 -0.00928049  1.90960716  0.93209295  0.59017705
  1.18030568  2.16122584  2.50296169]",13.7768
2,0.681,0.886,"[ 2.63521574  4.51093511 -0.01428     1.91460476  0.93709211  0.59517516
  1.18530471  2.15622795  2.50796063]",13.7068
3,0.6829,0.8423,"[ 2.64021195  4.50593612 -0.01927951  1.91960238  0.94209126  0.6001733
  1.19030373  2.15123009  2.51295957]",13.6393
4,0.6762,0.8917,"[ 2.64520778  4.50093726 -0.02427896  1.92459978  0.94709032  0.60517125
  1.19530264  2.14623247  2.51795838]",13.5744
5,0.6834,0.852,"[ 2.65020389  4.49593832 -0.02927844  1.92959736  0.95208942  0.61016935
  1.20030162  2.14123472  2.52295725]",13.5121
6,0.6844,0.8296,"[ 2.65519952  4.49093953 -0.03427786  1.93459466  0.95708841  0.61516723
  1.20530047  2.13623729  2.52795596]",13.4525
7,0.6838,0.8554,"[ 2.66019534  4.48594069 -0.03927729  1.93959209  0.96208743  0.6201652
  1.21029935  2.13123977  2.53295471]",13.3956
8,0.6855,0.8153,"[ 2.66519106  4.48094188 -0.04427671  1.94458947  0.96708643  0.62516314
  1.21529821  2.12624233  2.53795343]",13.3415
9,0.6882,0.7972,"[ 2.67018601  4.4759433  -0.04927602  1.94958639  0.97208522  0.63016072
  1.22029685  2.1212454   2.54295188]",13.2902
10,0.6875,0.8171,"[ 2.6751815   4.47094457 -0.05427541  1.95458367  0.97708414  0.63515858
  1.22529563  2.11624814  2.54795049]",13.2418
11,0.6881,0.7789,"[ 2.68017647  4.46594599 -0.05927472  1.95958064  0.98208293  0.64015621
  1.23029427  2.11125123  2.55294892]",13.1964
12,0.6874,0.8121,"[ 2.68517132  4.46094745 -0.06427401  1.96457756  0.98708168  0.64515379
  1.23529287  2.10625442  2.5579473 ]",13.1539
13,0.6882,0.7806,"[ 2.69016571  4.45594904 -0.06927324  1.96957423  0.99208032  0.65015118
  1.24029134  2.10125791  2.56294552]",13.1144
14,0.6876,0.7924,"[ 2.69515994  4.45095068 -0.07427245  1.97457082  0.99707891  0.65514852
  1.24528977  2.09626151  2.56794367]",13.078
15,0.6894,0.7674,"[ 2.70015342  4.44595253 -0.07927156  1.979567    1.00207731  0.66014553
  1.25028799  2.0912656   2.57294156]",13.0446
16,0.6891,0.7889,"[ 2.70514714  4.44095431 -0.0842707   1.98456334  1.00707577  0.66514269
  1.25528629  2.08626954  2.57793952]",13.0142
17,0.6902,0.7709,"[ 2.71013983  4.43595638 -0.08926971  1.98955912  1.01207397  0.67013941
  1.2602843   2.08127414  2.58293713]",12.987
18,0.69,0.7763,"[ 2.71513225  4.43095852 -0.0942687   1.99455477  1.0170721   0.67513605
  1.26528225  2.0762789   2.58793463]",12.9629
19,0.6906,0.7458,"[ 2.72012413  4.42596081 -0.09926761  1.99955015  1.0220701   0.68013248
  1.27028006  2.07128401  2.59293194]",12.9419
20,0.6902,0.7718,"[ 2.72511397  4.42096367 -0.10426627  2.00454441  1.02706759  0.68512807
  1.27527732  2.0662904   2.59792856]",12.924
21,0.6911,0.7489,"[ 2.7301034   4.41596663 -0.10926488  2.00953849  1.03206499  0.69012353
  1.28027448  2.06129703  2.60292502]",12.9093
22,0.6924,0.7278,"[ 2.73509097  4.41097009 -0.11426327  2.01453158  1.03706193  0.69511826
  1.28527117  2.0563048   2.60792084]",12.8977
23,0.6921,0.7405,"[ 2.74007794  4.40597369 -0.11926161  2.01952442  1.04205874  0.70011282
  1.29026772  2.0513129   2.61291646]",12.8892
24,0.692,0.7251,"[ 2.74505722  4.40097942 -0.12425898  2.02451308  1.04705365  0.70510423
  1.29526224  2.04632577  2.61790942]",12.8838
25,0.6925,0.7211,"[ 2.75001954  4.39598985 -0.12925422  2.02949251  1.05204432  0.71008872
  1.30025224  2.04134917  2.62289648]",12.8815
26,0.6923,0.7309,"[ 2.75499918  4.39099535 -0.13425173  2.03448163  1.05703939  0.71508058
  1.30524699  2.03636158  2.62788958]",12.8823
27,0.6928,0.7081,"[ 2.75996986  4.3860032  -0.13924822  2.03946612  1.06203233  0.72006903
  1.31023948  2.03137932  2.63287962]",12.8861
28,0.6922,0.7209,"[ 2.76105164  4.38498018 -0.14025856  2.04051073  1.06305316  0.72110243
  1.31126156  2.03032849  2.63390886]",12.8874
29,0.6931,0.6937,"[ 2.76586272  4.38003552 -0.14523357  2.04540549  1.06800281  0.72602328
  1.31620854  2.02544768  2.63883822]",12.8945
30,0.6927,0.7201,"[ 2.7687727   4.37706005 -0.14822269  2.04835766  1.07098051  0.72898786
  1.31918507  2.02250221  2.64180652]",12.9003
31,0.6931,0.6901,"[ 2.76985386  4.37603811 -0.14923233  2.04940045  1.07200054  0.73001936
  1.32020608  2.02145343  2.64283518]",12.9026
32,0.6932,0.6872,"[ 2.7708762   4.37503213 -0.15023493  2.05041214  1.07300602  0.73102791
  1.32121181  2.02044009  2.64384304]",12.905
33,0.6932,0.7005,"[ 2.77385152  4.37203846 -0.15323216  2.05339958  1.07600026  0.73401873
  1.32420578  2.01745446  2.64683474]",12.9127
34,0.6932,0.683,"[ 2.77483229  4.3710434  -0.15423     2.0543898   1.07699577  0.7350116
  1.32520108  2.01646563  2.64782825]",12.9155
