v,v_eff,m,t
"[[5.85999254e-07]
 [7.57189872e-06]
 [7.58021988e-05]
 [1.63604252e-06]
 [1.47066408e-05]
 [1.52755648e-06]
 [1.15422182e-05]]","[[5.85999254e-07]
 [7.57189872e-06]
 [7.58021988e-05]
 [1.63604252e-06]
 [1.47066408e-05]
 [1.52755648e-06]
 [1.15422182e-05]]","[[ 0.00229652]
 [-0.00825512]
 [ 0.02611934]
 [ 0.00383724]
 [ 0.01150477]
 [ 0.00370783]
 [ 0.01019215]]",1
"[[9.34402851e-07]
 [1.20419612e-05]
 [1.20745294e-04]
 [2.59075844e-06]
 [2.33387210e-05]
 [2.42897844e-06]
 [1.82897017e-05]]","[[9.34402851e-07]
 [1.20419612e-05]
 [1.20745294e-04]
 [2.59075844e-06]
 [2.33387210e-05]
 [2.42897844e-06]
 [1.82897017e-05]]","[[ 0.00289994]
 [-0.01041046]
 [ 0.03296525]
 [ 0.00482875]
 [ 0.01449305]
 [ 0.00467555]
 [ 0.01282994]]",1
"[[1.32748843e-06]
 [1.70500742e-05]
 [1.71278124e-04]
 [3.65727289e-06]
 [3.30181307e-05]
 [3.43317003e-06]
 [2.58429499e-05]]","[[1.32748843e-06]
 [1.70500742e-05]
 [1.71278124e-04]
 [3.65727289e-06]
 [3.30181307e-05]
 [3.43317003e-06]
 [2.58429499e-05]]","[[ 0.0034565 ]
 [-0.01238752]
 [ 0.03926198]
 [ 0.0057372 ]
 [ 0.01723842]
 [ 0.00555864]
 [ 0.01525079]]",1
"[[1.69307623e-06]
 [2.16531759e-05]
 [2.17939291e-04]
 [4.63784548e-06]
 [4.19638297e-05]
 [4.34420328e-06]
 [3.28137115e-05]]","[[1.69307623e-06]
 [2.16531759e-05]
 [2.17939291e-04]
 [4.63784548e-06]
 [4.19638297e-05]
 [4.34420328e-06]
 [3.28137115e-05]]","[[ 0.00390355]
 [-0.01395989]
 [ 0.0442883 ]
 [ 0.0064607 ]
 [ 0.01943385]
 [ 0.00625283]
 [ 0.01718498]]",1
"[[1.24599340e-06]
 [1.57860321e-05]
 [1.59006893e-04]
 [3.40580201e-06]
 [3.08916000e-05]
 [3.12128325e-06]
 [2.41753540e-05]]","[[1.24599340e-06]
 [1.57860321e-05]
 [1.59006893e-04]
 [3.40580201e-06]
 [3.08916000e-05]
 [3.12128325e-06]
 [2.41753540e-05]]","[[ 0.00334872]
 [-0.01191949]
 [ 0.03782938]
 [ 0.00553644]
 [ 0.01667406]
 [ 0.00530015]
 [ 0.01475053]]",1
"[1.55583907e-06 1.93014536e-08 3.16939565e-08 ... 3.12670260e-08
 8.40282940e-06 8.41963050e-07]","[1.55583907e-06 1.93014536e-08 3.16939565e-08 ... 3.12670260e-08
 8.40282940e-06 8.41963050e-07]","[ 0.003742   -0.00041679 -0.00053408 ...  0.00053047 -0.00869629
  0.00275276]",1
"[[9.11666033e-07]
 [1.14438895e-05]
 [1.15388474e-04]
 [2.48643273e-06]
 [2.26092404e-05]
 [2.22996699e-06]
 [1.77080368e-05]]","[[9.11666033e-07]
 [1.14438895e-05]
 [1.15388474e-04]
 [2.48643273e-06]
 [2.26092404e-05]
 [2.22996699e-06]
 [1.77080368e-05]]","[[ 0.00286444]
 [-0.01014865]
 [ 0.03222571]
 [ 0.00473053]
 [ 0.01426475]
 [ 0.00447992]
 [ 0.01262428]]",1
"[[1.35843072e-06]
 [1.70036868e-05]
 [1.71789888e-04]
 [3.68053095e-06]
 [3.35419005e-05]
 [3.31039411e-06]
 [2.62352201e-05]]","[[1.35843072e-06]
 [1.70036868e-05]
 [1.71789888e-04]
 [3.68053095e-06]
 [3.35419005e-05]
 [3.31039411e-06]
 [2.62352201e-05]]","[[ 0.00349655]
 [-0.01237066]
 [ 0.03932059]
 [ 0.00575541]
 [ 0.01737461]
 [ 0.00545835]
 [ 0.0153661 ]]",1
"[[9.55342977e-07]
 [1.18449976e-05]
 [1.19784641e-04]
 [2.58332444e-06]
 [2.36042924e-05]
 [2.27039427e-06]
 [1.84805132e-05]]","[[9.55342977e-07]
 [1.18449976e-05]
 [1.19784641e-04]
 [2.58332444e-06]
 [2.36042924e-05]
 [2.27039427e-06]
 [1.84805132e-05]]","[[ 0.00293225]
 [-0.01032497]
 [ 0.03283385]
 [ 0.00482182]
 [ 0.01457527]
 [ 0.00452035]
 [ 0.01289669]]",1
"[[1.38275238e-06]
 [1.70924495e-05]
 [1.73200310e-04]
 [3.71519780e-06]
 [3.40237541e-05]
 [3.27143324e-06]
 [2.66048991e-05]]","[[1.38275238e-06]
 [1.70924495e-05]
 [1.73200310e-04]
 [3.71519780e-06]
 [3.40237541e-05]
 [3.27143324e-06]
 [2.66048991e-05]]","[[ 0.00352771]
 [-0.0124029 ]
 [ 0.03948168]
 [ 0.00578245]
 [ 0.01749897]
 [ 0.00542613]
 [ 0.01547398]]",1
