v,v_eff,m,t
"[[5.77003401e-07]
 [2.59535166e-06]
 [9.69979236e-06]
 [4.78374554e-06]
 [6.65888360e-06]
 [1.94487309e-06]
 [7.48999626e-06]]","[[5.77003401e-07]
 [2.59535166e-06]
 [9.69979236e-06]
 [4.78374554e-06]
 [6.65888360e-06]
 [1.94487309e-06]
 [7.48999626e-06]]","[[-0.00227882]
 [-0.00483303]
 [ 0.00934335]
 [ 0.00656153]
 [ 0.00774144]
 [ 0.00418376]
 [ 0.00821036]]",1
"[[2.20564831e-07]
 [9.79524527e-07]
 [3.62562721e-06]
 [1.86260705e-06]
 [2.59680848e-06]
 [7.56187328e-07]
 [2.92163275e-06]]","[[2.20564831e-07]
 [9.79524527e-07]
 [3.62562721e-06]
 [1.86260705e-06]
 [2.59680848e-06]
 [7.56187328e-07]
 [2.92163275e-06]]","[[-0.00140893]
 [-0.00296913]
 [ 0.00571232]
 [ 0.00409432]
 [ 0.00483438]
 [ 0.00260877]
 [ 0.00512784]]",1
"[[3.98238576e-08]
 [1.74434966e-07]
 [6.39036174e-07]
 [3.42636808e-07]
 [4.78417432e-07]
 [1.38898118e-07]
 [5.38442038e-07]]","[[3.98238576e-08]
 [1.74434966e-07]
 [6.39036174e-07]
 [3.42636808e-07]
 [4.78417432e-07]
 [1.38898118e-07]
 [5.38442038e-07]]","[[-0.00059868]
 [-0.00125296]
 [ 0.00239819]
 [ 0.00175606]
 [ 0.00207503]
 [ 0.00111807]
 [ 0.00220136]]",1
"[8.58607962e-05 5.84039227e-06 4.06641726e-06 ... 2.11602882e-06
 1.85371421e-03 2.12506894e-03]","[8.58607962e-05 5.84039227e-06 4.06641726e-06 ... 2.11602882e-06
 1.85371421e-03 2.12506894e-03]","[-0.02779833  0.00725007  0.00604961 ... -0.00436397 -0.12916434
 -0.13829541]",1
"[[3.13140268e-09]
 [1.35130735e-08]
 [4.89577166e-08]
 [2.74663802e-08]
 [3.84068197e-08]
 [1.11172052e-08]
 [4.32414901e-08]]","[[3.13140268e-09]
 [1.35130735e-08]
 [4.89577166e-08]
 [2.74663802e-08]
 [3.84068197e-08]
 [1.11172052e-08]
 [4.32414901e-08]]","[[ 0.00016788]
 [ 0.00034874]
 [-0.00066379]
 [-0.00049719]
 [-0.00058793]
 [-0.00031631]
 [-0.00062384]]",1
"[[8.73367738e-08]
 [3.67745005e-07]
 [1.30664673e-06]
 [7.67902837e-07]
 [1.07215855e-06]
 [3.09135335e-07]
 [1.20606340e-06]]","[[8.73367738e-08]
 [3.67745005e-07]
 [1.30664673e-06]
 [7.67902837e-07]
 [1.07215855e-06]
 [3.09135335e-07]
 [1.20606340e-06]]","[[ 0.00088658]
 [ 0.00181926]
 [-0.00342926]
 [-0.0026289 ]
 [-0.00310635]
 [-0.001668  ]
 [-0.00329463]]",1
"[[2.63414814e-07]
 [1.08282097e-06]
 [3.77228618e-06]
 [2.32089361e-06]
 [3.23575393e-06]
 [9.29320363e-07]
 [3.63639872e-06]]","[[2.63414814e-07]
 [1.08282097e-06]
 [3.77228618e-06]
 [2.32089361e-06]
 [3.23575393e-06]
 [9.29320363e-07]
 [3.63639872e-06]]","[[ 0.00153972]
 [ 0.00312176]
 [-0.00582671]
 [-0.00457034]
 [-0.00539646]
 [-0.00289204]
 [-0.0057208 ]]",1
"[[5.18634037e-07]
 [2.08118424e-06]
 [7.10320851e-06]
 [4.58050288e-06]
 [6.37729671e-06]
 [1.82426050e-06]
 [7.15925158e-06]]","[[5.18634037e-07]
 [2.08118424e-06]
 [7.10320851e-06]
 [4.58050288e-06]
 [6.37729671e-06]
 [1.82426050e-06]
 [7.15925158e-06]]","[[ 0.00216049]
 [ 0.00432789]
 [-0.00799555]
 [-0.00642063]
 [-0.00757599]
 [-0.00405196]
 [-0.00802703]]",1
"[[8.26637642e-07]
 [3.24112146e-06]
 [1.08375932e-05]
 [7.31771966e-06]
 [1.01752004e-05]
 [2.89926859e-06]
 [1.14091985e-05]]","[[8.26637642e-07]
 [3.24112146e-06]
 [1.08375932e-05]
 [7.31771966e-06]
 [1.01752004e-05]
 [2.89926859e-06]
 [1.14091985e-05]]","[[ 0.00272759]
 [ 0.00540093]
 [-0.00987615]
 [-0.00811539]
 [-0.00956958]
 [-0.00510817]
 [-0.01013325]]",1
"[[1.18367580e-06]
 [4.53652727e-06]
 [1.48543329e-05]
 [1.05066704e-05]
 [1.45922564e-05]
 [4.14152799e-06]
 [1.63397742e-05]]","[[1.18367580e-06]
 [4.53652727e-06]
 [1.48543329e-05]
 [1.05066704e-05]
 [1.45922564e-05]
 [4.14152799e-06]
 [1.63397742e-05]]","[[ 0.00326391]
 [ 0.00638974]
 [-0.0115624 ]
 [-0.0097242 ]
 [-0.01145994]
 [-0.00610522]
 [-0.01212675]]",1
"[[1.56232360e-06]
 [5.86072328e-06]
 [1.87991693e-05]
 [1.39034668e-05]
 [1.92891459e-05]
 [5.45394016e-06]
 [2.15669746e-05]]","[[1.56232360e-06]
 [5.86072328e-06]
 [1.87991693e-05]
 [1.39034668e-05]
 [1.92891459e-05]
 [5.45394016e-06]
 [2.15669746e-05]]","[[ 0.00374979]
 [ 0.00726268]
 [-0.0130074 ]
 [-0.01118621]
 [-0.01317582]
 [-0.0070061 ]
 [-0.01393208]]",1
"[[1.20122559e-06]
 [4.56548269e-06]
 [1.48254603e-05]
 [1.04735572e-05]
 [1.45053261e-05]
 [4.11080699e-06]
 [1.62214357e-05]]","[[1.20122559e-06]
 [4.56548269e-06]
 [1.48254603e-05]
 [1.04735572e-05]
 [1.45053261e-05]
 [4.11080699e-06]
 [1.62214357e-05]]","[[ 0.00328801]
 [ 0.0064101 ]
 [-0.01155115]
 [-0.00970886]
 [-0.01142576]
 [-0.00608254]
 [-0.01208275]]",1
"[[1.47748435e-06]
 [5.52339407e-06]
 [1.76510781e-05]
 [1.28719053e-05]
 [1.78063027e-05]
 [5.03115318e-06]
 [1.98883192e-05]]","[[1.47748435e-06]
 [5.52339407e-06]
 [1.76510781e-05]
 [1.28719053e-05]
 [1.78063027e-05]
 [5.03115318e-06]
 [1.98883192e-05]]","[[ 0.00364655]
 [ 0.00705057]
 [-0.01260396]
 [-0.01076323]
 [-0.01265925]
 [-0.00672907]
 [-0.0133789 ]]",1
"[[1.84748807e-06]
 [6.77414322e-06]
 [2.12325568e-05]
 [1.61210910e-05]
 [2.22785519e-05]
 [6.27217456e-06]
 [2.48457617e-05]]","[[1.84748807e-06]
 [6.77414322e-06]
 [2.12325568e-05]
 [1.61210910e-05]
 [2.22785519e-05]
 [6.27217456e-06]
 [2.48457617e-05]]","[[ 0.00407767]
 [ 0.00780816]
 [-0.01382364]
 [-0.01204532]
 [-0.01416005]
 [-0.00751329]
 [-0.01495366]]",1
"[5.82556307e-07 8.30644971e-08 5.00648405e-08 ... 3.33895980e-10
 1.50059144e-05 1.25874489e-05]","[5.82556307e-07 8.30644971e-08 5.00648405e-08 ... 3.33895980e-10
 1.50059144e-05 1.25874489e-05]","[-2.28976129e-03  8.64627361e-04  6.71255216e-04 ...  5.48184624e-05
 -1.16212404e-02 -1.06436385e-02]",1
"[[1.44328204e-06]
 [5.36552516e-06]
 [1.70483412e-05]
 [1.23351284e-05]
 [1.70154581e-05]
 [4.80276550e-06]
 [1.89825220e-05]]","[[1.44328204e-06]
 [5.36552516e-06]
 [1.70483412e-05]
 [1.23351284e-05]
 [1.70154581e-05]
 [4.80276550e-06]
 [1.89825220e-05]]","[[ 0.0036041 ]
 [ 0.00694908]
 [-0.01238689]
 [-0.01053642]
 [-0.01237494]
 [-0.00657456]
 [-0.01307068]]",1
"[[1.75853449e-06]
 [6.42738706e-06]
 [2.00768762e-05]
 [1.50267417e-05]
 [2.07063546e-05]
 [5.82560188e-06]
 [2.30687972e-05]]","[[1.75853449e-06]
 [6.42738706e-06]
 [2.00768762e-05]
 [1.50267417e-05]
 [2.07063546e-05]
 [5.82560188e-06]
 [2.30687972e-05]]","[[ 0.00397829]
 [ 0.00760569]
 [-0.01344217]
 [-0.0116293 ]
 [-0.01365127]
 [-0.00724089]
 [-0.014409  ]]",1
"[[1.41340512e-06]
 [5.22490059e-06]
 [1.65062011e-05]
 [1.18575077e-05]
 [1.63106320e-05]
 [4.59922886e-06]
 [1.81741659e-05]]","[[1.41340512e-06]
 [5.22490059e-06]
 [1.65062011e-05]
 [1.18575077e-05]
 [1.63106320e-05]
 [4.59922886e-06]
 [1.81741659e-05]]","[[ 0.0035666 ]
 [ 0.00685741]
 [-0.01218835]
 [-0.01033042]
 [-0.01211593]
 [-0.00643374]
 [-0.01278935]]",1
"[[1.22880691e-06]
 [4.56501396e-06]
 [1.44907502e-05]
 [1.01689480e-05]
 [1.39660190e-05]
 [3.94239722e-06]
 [1.55574725e-05]]","[[1.22880691e-06]
 [4.56501396e-06]
 [1.44907502e-05]
 [1.01689480e-05]
 [1.39660190e-05]
 [3.94239722e-06]
 [1.55574725e-05]]","[[ 0.00332555]
 [ 0.00640977]
 [-0.01142002]
 [-0.00956664]
 [-0.01121134]
 [-0.00595664]
 [-0.01183289]]",1
"[[1.64940062e-06]
 [5.99501972e-06]
 [1.86181195e-05]
 [1.36831141e-05]
 [1.87744876e-05]
 [5.27666040e-06]
 [2.08819881e-05]]","[[1.64940062e-06]
 [5.99501972e-06]
 [1.86181195e-05]
 [1.36831141e-05]
 [1.87744876e-05]
 [5.27666040e-06]
 [2.08819881e-05]]","[[ 0.00385287]
 [ 0.00734542]
 [-0.01294462]
 [-0.01109721]
 [-0.01299886]
 [-0.00689129]
 [-0.01370904]]",1
"[[1.28106920e-06]
 [4.71537094e-06]
 [1.48310952e-05]
 [1.04374014e-05]
 [1.42958427e-05]
 [4.02887000e-06]
 [1.59024477e-05]]","[[1.28106920e-06]
 [4.71537094e-06]
 [1.48310952e-05]
 [1.04374014e-05]
 [1.42958427e-05]
 [4.02887000e-06]
 [1.59024477e-05]]","[[ 0.00339553]
 [ 0.00651447]
 [-0.01155335]
 [-0.00969209]
 [-0.01134295]
 [-0.00602161]
 [-0.01196336]]",1
"[[9.69641763e-07]
 [3.61006067e-06]
 [1.14824908e-05]
 [7.77191935e-06]
 [1.06271665e-05]
 [3.00281890e-06]
 [1.18204502e-05]]","[[9.69641763e-07]
 [3.61006067e-06]
 [1.14824908e-05]
 [7.77191935e-06]
 [1.06271665e-05]
 [3.00281890e-06]
 [1.18204502e-05]]","[[ 0.00295411]
 [ 0.00570005]
 [-0.01016575]
 [-0.00836345]
 [-0.0097798 ]
 [-0.00519859]
 [-0.01031426]]",1
"[[1.39034029e-06]
 [5.05898621e-06]
 [1.57294375e-05]
 [1.11706146e-05]
 [1.52598252e-05]
 [4.29126986e-06]
 [1.69488161e-05]]","[[1.39034029e-06]
 [5.05898621e-06]
 [1.57294375e-05]
 [1.11706146e-05]
 [1.52598252e-05]
 [4.29126986e-06]
 [1.69488161e-05]]","[[ 0.00353738]
 [ 0.00674766]
 [-0.01189811]
 [-0.01002674]
 [-0.01171915]
 [-0.00621461]
 [-0.01235068]]",1
"[[1.86425957e-06]
 [6.63148898e-06]
 [2.01410605e-05]
 [1.50234473e-05]
 [2.05059718e-05]
 [5.73889285e-06]
 [2.27381468e-05]]","[[1.86425957e-06]
 [6.63148898e-06]
 [2.01410605e-05]
 [1.50234473e-05]
 [2.05059718e-05]
 [5.73889285e-06]
 [2.27381468e-05]]","[[ 0.00409614]
 [ 0.0077255 ]
 [-0.01346364]
 [-0.01162803]
 [-0.01358506]
 [-0.0071868 ]
 [-0.01430536]]",1
"[[1.40617997e-06]
 [5.08003288e-06]
 [1.56816313e-05]
 [1.11180581e-05]
 [1.51468640e-05]
 [4.25422598e-06]
 [1.68005310e-05]]","[[1.40617997e-06]
 [5.08003288e-06]
 [1.56816313e-05]
 [1.11180581e-05]
 [1.51468640e-05]
 [4.25422598e-06]
 [1.68005310e-05]]","[[ 0.00355747]
 [ 0.00676168]
 [-0.01188001]
 [-0.01000313]
 [-0.01167569]
 [-0.00618773]
 [-0.01229654]]",1
"[9.93354633e-06 1.38516437e-06 8.50991435e-07 ... 7.79525097e-09
 2.57313780e-04 2.10949338e-04]","[9.93354633e-06 1.38516437e-06 8.50991435e-07 ... 7.79525097e-09
 2.57313780e-04 2.10949338e-04]","[ 0.00945526 -0.00353079 -0.00276748 ... -0.00026487  0.04812301
  0.04357229]",1
"[[1.77764784e-06]
 [6.30532589e-06]
 [1.90966832e-05]
 [1.40602405e-05]
 [1.91372397e-05]
 [5.35368768e-06]
 [2.11966314e-05]]","[[1.77764784e-06]
 [6.30532589e-06]
 [1.90966832e-05]
 [1.40602405e-05]
 [1.91372397e-05]
 [5.35368768e-06]
 [2.11966314e-05]]","[[ 0.00399985]
 [ 0.00753312]
 [-0.01310993]
 [-0.0112491 ]
 [-0.01312384]
 [-0.00694141]
 [-0.01381194]]",1
"[[2.13224890e-06]
 [7.44006365e-06]
 [2.21402714e-05]
 [1.68598128e-05]
 [2.29267654e-05]
 [6.39070120e-06]
 [2.53575343e-05]]","[[2.13224890e-06]
 [7.44006365e-06]
 [2.21402714e-05]
 [1.68598128e-05]
 [2.29267654e-05]
 [6.39070120e-06]
 [2.53575343e-05]]","[[ 0.00438067]
 [ 0.00818294]
 [-0.01411603]
 [-0.01231821]
 [-0.01436457]
 [-0.00758395]
 [-0.01510688]]",1
"[[1.65837860e-06]
 [5.87370392e-06]
 [1.77671791e-05]
 [1.28716327e-05]
 [1.74697144e-05]
 [4.88717775e-06]
 [1.93286603e-05]]","[[1.65837860e-06]
 [5.87370392e-06]
 [1.77671791e-05]
 [1.28716327e-05]
 [1.74697144e-05]
 [4.88717775e-06]
 [1.93286603e-05]]","[[ 0.00386334]
 [ 0.00727072]
 [-0.01264534]
 [-0.01076312]
 [-0.01253904]
 [-0.00663209]
 [-0.01318931]]",1
"[[1.24786910e-06]
 [4.48206529e-06]
 [1.37603550e-05]
 [9.52427942e-06]
 [1.29032211e-05]
 [3.62254428e-06]
 [1.42774954e-05]]","[[1.24786910e-06]
 [4.48206529e-06]
 [1.37603550e-05]
 [9.52427942e-06]
 [1.29032211e-05]
 [3.62254428e-06]
 [1.42774954e-05]]","[[ 0.00335124]
 [ 0.00635127]
 [-0.01112849]
 [-0.00925843]
 [-0.01077632]
 [-0.00570989]
 [-0.01133567]]",1
"[[9.25081399e-07]
 [3.36206553e-06]
 [1.04485960e-05]
 [6.95726838e-06]
 [9.40955604e-06]
 [2.65009670e-06]
 [1.04101638e-05]]","[[9.25081399e-07]
 [3.36206553e-06]
 [1.04485960e-05]
 [6.95726838e-06]
 [9.40955604e-06]
 [2.65009670e-06]
 [1.04101638e-05]]","[[ 0.00288543]
 [ 0.00550078]
 [-0.00969729]
 [-0.00791299]
 [-0.0092025 ]
 [-0.00488374]
 [-0.00967944]]",1
"[[1.28078975e-06]
 [4.56549218e-06]
 [1.39114359e-05]
 [9.63367117e-06]
 [1.30168641e-05]
 [3.64978967e-06]
 [1.43826915e-05]]","[[1.28078975e-06]
 [4.56549218e-06]
 [1.39114359e-05]
 [9.63367117e-06]
 [1.30168641e-05]
 [3.64978967e-06]
 [1.43826915e-05]]","[[ 0.00339516]
 [ 0.0064101 ]
 [-0.01118941]
 [-0.00931145]
 [-0.01082367]
 [-0.00573133]
 [-0.01137736]]",1
"[[9.66159992e-07]
 [3.48255366e-06]
 [1.07370328e-05]
 [7.16526189e-06]
 [9.66526400e-06]
 [2.71849102e-06]
 [1.06775342e-05]]","[[9.66159992e-07]
 [3.48255366e-06]
 [1.07370328e-05]
 [7.16526189e-06]
 [9.66526400e-06]
 [2.71849102e-06]
 [1.06775342e-05]]","[[ 0.0029488 ]
 [ 0.00559848]
 [-0.00983022]
 [-0.0080304 ]
 [-0.0093267 ]
 [-0.00494635]
 [-0.00980295]]",1
"[[1.35275498e-06]
 [4.77848709e-06]
 [1.44285612e-05]
 [1.00375394e-05]
 [1.35274893e-05]
 [3.78667876e-06]
 [1.49244241e-05]]","[[1.35275498e-06]
 [4.77848709e-06]
 [1.44285612e-05]
 [1.00375394e-05]
 [1.35274893e-05]
 [3.78667876e-06]
 [1.49244241e-05]]","[[ 0.00348924]
 [ 0.00655793]
 [-0.01139548]
 [-0.00950462]
 [-0.01103392]
 [-0.00583782]
 [-0.01158964]]",1
"[[1.76732780e-06]
 [6.12367259e-06]
 [1.81131308e-05]
 [1.31207657e-05]
 [1.76680021e-05]
 [4.92287962e-06]
 [1.94645618e-05]]","[[1.76732780e-06]
 [6.12367259e-06]
 [1.81131308e-05]
 [1.31207657e-05]
 [1.76680021e-05]
 [4.92287962e-06]
 [1.94645618e-05]]","[[ 0.00398823]
 [ 0.00742382]
 [-0.01276786]
 [-0.01086678]
 [-0.01261   ]
 [-0.00665627]
 [-0.0132356 ]]",1
"[[1.44252445e-06]
 [5.04716854e-06]
 [1.50930270e-05]
 [1.05644064e-05]
 [1.42012849e-05]
 [3.96808279e-06]
 [1.56436265e-05]]","[[1.44252445e-06]
 [5.04716854e-06]
 [1.50930270e-05]
 [1.05644064e-05]
 [1.42012849e-05]
 [3.96808279e-06]
 [1.56436265e-05]]","[[ 0.00360315]
 [ 0.00673977]
 [-0.01165492]
 [-0.00975088]
 [-0.01130538]
 [-0.00597601]
 [-0.01186561]]",1
"[1.51148750e-07 2.17328228e-08 1.29887107e-08 ... 6.86071920e-11
 3.87713165e-06 3.27974643e-06]","[1.51148750e-07 2.17328228e-08 1.29887107e-08 ... 6.86071920e-11
 3.87713165e-06 3.27974643e-06]","[ 1.16633561e-03 -4.42261693e-04 -3.41904074e-04 ... -2.48488376e-05
  5.90713000e-03  5.43302107e-03]",1
"[[1.86581457e-06]
 [6.40515742e-06]
 [1.87629151e-05]
 [1.36705865e-05]
 [1.83620857e-05]
 [5.10673374e-06]
 [2.01976236e-05]]","[[1.86581457e-06]
 [6.40515742e-06]
 [1.87629151e-05]
 [1.36705865e-05]
 [1.83620857e-05]
 [5.10673374e-06]
 [2.01976236e-05]]","[[ 0.00409784]
 [ 0.00759252]
 [-0.01299485]
 [-0.01109213]
 [-0.0128553 ]
 [-0.00677943]
 [-0.01348253]]",1
"[[1.38226557e-06]
 [4.82033624e-06]
 [1.43721878e-05]
 [9.96561972e-06]
 [1.33600793e-05]
 [3.73234852e-06]
 [1.46978495e-05]]","[[1.38226557e-06]
 [4.82033624e-06]
 [1.43721878e-05]
 [9.96561972e-06]
 [1.33600793e-05]
 [3.73234852e-06]
 [1.46978495e-05]]","[[ 0.00352709]
 [ 0.00658658]
 [-0.0113732 ]
 [-0.00947051]
 [-0.01096543]
 [-0.00579579]
 [-0.01150133]]",1
